Locus Tag	gene	0hr_r1	0hr_r2	0hr_r3	0hr (Avg)	2hr_r1	2hr_r2	2hr_r3	2hr (Avg)	4hr_r1	4hr_r2	4hr_r3	4hr (Avg)	8hr_r1	8hr_r2	8hr_r3	8hr (Avg)	16hr_r1	16hr_r2	16hr_r3	16hr (Avg)	24hr_r1	24hr_r2	24hr_r3	24hr (Avg)
SL1344_0105	yabI	14.34	15.08	13.02	14.15	32.54	7.96	0	13.5	12.66	14.67	18.67	15.33	0	22.62	50.03	24.22	26.92	27.28	23.77	25.99	35.99	40.84	48.93	41.92
SL1344_0106	thiQ	2.07	3.44	6.14	3.89	0	0	0	0	6.87	0	4.05	3.64	0	2.73	0	0.91	0	0	2.58	0.86	1.99	1.91	4.53	2.81
SL1344_0107	thiP	6.38	7.94	3.24	5.85	0	7.59	0	2.53	6.03	1.75	0	2.59	0	0	5.5	1.83	3.21	1.56	5.28	3.35	5.95	4.53	8.79	6.42
SL1344_0108	tbpA	5.97	3.1	3.53	4.2	0	12.43	0	4.14	9.88	8.58	0	6.15	0	1.96	6.01	2.66	6.3	1.7	6.18	4.73	14.33	17.58	16.69	16.2
SroA	SroA	181.29	171.04	268.3	206.88	186.97	343.21	223.34	251.18	109.08	252.84	225.23	195.71	135.24	259.91	132.67	175.94	278.35	291.52	300.46	290.11	183.55	233.61	194.96	204.04
SL1344_0109	yabN	4.42	4.04	4.45	4.3	0	7.37	0	2.46	0	5.09	0	1.7	0	2.33	7.12	3.15	4.98	1.01	1.47	2.49	3.91	5.86	2.96	4.24
SgrS	SgrS	606.41	756.5	144.72	502.54	504.26	528.93	559.32	530.84	441.26	280.06	223.14	314.82	0	66.76	728.37	265.04	67.03	86.95	84.19	79.39	78.03	61.95	92.26	77.41
SL1344_0109A	sgrT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SL1344_0110	leuD	14.55	19.12	17.94	17.2	0	40.39	49.28	29.89	16.05	27.9	9.47	17.8	39.79	22.3	48.79	36.96	18.77	22.13	8.04	16.31	5.12	9.37	8.11	7.53
SL1344_0111	leuC	16.76	11.74	16.44	14.98	17.83	34.91	42.59	31.78	24.27	30.14	10.23	21.54	8.6	19.28	18.98	15.62	24.33	14.35	10.85	16.51	7.04	7.91	7.68	7.54
SL1344_0112	leuB	20.17	17.86	11.94	16.65	83.89	44.8	9.11	45.93	35.59	64.45	15.75	38.6	49.64	42.41	35.17	42.41	31.22	36.06	13.37	26.88	10.07	9.9	7.95	9.31
SL1344_0113	leuA	20.07	13.57	19.35	17.66	21.18	15.55	0	12.25	46.34	53.71	7.29	35.78	42.14	23.31	31.94	32.46	24.31	19.71	13.93	19.32	15.06	15.81	13.45	14.77
SL1344_0114	leuL	2737.49	3200.23	2029.44	2655.72	3676.39	2628.36	2889.16	3064.64	2314.05	2485.72	1831.36	2210.38	4828.45	3026.01	3295.06	3716.5	2268.47	2627.6	1943.4	2279.83	1136.45	1265.31	940.8	1114.19
SL1344_0115	leuO	0	1.29	1.38	0.89	17.63	6.47	0	8.03	20.57	8.94	0	9.84	19.13	2.04	3.13	8.1	4.37	3.55	1.93	3.28	5.67	7.15	9.59	7.47
SL1344_0116	ilvI	11.92	16.86	8.63	12.47	15.03	14.71	0	9.91	26.3	42.34	15.52	28.05	21.74	20.89	15.99	19.54	14.29	14.61	7.32	12.07	10.34	8.94	10.11	9.8
SL1344_0117	ilvH	19.42	33.48	19.45	24.12	16.95	24.88	121.45	54.43	69.2	45.83	29.16	48.06	36.77	35.33	96.19	56.1	35.74	20.45	18.57	24.92	28.68	28.6	39.18	32.15
SL1344_0118	fruR	40.18	38.21	34.59	37.66	49.72	60.85	0	36.86	67.68	72.84	25.67	55.4	35.96	46.08	79.38	53.81	38.04	39.18	18.16	31.79	35.91	24.74	30.99	30.55
SL1344_0119	mraZ	212.98	220.69	145.04	192.9	363.33	280.11	455.71	366.38	508.7	429.9	156.31	364.97	262.8	273.58	560.72	365.7	347.08	312.48	225.59	295.05	380.67	378.5	257.37	338.84
SL1344_0120	mraW	81.06	82.18	64.13	75.79	168	181.78	116.18	155.32	159.9	182.34	88.25	143.5	76.74	94.23	181.94	117.64	116.28	103.17	145.32	121.59	109.55	99.28	116.25	108.36
SL1344_0121	ftsL	164.77	220.2	133.22	172.73	433.11	535.6	326.75	431.82	425.54	300.54	313.82	346.64	115.41	369.69	606.54	363.88	480.76	410.44	394.62	428.61	391.23	350.65	298.14	346.67
SL1344_0122	ftsI	642.04	663.71	281.74	529.16	767.95	733.38	157.58	552.97	489.23	516.05	254.58	419.95	224.91	413.7	680.29	439.63	446.55	484.82	336.23	422.53	328.71	325.06	198.96	284.24
SL1344_0123	murE	49.81	52.41	51.68	51.3	67.14	61.63	46.79	58.52	88.13	87.01	50.07	75.07	36.42	67.41	71.46	58.43	73.58	60.79	42.51	58.96	23.3	25.6	23.84	24.25
SL1344_0124	murF	40.5	39.46	30.05	36.67	30.63	58.48	51.23	46.78	60.76	53.85	31.63	48.75	26.59	48.26	45.65	40.17	46.37	44.37	24.17	38.3	15.56	21.08	16.94	17.86
SL1344_0125	mraY	73.88	70.91	70.22	71.67	138.41	152.45	64.3	118.39	134.58	189.77	52.93	125.76	94.55	121.15	122.77	112.82	82.04	84.31	62.91	76.42	42.69	36.68	37.3	38.89
SL1344_0126	murD	91.4	91.61	62.02	81.68	145.41	190.33	128.39	154.71	173.35	158.17	56.58	129.36	91.46	123.04	174.96	129.82	64.32	64.87	55.42	61.53	41.52	40.42	35.11	39.02
SL1344_0127	ftsW	45.01	42.1	39.4	42.17	35.96	79.2	103.08	72.75	58.73	72.93	37.13	56.26	15.6	38.32	102.05	51.99	41.93	35.45	34.14	37.17	16.55	20.77	24.78	20.7
SL1344_0128	murG	52.24	63.34	42.72	52.77	15.6	80.16	93.15	62.97	86.43	79.09	48.31	71.28	33.84	59.62	116.19	69.88	47.4	45.49	58.1	50.33	47.25	36.19	45.96	43.13
SL1344_0129	murC	56.19	52.01	47.98	52.06	73.33	132.54	26.95	77.61	111.89	57.21	44.65	71.25	32.64	48.36	88.05	56.35	65.08	71.49	48.62	61.73	43.54	49.98	46.93	46.81
SL1344_0130	ddlB	102.04	144.28	116.56	120.96	81.39	199.21	108.03	129.54	131.9	201.79	80.93	138.2	39.25	88	150.8	92.68	70.68	58.22	80.59	69.83	71.94	61.34	76.26	69.85
SL1344_0131	ftsQ	79.53	81.43	60.15	73.7	90.22	88.33	227.51	135.35	128.66	71.17	20.7	73.51	101.51	83.61	78.24	87.79	82.08	89.74	56.38	76.07	70.92	67.02	57.26	65.07
SL1344_0132	ftsA	200.5	219.05	129.01	182.85	204.38	159.75	110.26	158.13	142.31	147.1	70.34	119.92	104.91	122.2	245.6	157.57	134.14	110.09	104.02	116.08	132.79	121.31	110.59	121.57
SL1344_0133	ftsZ	173.95	151.3	157.29	160.85	260.23	270.69	267.68	266.2	286.76	356.79	126.88	256.81	167.31	184.23	241.07	197.54	190.12	181.79	137.29	169.73	150.49	138.64	161.07	150.07
SL1344_0134	lpxC	641.43	769.58	401.02	604.01	825.67	886.06	520.24	743.99	793.98	932.48	212.35	646.27	360.95	525.54	740.37	542.29	658.5	736.54	597.81	664.29	1184.68	1276.76	1080.38	1180.61
SL1344_0135	yacA	49.69	54.06	31.45	45.07	58.32	28.55	0	28.96	0	46	6.69	17.56	14.06	13.51	34.48	20.69	21.71	27.38	12.78	20.62	26.98	31.54	34.37	30.97
SL1344_0136	secA	92.73	94.09	80.25	89.02	52.29	101.63	14.7	56.21	86.13	70.71	16.94	57.93	40.05	59.86	63.29	54.4	40.83	34.34	21.79	32.32	27.38	27.15	30.05	28.2
SL1344_0137	mutT	13	15.42	12.09	13.5	0	15.47	0	5.16	0	7.12	7.25	4.79	0	4.88	7.47	4.12	5.23	6.36	4.62	5.4	2.14	6.15	6.21	4.83
SL1344_0138	yacG	57.6	51.01	13.64	40.75	217.81	31.99	0	83.26	50.83	0	14.99	21.94	0	20.19	46.36	22.18	21.62	21.91	22.27	21.93	8.85	14.14	19.75	14.24
SL1344_0139	yacF	13.82	33.6	21.62	23.01	22.4	24.67	0	15.69	0	22.71	19.27	13.99	8.1	5.19	19.86	11.05	8.34	13.52	12.27	11.37	13.65	15.99	14.72	14.79
SL1344_0140	coaE	30.76	30.44	16.81	26	40.26	9.85	0	16.7	23.49	54.44	0	25.98	0	40.42	19.04	19.82	23.31	9.45	11.76	14.84	19.99	15.24	19.47	18.23
SL1344_0141	guaC	66.8	47.87	31.64	48.77	55.84	41	19.06	38.63	60.5	102.48	16.47	59.82	34.62	27.72	19.81	27.38	56.41	56.97	44.29	52.56	95.06	97.86	91.13	94.68
SL1344_0142	pilC	0	0	0.36	0.12	6.92	0	0	2.31	0	2.34	0	0.78	0	1.6	0	0.53	0	0	0.51	0.17	0.47	1.57	1.57	1.2
SL1344_0143	pilB	0	0.44	0.31	0.25	0	0	0	0	0	4.06	0	1.35	0	0	2.13	0.71	0.75	0	0.44	0.39	1.42	3.7	4.63	3.25
SL1344_0144	pilA	0	1.39	0	0.46	0	0	0	0	11.11	6.44	0	5.85	13.77	4.41	0	6.06	0	0	0	0	0.64	3.09	4.32	2.68
SL1344_0145	nadC	19.66	15.51	17.46	17.54	0	8.19	0	2.73	19.52	18.85	3.84	14.07	0	18.09	19.78	12.62	8.3	6.73	5.7	6.91	9.44	14.12	12.89	12.15
SL1344_0146	ampD	36.47	30.28	40.1	35.62	29.56	97.66	70.61	65.94	60.35	14.99	15.26	30.2	10.69	27.39	57.67	31.92	16.5	11.89	19.43	15.94	22.01	22.06	30.15	24.74
SL1344_0147	ampE	30.92	24.24	21.86	25.67	48.71	64.38	34.91	49.34	34.1	42.82	30.18	35.7	28.19	20.32	10.37	19.62	20.55	31.36	19.93	23.94	18.47	19.92	22.08	20.16
SL1344_0148		5.4	1.28	4.11	3.6	0	0	0	0	0	2.96	0	0.99	0	0	0	0	1.09	3.52	3.2	2.6	2.08	1.42	3.77	2.42
SL1344_0149		2.09	2.17	3.71	2.65	5.92	4.35	0	3.42	0	2	0	0.67	8.56	1.37	6.3	5.41	0.73	1.79	0.43	0.98	2.6	3.07	3.35	3.01
SL1344_0150	aroP	22.97	26.17	17.71	22.28	12.12	22.25	0	11.46	31.82	28.68	12.51	24.34	17.53	9.83	17.2	14.85	12.78	7.92	9.74	10.15	10.05	9.64	15.52	11.74
SL1344_0151	pdhR	435.82	455.87	229.01	373.57	43.56	207.9	13.01	88.16	63.53	125.18	29.99	72.9	15.75	42.89	123.64	60.76	91.87	119.41	135.23	115.5	231.15	251.99	317.46	266.87
SL1344_0152	aceE	598.73	610.95	657.51	622.4	249.95	195	111.96	185.64	275.23	189.07	72.05	178.78	158.19	167.22	117.5	147.63	135.28	115.34	86.5	112.37	138.77	136.48	145.33	140.19
SL1344_0153	aceF	474.44	494.79	428.18	465.8	229.04	216.68	115.75	187.16	164.45	250.16	78.83	164.48	133.81	145.93	139.07	139.6	104.92	108.55	54.05	89.17	73.51	76.33	62.5	70.78
SL1344_0154	lpdA	435.2	487.03	521.66	481.3	245.4	291.73	321.05	286.06	320.41	345.67	100.55	255.54	181.73	223.36	257.04	220.71	167.45	191.02	106.27	154.91	174.25	163.07	168.34	168.55
SL1344_0155		10.33	32.16	7.64	16.71	0	0	0	0	0	0	0	0	0	0	0	0	0	5.89	2.14	2.68	0.99	5.7	5.98	4.22
SL1344_0156		0	2.31	1.1	1.14	0	0	0	0	6.14	0	0	2.05	0	0	0	0	0	0	0.77	0.26	1.42	0.68	1.19	1.1
SL1344_0157	yacH	0	0.38	0.81	0.39	0	3.79	0	1.26	3.01	3.49	0	2.16	0	2.39	0	0.8	1.92	1.56	2.64	2.04	1.05	0.84	0.82	0.9
SL1344_0159	acnB	100.54	118.87	121.04	113.48	102.52	141.14	172.22	138.63	106.53	106.14	58.44	90.37	83.42	90.56	135.26	103.08	85.06	77.02	52.65	71.58	43.49	42.32	51.78	45.86
SL1344_0160		73.17	71.59	55.69	66.82	29.64	43.53	0	24.39	86.47	50.11	10.2	48.93	21.44	32.05	66.61	40.03	25.74	28.83	31.76	28.78	20.07	22.77	16.8	19.88
SL1344_0161	yacL	131.69	131.2	68.36	110.42	114.92	135.01	27.46	92.46	93.86	69.93	15.82	59.87	99.75	26.63	138.62	88.33	54.18	39.3	73.87	55.78	71.58	81.3	68.77	73.89
SL1344_0162	kdgT	3.08	0.64	3.64	2.45	0	0	0	0	0	0	3	1	0	0	0	0	2.17	0.88	3.19	2.08	1.48	1.13	5.15	2.59
SL1344_0163		0.58	0.96	2.05	1.19	0	0	15.64	5.21	0	4.43	0	1.48	0	1.52	4.64	2.05	0	1.32	1.43	0.92	3.77	4.04	5.19	4.33
SL1344_0164	pdxAb	7.46	3.1	4.42	4.99	0	6.21	20.22	8.81	0	17.17	0	5.72	12.24	1.96	12.01	8.74	4.2	8.51	5.56	6.09	8.31	5.49	5.37	6.39
SL1344_0165		121.44	123.84	48.11	97.8	141.02	87.61	64.79	97.81	120.24	132.02	41.07	97.78	7.85	47.75	73.12	42.91	41.72	37.1	30.9	36.57	53.98	55.27	52.87	54.04
SL1344_0166	speD	10.16	18.4	14.22	14.26	20.96	53.86	62.59	45.8	36.68	28.34	14.43	26.48	7.58	43.7	26.02	25.77	20.8	18.97	16.84	18.87	18.8	16.66	22.8	19.42
SL1344_0167	speE	40.93	63.72	38.37	47.67	96.75	127.87	80.9	101.84	45.15	88.31	13.32	48.93	20.99	38.11	54.92	38.01	54.01	56.44	36.75	49.07	55.35	61.85	60.75	59.32
SL1344_0168	yacC	145.84	126.34	53.8	108.66	191.82	211.27	114.57	172.55	125.89	113.48	66.02	101.8	69.37	94.44	170.13	111.32	41.65	67.53	36.78	48.65	52.76	59.92	58.7	57.13
SL1344_0169	cueO	16.4	12.86	16.45	15.24	31.01	18.97	6.17	18.72	6.03	13.98	1.78	7.26	7.48	13.17	11	10.55	8.98	10.92	6.04	8.64	9.8	10.73	11.71	10.75
SL1344_0170	gcd	13.5	15.54	20.16	16.4	34.81	23.01	37.43	31.75	48.74	31.78	7.19	29.24	22.66	32.26	40.76	31.89	28.07	17.16	17.29	20.84	12.49	9.49	11.68	11.22
SL1344_0171	hpt	143.67	131.78	123.12	132.86	248.37	56.99	37.08	114.15	144.89	57.73	37.4	80	67.37	61.14	93.62	74.04	80.88	49.97	31.75	54.2	61.48	64.48	55.95	60.64
SL1344_0172	yadF	232.65	205.11	130.51	189.42	138.25	147.65	60.05	115.32	109.98	135.97	73.54	106.49	45.45	40.77	156.06	80.76	74.84	69.53	59.67	68.02	54.88	50.99	63.53	56.47
SL1344_0173	yadG	20.59	13.81	17.82	17.41	26.96	6.6	85.86	39.81	20.97	30.38	0	17.11	6.5	12.49	38.25	19.08	13.38	25.31	18.38	19.02	27.37	29.74	25.05	27.39
SL1344_0174	yadH	17.14	18.19	20.86	18.73	43.22	0	0	14.41	12.61	18.26	11.16	14.01	15.63	15.02	38.34	23	16.09	18.48	24.47	19.68	28.17	28.4	26.21	27.59
SL1344_0175	stiH	1.36	1.13	0.4	0.96	0	0	0	0	0	2.61	0	0.87	0	1.79	0	0.6	0.96	0	2.25	1.07	5.74	4	3.85	4.53
SL1344_0176	stiC	0	0.72	0.17	0.3	0	0	0	0	1.91	0	1.12	1.01	0	0	1.16	0.39	0.41	0	0.95	0.45	2.21	1.7	1.33	1.75
SL1344_0177	stiB	0	0	0.64	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23	0	0.41	2.06	0.79	2.49	1.78
SL1344_0178	stiA	2.72	6.78	0	3.17	0	0	0	0	0	0	0	0	0	0	0	0	0	3.11	3.38	2.16	3.66	3.51	3.5	3.55
SL1344_0179	yadI	3.33	0	0	1.11	18.91	0	0	6.3	11.03	0	0	3.68	13.68	4.38	0	6.02	7.04	1.9	2.76	3.9	7.04	7.36	5.57	6.66
SL1344_0180	yadE	11.34	10.9	8.48	10.24	6.77	34.8	8.09	16.55	15.8	18.31	4.66	12.92	14.69	10.98	14.41	13.36	8.4	17.71	13.35	13.15	12.15	14.28	14.42	13.62
SL1344_0181	panD	34.74	33.65	37.7	35.36	43.79	96.46	130.77	90.34	12.77	88.82	52.75	51.45	31.67	5.07	77.68	38.14	24.45	50.66	19.19	31.43	17.79	31.98	30.77	26.85
SL1344_0182	panC	7.73	15.69	11.18	11.53	38.97	7.15	0	15.37	34.1	23.06	16.77	24.64	14.09	11.29	6.91	10.76	13.3	9.8	7.83	10.31	18.8	16.13	11.26	15.4
SL1344_0183	panB	3.71	10.01	3.84	5.85	0	0	0	0	0	7.11	3.62	3.58	7.61	2.44	11.2	7.08	7.83	1.06	1.54	3.47	5.7	3.75	9.06	6.17
SL1344_0184	folK	15.31	20.34	13.6	16.42	17.37	38.26	0	18.54	10.13	11.74	11.96	11.28	0	4.02	6.16	3.4	10.77	10.48	7.61	9.62	7.64	10.71	9.84	9.4
SL1344_0185	pcnB	73.96	77.29	41.95	64.4	35.21	56.01	7.01	32.74	47.92	29.75	14.14	30.6	16.98	25.83	29.14	23.98	35.67	27.74	21	28.14	39.53	43.99	40.57	41.36
SL1344_0186	yadB	17.15	18.77	9.69	15.2	17.68	25.97	0	14.55	15.47	14.95	9.13	13.18	25.58	8.19	25.1	19.62	19.74	20.46	16.79	19	23.95	21.52	26.46	23.97
SL1344_0187	dksA	224.05	256.94	154.58	211.86	237.72	322.24	305.81	288.59	288.03	358.55	163.63	270.07	52.91	160.99	291.94	168.61	170.15	160.03	117.54	149.24	166.52	164.98	192.33	174.61
SL1344_0188	sfsA	30.21	23.35	18.5	24.02	59.09	43.39	42.35	48.28	34.47	67.92	32.54	44.98	25.65	32.86	58.7	39.07	26.39	27.34	12.09	21.94	14	20.71	16.88	17.2
SL1344_0189	ligT	27.68	27.57	10.65	21.97	15.7	46.11	0	20.6	18.32	37.15	10.81	22.09	0	7.27	27.85	11.71	5.84	14.21	6.88	8.98	5.85	12.23	16.01	11.36
SL1344_0190	hrpB	10.97	12.55	10	11.17	20.18	17.29	0	12.49	11.77	10.23	8.1	10.04	0	10.13	11.93	7.35	15.85	17.59	18.18	17.21	24.25	20.74	27.44	24.14
SL1344_0191	mrcB	32.57	33.08	27.72	31.12	42.89	65.4	27.59	45.29	63.51	53.53	24.98	47.34	45.34	36.69	58.52	46.85	60.16	47.79	35.18	47.71	93.03	77.09	84.73	84.95
SL1344_0192	fhuA	92.14	95.97	107.5	98.53	68.42	89.31	45.4	67.71	93.13	102.8	35.32	77.08	32.99	27.3	40.45	33.58	42.91	40.53	38.87	40.77	48.12	53.53	58.16	53.27
SL1344_0193	fhuC	46.93	46.6	51.75	48.43	10.44	99.65	0	36.7	36.54	14.12	28.74	26.47	7.55	7.26	22.22	12.34	18.13	28.35	7.63	18.04	12.02	6.44	14.2	10.88
SL1344_0194	fhuD	42.85	39.68	29.27	37.27	56.09	89.23	11.17	52.16	59.99	69.53	54.7	61.41	33.81	15.16	53.07	34.01	12.76	24.45	22.53	19.91	16.77	12.44	15.47	14.89
SL1344_0195	fhuB	26.74	26.64	19.63	24.34	24.27	20.79	9.66	18.24	14.16	20.51	15.31	16.66	11.7	9.37	8.61	9.89	14.05	15.05	9.45	12.85	9.31	10.37	13.75	11.14
SL1344_0196	stfA	0	3.26	1.55	1.6	29.72	0	0	9.91	0	5.02	0	1.67	0	0	0	0	1.84	2.99	1.09	1.97	6.54	7.71	6.4	6.88
SL1344_0197	stfC	0.83	1.15	0.98	0.98	0	2.3	0	0.77	0	4.23	1.08	1.77	4.53	3.63	2.22	3.46	1.55	3.15	2.29	2.33	5.3	6.3	5.75	5.78
SL1344_0198	stfD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0.27	2.25	1.44	2.51	2.06
SL1344_0199	stfE	0	0	0	0	0	0	21.28	7.09	0	0	0	0	0	0	0	0	2.21	0	0	0.74	3.62	2.31	1.21	2.38
SL1344_0200	stfF	1.54	0	0	0.51	0	0	0	0	0	0	0	0	0	4.05	0	1.35	0	3.52	2.55	2.02	0.59	2.84	4.36	2.6
SL1344_0201	stfG	1.38	0	0	0.46	0	0	0	0	9.16	0	0	3.05	0	0	0	0	0	0	2.29	0.76	0.53	4.59	2.85	2.65
SL1344_0202		5.24	9.43	0.52	5.07	49.58	0	23.69	24.43	28.93	13.41	3.41	15.25	0	6.89	3.52	3.47	12.3	1	2.9	5.4	11.41	7.4	9.89	9.57
SL1344_0203	hemL	28.65	42.34	24.08	31.69	32.5	14.32	69.88	38.9	49.3	41.75	31.32	40.79	14.1	42.17	50.73	35.67	33.87	30.73	27.06	30.56	39.83	38.18	42.14	40.05
SL1344_0204	clcA	23.23	22.71	11.61	19.18	11.71	17.2	13.99	14.3	37.57	19.79	8.06	21.81	0	10.85	27	12.62	10.9	8.25	10.69	9.94	13.87	13.87	18.05	15.27
SL1344_0205	yadR	368.84	343.39	190.58	300.93	314.43	728.13	375.59	472.72	423.3	506.96	166.49	365.58	244.92	280.19	394.72	306.61	444.09	440.37	395.75	426.74	1012.82	1098.91	718.21	943.31
SL1344_0206	yadS	5.89	4.89	10.45	7.08	13.36	0	0	4.45	7.79	9.03	4.6	7.14	19.32	3.09	18.95	13.79	9.94	5.37	6.83	7.38	14.92	19.07	10.6	14.86
SL1344_0207	btuF	10.08	17.51	12.48	13.36	20.8	30.55	0	17.12	12.13	10.55	3.58	8.75	0	9.64	3.69	4.44	11.61	7.32	6.84	8.59	12.67	11.48	13.67	12.61
SL1344_0208	mtn	28.37	28.79	36.7	31.29	35.76	35.01	0	23.59	13.91	20.15	8.21	14.09	8.62	27.62	16.92	17.72	31.06	27.58	26.99	28.54	37.12	44.49	40.53	40.71
SL1344_0209	dgt	10.66	12.11	7.31	10.03	19.1	42.07	7.6	22.92	29.71	27.98	2.19	19.96	18.42	8.85	31.62	19.63	11.85	17.93	9.76	13.18	22.84	22.93	19.19	21.66
SL1344_0210	htrA	46.77	36.27	34.68	39.24	192.41	158.4	153.22	168.01	295.93	252.3	78.26	208.83	59.04	99.96	194.44	117.82	203.26	189.44	215.08	202.59	463.04	465.1	453.72	460.62
SL1344_0211	cdaR	5.7	8.95	3.75	6.13	14.38	21.12	0	11.83	37.76	34.04	9.9	27.23	46.81	23.33	35.72	35.29	45.5	39.79	31.52	38.93	71.33	59.74	73.52	68.2
SL1344_0212	yaeH	161.5	170.36	60.74	130.87	775.98	601.42	334.72	570.71	440.12	459.08	59.35	319.52	155.91	219.74	611.78	329.14	74.88	117.08	96.04	96	43.05	41.97	43.97	43
SL1344_0213		17.89	15.45	8.47	13.93	267.87	178.8	300.59	249.09	246.24	203.07	89.4	179.57	52.84	114.72	172.79	113.45	72.51	78.39	69.37	73.42	34.62	34.25	42.69	37.19
SL1344_0214	dapD	48.06	51.73	63.75	54.51	10.1	74.14	12.06	32.1	111.92	133.13	20.85	88.63	94.95	112.29	118.22	108.48	47.6	50.79	26.55	41.65	25.29	24.9	26.55	25.58
SL1344_0215	glnD	10.43	10.48	11.86	10.92	0	18.29	0	6.1	9.08	17.9	5.36	10.78	6.76	14.43	16.57	12.59	11.59	8.46	4.32	8.12	7.17	8.08	8.19	7.81
SL1344_0216	map	161.65	159.51	106.08	142.41	125.75	161.58	75.1	120.81	158.94	116.9	46.88	107.58	45.48	77.69	92.94	72.04	80.6	60.08	47.46	62.71	59.95	61.55	58.19	59.9
SL1344_0217	rpsB	895.26	1027.98	801.85	908.36	1572.24	1525.18	411.26	1169.56	1653.66	1555.76	323.88	1177.77	655.76	864.13	789.87	769.92	1399.54	1215.58	929.65	1181.59	2041.91	2247.28	1773.61	2020.93
SL1344_0218	tsf	563.63	667.56	410.18	547.12	1075.47	1162.96	572.27	936.9	1163.56	1041.16	252.37	819.03	374.8	577.62	617.42	523.28	743.53	660.9	549.91	651.45	1121.99	1104.18	824.43	1016.87
SL1344_0219	pyrH	62.72	110.02	94.02	88.92	172.14	92.69	41.13	101.99	107.12	131.91	47.4	95.48	58.11	74.45	118.07	83.54	112.48	102.74	82.99	99.4	123.93	123.65	131.11	126.23
SL1344_0220	frr	329.18	307.18	222.15	286.17	492.94	460.65	231.96	395.19	470.57	464.59	118.24	351.14	226.89	228.41	323.27	259.53	257.59	249.43	222.59	243.2	295.31	343.7	265.12	301.38
sRNA1	sRNA1	33.85	56.21	33.4	41.15	0	0	152.9	50.97	0	0	44.06	14.69	92.59	88.97	45.41	75.66	63.52	64.38	37.4	55.1	82.33	87.24	55.13	74.9
SL1344_0221	dxr	34.34	43.27	33.4	37	55.65	25.54	16.62	32.6	28.41	39.98	14.37	27.59	15.1	37.07	69.11	40.42	45.74	37.79	35.06	39.53	44.74	41.09	45.89	43.91
SL1344_0222	uppS	142.23	171.1	141.47	151.6	186.6	241.79	209.79	212.73	153.68	189.25	117.11	153.35	63.52	99.18	214.18	125.63	126.64	123.66	96.21	115.51	129.68	120.05	123.16	124.3
SL1344_0223	cdsA	103.55	115.1	112.47	110.37	145.63	106.93	150.76	134.44	152.92	128	56.8	112.58	35.11	53.98	168.77	85.96	83.11	91.8	74.46	83.12	88.41	82.23	126.54	99.06
SL1344_0224	yaeL	164.37	191.41	120.74	158.84	190.78	216.89	198.48	202.05	247.72	262.14	150.38	220.08	137.99	162.54	334.04	211.52	171.02	175.19	138.9	161.7	159.79	163.77	176.32	166.63
SL1344_0225	yaeT	141.27	152.35	118.52	137.38	282.63	311.28	177.04	256.98	281.5	328.59	124.56	244.88	219.38	303.45	284.91	269.25	198.4	212.53	105.49	172.14	130.44	119.68	120.55	123.56
SL1344_0226	hlpA	461.22	487.11	358.96	435.76	2092.93	2254.72	778.7	1708.78	1941.55	2105.24	531.39	1526.06	732.09	882.36	1704.14	1106.2	617.2	557.38	363.4	512.66	254.94	266.68	196.76	239.46
SL1344_0227	lpxD	185.32	215.04	149.52	183.29	373.4	387.41	126.05	295.62	416.72	406.14	187.18	336.68	422.73	473.93	486.69	461.12	244.71	202.5	132.82	193.34	114.04	127.76	94.21	112
SL1344_0228	fabZ	227.28	238.2	178.43	214.64	329.15	563.92	87.37	326.82	320.03	445.1	100.7	288.61	132.27	271.15	447.64	283.68	217.79	187.62	132.24	179.21	134.95	148.95	165.39	149.76
SL1344_0229	lpxA	127.51	147.59	154.82	143.31	285.08	209.32	252.25	248.89	307.99	264.15	130.82	234.32	129.83	178.58	292.19	200.2	154.57	180.56	91.78	142.3	107.23	115.82	102.2	108.42
SL1344_0230	lpxB	72.19	58.87	36.68	55.92	86.97	21.29	25.97	44.74	29.6	66.15	17.46	37.74	26.21	40.3	59.14	41.88	32.37	24.79	22.23	26.46	29.2	23.76	36.8	29.92
SL1344_0231	rnhB	75.06	61.3	41.52	59.29	41.88	92.25	116.73	83.62	105.87	132.14	19.22	85.75	90.88	74.39	104.01	89.76	64.08	44.94	27.53	45.52	34.97	34.43	39.24	36.21
SL1344_0232	dnaE	52.45	61.03	45.88	53.12	40.62	103.52	34.25	59.46	107.34	105.82	35.36	82.84	44.94	51.49	102.58	66.33	50.1	46.63	39.27	45.33	53.39	52.89	57.47	54.58
SL1344_0233	accA	69.59	69.21	58.85	65.88	156.17	89.18	0	81.78	55.68	123.19	35.83	71.57	56.48	62.31	55.4	58.07	61.35	63.71	39.93	55	61.38	70.11	61.16	64.22
SL1344_0234		8.74	14.51	11.82	11.69	4.72	10.4	16.91	10.68	19.27	20.74	6.5	15.5	10.24	13.12	13.39	12.25	15.81	12.82	10.34	12.99	24.12	23.28	17.12	21.51
SL1344_0235	ldcC	8.91	13.65	9.53	10.7	11.66	8.56	0	6.74	9.07	5.26	8.02	7.45	5.62	8.1	8.27	7.33	5.3	5.47	3.41	4.73	3.68	4.54	7.31	5.18
