Locus Tag	gene	0hr_r1	0hr_r2	0hr_r3	0hr (Avg)	2hr_r1	2hr_r2	2hr_r3	2hr (Avg)	4hr_r1	4hr_r2	4hr_r3	4hr (Avg)	8hr_r1	8hr_r2	8hr_r3	8hr (Avg)	16hr_r1	16hr_r2	16hr_r3	16hr (Avg)	24hr_r1	24hr_r2	24hr_r3	24hr (Avg)
SL1344_2777	gabP	16.24	6.96	7.44	10.21	83.2	39.27	28.4	50.29	107.48	102.47	20.45	76.8	21.49	57.83	103.31	60.88	19.91	22.12	58.17	33.4	14.28	12.34	13.61	13.41
SL1344_2778	ygaE	4.33	2.7	5.13	4.05	49.16	36.1	0	28.42	28.68	41.55	21.15	30.46	0	5.69	26.16	10.62	12.2	14.83	33.22	20.08	12.48	9.97	15.04	12.5
SL1344_2779	ygaU	50.64	40.68	40.61	43.98	37.06	13.61	0	16.89	43.24	43.85	19.13	35.41	40.21	55.81	26.3	40.77	71.27	52.19	73.09	65.52	50.81	44.5	43.26	46.19
SL1344_2780	yqaE	106.76	73.22	63.2	81.06	0	193.33	0	64.44	61.44	53.41	0	38.28	0	24.4	93.41	39.27	39.2	58.27	50.01	49.16	35.65	46.14	87.14	56.31
SL1344_2781		9.21	7.64	5.45	7.43	0	0	0	0	0	0	11.98	3.99	0	0	0	0	56.15	49.03	78.83	61.33	229.8	199.97	187.81	205.86
SL1344_2782	ygaP	4.17	3.47	10.71	6.12	0	0	0	0	9.21	5.34	0	4.85	11.42	3.66	22.4	12.49	25.46	49.23	71.5	48.73	180.64	172.15	197.9	183.57
SL1344_2783	stpA	181.07	168.55	87.7	145.77	269.73	213.29	123.92	202.32	496.28	343.71	114.26	318.08	30.02	52.88	242.92	108.6	128.71	89.75	125.79	114.75	101.14	98.98	166.96	122.36
SL1344_2784		9.8	4.07	3.87	5.91	37.06	40.82	44.27	40.72	32.43	31.32	19.13	27.63	0	17.17	32.87	16.68	13.79	11.18	12.18	12.39	30.11	26.46	37.8	31.46
SL1344_2785	ygaC	20.95	48.71	19.85	29.84	0	34.91	0	11.64	0	0	0	0	0	0	8.43	2.81	8.85	4.78	19.1	10.91	37.02	28.54	51.73	39.1
SL1344_2786	ygaM	73.77	36.03	20.55	43.45	24.62	18.07	0	14.23	114.88	58.25	8.47	60.54	89.02	125.47	61.13	91.88	54.97	27.24	50.35	44.18	34.17	27.96	25.67	29.26
SL1344_2787		1.1	1.83	3.58	2.17	0	9.16	0	3.05	0	6.33	4.29	3.54	0	1.45	2.21	1.22	5.42	3.14	2.73	3.76	10.77	11.74	12.02	11.51
SL1344_2788		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31	2.51	2.63	2.15
SL1344_2789		8.33	0	0	2.78	0	0	0	0	0	0	0	0	0	10.95	0	3.65	0	0	0	0	1.6	3.07	4.29	2.99
SL1344_2790	nrdH	2.99	2.49	8.86	4.78	0	0	0	0	19.81	22.96	35.06	25.95	0	0	84.34	28.11	101.12	71.74	49.61	74.16	56.33	51.8	53.89	54.01
SL1344_2791	nrdI	7.16	2.97	1.06	3.73	0	0	0	0	82.87	6.86	13.97	34.57	14.68	18.81	36	23.16	52.87	57.16	54.85	54.96	51.52	45.44	51.06	49.34
SL1344_2792	nrdE	0.34	1.99	0.81	1.05	15.52	0	0	5.17	15.85	36.73	5.34	19.31	8.42	11.69	24.78	14.96	21.66	19.91	22.68	21.42	14.45	19.65	17.15	17.08
SL1344_2793	nrdF	0	3.81	3.17	2.33	26.03	31.85	20.73	26.2	35.43	76.26	11.94	41.21	6.28	18.09	40.01	21.46	31.21	27.05	31.05	29.77	26.14	31.53	21.44	26.37
SL1344_2794	proV	292.87	360.68	241.28	298.28	20.77	55.91	33.07	36.58	56.53	23.4	50.03	43.32	10.01	11.23	58.94	26.73	32.63	30.64	30.84	31.37	57.41	60.65	64.02	60.69
SL1344_2795	proW	127.52	156.23	129.35	137.7	0	11.48	18.68	10.06	27.37	15.86	13.46	18.9	5.66	9.06	11.1	8.6	13.58	16.52	17.71	15.94	30.18	30.45	36.51	32.38
SL1344_2796	proX	137.84	149.93	104.72	130.83	25.09	42.98	9.99	26.02	29.27	56.54	23.02	36.28	6.05	7.75	41.53	18.44	8.3	15.98	9.77	11.35	11.89	10.85	11.94	11.56
SL1344_2797		13.01	15.94	7.7	12.22	7.03	10.32	67.15	28.17	0	4.75	2.42	2.39	0	4.88	7.48	4.12	1.74	2.12	1.03	1.63	5.95	5.47	5.58	5.67
SL1344_2798	emrR	40.13	47.1	37.68	41.64	31.4	23.05	56.26	36.9	73.27	58.38	16.21	49.28	22.71	14.55	27.85	21.7	15.58	23.69	19.49	19.59	58.46	56.55	85.05	66.68
SL1344_2799	emrA	12.52	25.46	16.3	18.09	0	10.43	8.48	6.3	8.28	9.6	0	5.96	0	6.58	2.52	3.03	22.02	15	15.56	17.52	37.25	38.71	44.25	40.07
SL1344_2800	emrB	15.26	24.55	13.83	17.88	0	3.97	6.46	3.48	9.47	5.49	5.59	6.85	0	12.53	19.19	10.58	8.05	13.6	10.27	10.64	18.5	20.89	25.02	21.47
SL1344_2801		3.75	2.67	0.95	2.45	0	0	0	0	14.17	4.11	8.36	8.88	0	2.81	8.62	3.81	0.75	2.44	2.22	1.81	3.91	4.34	6.19	4.81
SL1344_2802	luxS	49.84	54.39	55.64	53.29	16.16	118.62	0	44.93	197.92	54.62	33.36	95.3	46.74	89.83	57.32	64.63	70.15	56.88	38.94	55.32	56.88	57.15	55.66	56.56
MicA	MicA	180.84	91.75	53.53	108.71	113.98	251.06	0	121.68	864.39	462.38	117.68	481.48	164.88	237.66	363.92	255.49	509.04	687.9	1024.02	740.32	482.29	1035.68	1263.35	927.11
SL1344_2803	gshA	53.73	49.31	41.57	48.2	106.94	43.19	57.49	69.21	53.03	63.27	18.4	44.9	30.94	49.55	53.12	44.54	41.79	45.72	40.62	42.71	54.12	56.75	60.24	57.04
SL1344_2804	yqaA	69.03	113.18	62.31	81.51	39.15	0	46.77	28.64	91.37	105.89	20.21	72.49	42.48	31.75	62.51	45.58	46.15	59.08	44.33	49.85	77.54	79.42	87.42	81.46
SL1344_2805	yqaB	186.59	216.23	122.73	175.18	147	118.73	175.6	147.11	180.09	223.63	40.47	148.07	21.27	61.3	114.74	65.77	111.25	94.64	83.75	96.55	141.33	120.7	137.28	133.1
tRNA_29	tRNA_29	4149.28	3219.63	1760.42	3043.11	1481.69	1506.37	272.29	1086.78	2327.19	1387.13	1882.9	1865.74	1319.03	1531.58	1051.33	1300.65	1753.35	1937.57	2322.79	2004.57	3549.64	3221.71	4283.52	3684.95
tRNA_30	tRNA_30	8421.83	7108.32	17707.81	11079.32	4861.27	5422.73	6030.24	5438.08	4962.94	4551.03	24839.13	11451.03	4868.55	11327.83	5837.31	7344.56	15181.69	13419.25	15385.06	14662	8870.58	7970.05	16814.96	11218.53
SL1344_2806	csrA	527.26	454.2	553.85	511.77	629.64	1221.83	1719.13	1190.2	708.4	760.21	417.93	628.85	422.89	573.09	1069.04	688.34	357.09	348.35	479.63	395.02	172.04	198.5	212.05	194.19
SL1344_2807	alaS	76.13	93.07	85.51	84.9	79.09	58.07	49.13	62.1	86.74	110.16	31.58	76.16	66.36	87.22	58.36	70.65	56.12	62.69	33.97	50.93	59.12	56.16	59.45	58.24
SL1344_2808	oraA	5.87	10.96	1.74	6.19	0	0	0	0	0	11.25	5.73	5.66	0	11.57	17.71	9.76	37.16	36.83	64.42	46.14	184.2	172.81	161.82	172.94
SL1344_2809	recA	121.66	123.39	83.89	109.64	274.47	345.48	131.14	250.36	274.49	249.2	102.56	208.75	62.39	119.91	183.62	121.97	391.09	369.17	511.52	423.93	1331.56	1358.48	1495.64	1395.23
SL1344_2810	ygaD	50.17	52.68	35.82	46.22	66.96	135.21	119.98	107.39	97.66	113.19	57.62	89.49	0	19.39	71.27	30.22	24.92	32	23.23	26.72	25.5	20.1	23.91	23.17
SL1344_2811	mltB	17.67	16.93	13.28	15.96	7.71	0	0	2.57	17.99	20.85	5.31	14.72	11.15	5.36	19.15	11.89	7.65	16.29	12.39	12.11	11.49	15.01	17.13	14.54
SL1344_2812	srlA	0	2.16	1.54	1.24	0	10.85	0	3.62	8.62	0	0	2.87	0	6.85	0	2.28	0	0	1.08	0.36	3	0.48	0.33	1.27
SL1344_2813	srlE	1.51	2.51	0.89	1.64	0	6.29	0	2.1	0	0	0	0	0	0	0	0	1.06	2.59	1.25	1.63	3.77	1.67	3.69	3.04
SL1344_2814	slrB	0	1.68	2.4	1.36	0	0	0	0	13.41	0	0	4.47	0	5.33	8.15	4.49	2.85	4.62	0	2.49	4.67	6.71	0	3.79
SL1344_2815	gutD	8.47	8.6	6.13	7.73	0	0	0	0	6.23	14.44	7.35	9.34	0	2.47	3.79	2.09	5.3	1.07	1.56	2.64	4.7	2.43	4.36	3.83
SL1344_2816	gutM	4.09	10.18	6.05	6.77	0	0	0	0	0	23.51	7.98	10.49	0	16.11	8.22	8.11	8.63	6.99	1.69	5.77	6.28	6.02	3.15	5.15
SL1344_2817	srlR	6.64	7.88	2.81	5.78	0	55.32	12.86	22.73	37.68	14.56	3.7	18.65	0	17.46	30.55	16	13.35	9.74	12.58	11.89	12.39	17.47	13.18	14.34
SL1344_2818	gutQ	5.32	6.94	3.15	5.14	8.62	0	0	2.87	10.06	23.32	8.9	14.09	0	11.99	15.29	9.09	13.91	6.07	8.82	9.6	11.38	9.51	10.16	10.35
SL1344_2819	norR	1.45	2	2.29	1.91	5.47	4.02	6.54	5.34	3.19	3.7	0	2.3	0	2.54	9.71	4.08	10.19	8.81	10	9.66	23.53	21.85	31.39	25.59
SL1344_2820	norV	0	0.42	0.3	0.24	0	12.74	0	4.25	0	0	0	0	0	2.68	2.05	1.58	0.72	0	0	0.24	2.15	2.81	2.23	2.4
SL1344_2821	norW	0.65	4.3	0.77	1.9	0	5.39	0	1.8	0	0	0	0	0	0	7.82	2.61	2.73	1.48	0	1.4	1.49	1.43	1.66	1.53
SL1344_2822	hydA	1.64	2.17	1.55	1.79	3.71	13.64	0	5.78	13	2.51	1.28	5.6	0	6.02	2.64	2.89	5.07	4.48	4.34	4.63	5.91	8.56	8.59	7.69
SL1344_2823	hydN	0	0	0	0	0	0	0	0	0	15.48	0	5.16	0	0	5.42	1.81	1.89	3.07	1.12	2.03	5.68	7.43	4.5	5.87
SL1344_2824		0	3.76	1.07	1.61	0	15.1	0	5.03	6	10.43	10.62	9.02	7.44	2.38	10.95	6.92	3.83	3.1	5.26	4.06	4.87	6.01	6.76	5.88
SL1344_2825	hycI	0	1.3	3.69	1.66	35.41	0	0	11.8	30.98	17.95	0	16.31	38.41	4.1	12.56	18.36	0	5.34	5.17	3.5	3.6	5.17	4.01	4.26
SL1344_2826	hycH	0	1.49	0	0.5	0	0	24.24	8.08	11.84	6.86	6.98	8.56	29.36	4.7	0	11.35	5.04	0	5.93	3.65	2.06	3.95	3.22	3.08
SL1344_2827	hycG	0	3.18	0	1.06	0	0	0	0	6.33	11	0	5.78	0	2.51	7.7	3.4	1.35	5.46	2.38	3.06	4.41	2.11	2.46	2.99
SL1344_2828	hycF	1.35	0	0	0.45	0	0	0	0	8.96	5.19	0	4.72	0	0	10.89	3.63	1.9	4.63	1.12	2.55	4.16	1.99	2.09	2.75
SL1344_2829	hycE	3	0.36	0.25	1.2	0	7.15	0	2.38	14.2	3.29	0	5.83	0	1.13	3.45	1.53	3.62	1.47	2.49	2.53	3.96	4.42	5.63	4.67
SL1344_2830	hycD	0	1.32	0.94	0.75	0	0	0	0	5.26	0	0	1.75	0	0	0	0	0	1.81	0.66	0.82	2.14	0.88	2.86	1.96
SL1344_2831	hycC	0.4	0.33	0.24	0.32	0	3.35	0	1.12	0	0	1.57	0.52	0	0	0	0	0	0.92	1.33	0.75	4.63	4.88	4.65	4.72
SL1344_2832	hycB	1.21	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1.33	3.71	4	4.03	3.91
SL1344_2833	hycA	1.59	1.32	0	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45	10.55	5.33	12.83	9.96	11.05	11.28
SL1344_2834		6.18	15.39	3.66	8.41	93.49	137.28	307.1	179.29	109.08	402.96	64.35	192.13	0	81.22	240.46	107.23	37.69	18.81	39.27	31.92	23.74	28.82	20.13	24.23
SL1344_2835	hypB	4.21	4.89	2.49	3.86	66.79	35.03	68.39	56.74	72.36	67.74	59.11	66.4	69.01	79.58	94.78	81.13	37.88	47.03	19.52	34.81	14.86	13.62	16.87	15.12
SL1344_2836	hypC	8.09	6.72	7.98	7.6	61.18	67.38	0	42.85	35.69	82.73	52.64	57.02	0	99.22	108.52	69.25	60.72	92.31	17.88	56.97	22.78	25.81	18.72	22.44
SL1344_2837	hypD	3.27	2.17	3.49	2.98	59.38	81.75	17.73	52.95	30.31	77.78	38.32	48.8	53.68	60.19	52.66	55.51	28.54	14.93	13.55	19.01	10.8	11.32	10.6	10.91
SL1344_2838	hypE	2.18	5.43	2.15	3.25	41.19	72.58	88.56	67.45	48.06	61.27	31.19	46.84	29.79	74.44	108.14	70.79	33.73	39.78	24.07	32.52	16.73	15.77	14.19	15.57
SL1344_2839	fhlA	4.24	5.57	3.13	4.31	20.02	29.4	23.91	24.44	37.37	20.3	9.65	22.44	17.38	16.7	26.99	20.35	8.94	10.07	7.02	8.68	4.88	3.9	3.9	4.23
SL1344_2840	ygbA	0	0	1.26	0.42	0	0	0	0	14.11	16.35	0	10.15	0	22.41	17.16	13.19	0	24.33	5.3	9.88	21.29	11.77	13.71	15.59
SL1344_2841	sitA	59.98	63.74	44.98	56.24	299.42	339.77	249.28	296.16	391.7	233.12	131.16	251.99	111.57	132.44	234.99	159.66	184.61	194.4	198.83	192.61	147.74	163.42	160.83	157.33
SL1344_2842	sitB	30.37	40.79	35.43	35.53	324.3	148.82	302.64	258.59	307.43	366.59	104.64	259.55	109.95	126.79	194.15	143.63	209.96	206.94	142.87	186.59	149.58	144.71	123.59	139.29
SL1344_2843	sitC	18.76	19.12	16.66	18.18	77.4	142.07	104.01	107.83	214.47	206.05	109.88	176.8	14	67.24	82.38	54.54	111.62	97.32	103.18	104.04	64.52	59.03	69.08	64.21
SL1344_2844	sitD	12.97	17.23	14.34	14.85	88.3	122.47	93.76	101.51	120.2	129.36	114.81	121.46	28.39	56.83	55.69	46.97	64.51	71.06	70.95	68.84	47.83	47.76	48.04	47.88
SL1344_2845	avrA	113.46	129.85	94.51	112.61	487.26	479.28	362.41	442.98	235.99	267.29	72.78	192.02	126.35	93.72	127.21	115.76	84.4	74.91	56.41	71.91	58.51	62.36	65.02	61.96
SL1344_2846	sprB	266.16	336.3	179.99	260.82	705.29	590.69	434.41	576.8	237.87	230.98	22.76	163.87	23.91	43.4	74.28	47.2	12.3	15.52	9.66	12.49	20.14	17.52	16.99	18.22
SL1344_2847	hilC	207.54	199.07	158.59	188.4	544.05	557.88	134.46	412.13	197	126.85	54.88	126.24	0	49.98	23.3	24.43	33.75	24.53	6.85	21.71	12.38	10.05	14.46	12.3
SL1344_2848	orgC	196.33	218.23	146.96	187.18	533.82	337.9	263.86	378.53	483.24	404.49	171.05	352.93	39.94	136.47	306.94	161.12	107.33	99.99	57.82	88.38	16.2	19.12	20.45	18.59
SL1344_2849	orgB	220.02	214.9	218.99	217.97	648.49	637.87	219.24	501.86	599.59	512.92	256.88	456.47	159.3	277.81	451.45	296.19	165.46	193.23	71.5	143.4	31.48	24.62	26.35	27.48
SL1344_2850	orgA	461.59	549.94	489.24	500.26	416.71	377.36	265.48	353.18	218.79	145.57	71.71	145.36	10.05	6.44	54.21	23.56	3.45	4.19	10.15	5.93	4.7	10.82	19.21	11.58
SL1344_2851	prgK	647.3	841.85	639.78	709.64	603.71	886.55	157.34	549.2	262.54	311.71	79.33	217.86	7.94	27.97	136.3	57.4	23.15	27.6	15.23	22	28.24	28.85	35.33	30.81
SL1344_2852	prgJ	1077.27	1213.79	950.88	1080.65	1363.98	1301.95	553.96	1073.3	684.32	359.67	131.44	391.81	0	18.96	58.07	25.68	6.77	5.49	19.93	10.73	28.63	20.36	27.21	25.4
SL1344_2853	prgI	1003.13	1114.63	936.49	1018.08	1100.2	984.53	246.41	777.05	501.43	267.33	82.83	283.86	0	23.9	146.37	56.76	21.33	6.92	5.02	11.09	11.64	6.69	10.91	9.75
SL1344_2854	prgH	648.74	667.82	344.97	553.84	402.59	368.21	244.67	338.49	177.18	148.04	85.08	136.77	0	1.64	37.59	13.07	4.38	4.97	5.68	5.01	5.98	7.11	8.97	7.35
SL1344_2855	hilD	445.26	454.87	259.84	386.65	734.4	749.67	449.33	644.47	449.34	290.67	157.2	299.07	58.3	101.68	127.1	95.69	47.78	66.67	47.1	53.85	57.91	63.36	63.54	61.6
SL1344_2856	hilA	90.08	94.21	66.13	83.47	70.13	95.63	17.95	61.24	29.22	20.32	6.9	18.81	0	3.48	15.99	6.49	2.49	2.02	2.2	2.23	7.63	8.78	7.61	8.01
SL1344_2857	iagB	73.04	84.64	70.26	75.98	34.52	101.4	20.62	52.18	10.07	17.51	5.94	11.17	0	0	6.12	2.04	12.85	6.95	6.3	8.7	18.11	11.76	18.78	16.22
SL1344_2858	sptP	80.04	71.31	72.94	74.76	346.89	340.85	73.12	253.62	232.13	196.6	73.74	167.49	14.76	21.27	48.87	28.3	36.71	34.89	49.19	40.26	92.39	100.82	106.04	99.75
SL1344_2859	sicP	63.61	68.35	53.16	61.71	488.18	467.54	304.25	419.99	222.88	344.42	146.1	237.8	107.47	19.67	120.48	82.54	44.76	55.51	58.91	53.06	127.89	116.41	138.56	127.62
SL1344_2860	iacP	88.72	78.57	78.78	82.02	603.89	344.87	0	316.25	293.58	328.91	92.37	238.29	0	7.77	23.81	10.53	24.97	30.37	26.96	27.43	54.51	47.91	68.44	56.95
SL1344_2861	sipA	39.93	33.45	44.32	39.24	157.75	178.2	38.65	124.87	106.19	84.78	33.41	74.79	0	5.62	15.79	7.14	5.52	4.88	3.25	4.55	11.5	6.56	11.83	9.96
SL1344_2862	sipD	39.84	43.11	32.85	38.6	258.24	284.42	67.48	203.38	160.07	180.06	36.11	125.41	0	5.61	22.9	9.5	4	6.49	2.95	4.48	9.02	9.43	8.6	9.01
SL1344_2863	sipC	163.51	173.4	173.45	170.12	819.16	825.16	428.6	690.97	564.77	510.38	144.46	406.54	0	6.27	40.83	15.7	5.88	8.17	7.91	7.32	16.5	19.99	16.73	17.74
SL1344_2864	sipB	73.71	68.38	87.76	76.62	275.63	442.49	206.48	308.2	242.56	176.89	93.26	170.9	0	7.58	28.18	11.92	3.48	4.7	5.8	4.66	10.12	12.58	15.35	12.69
SL1344_2865	sicA	131.33	128.64	104.83	121.6	820.31	577.73	479.94	625.99	517.62	430.12	167.09	371.61	0	11.64	71.27	27.64	8.31	15.16	8.56	10.67	25.5	20.65	16.32	20.82
SL1344_2866	spaS	42.5	56.34	30.43	43.09	77.76	119.9	9.29	68.98	13.61	15.77	10.7	13.36	0	0	13.79	4.6	2.89	7.04	2.84	4.26	8.69	6.56	8.11	7.79
SL1344_2867	spaR	40.8	70.05	35.68	48.84	21.04	30.89	12.56	21.5	36.82	17.78	7.24	20.61	0	0	0	0	0	2.12	3.07	1.73	3.92	5.46	5.48	4.95
SL1344_2868	spaQ	203.1	194.38	120.23	172.57	160	258.46	191.13	203.2	112.01	227.19	44.06	127.75	0	14.83	68.12	27.65	0	0	23.38	7.79	20.58	16.62	18.13	18.44
SL1344_2869	spaP	50.05	59.62	47.67	52.45	148.14	99.7	73.73	107.19	7.2	25.04	12.75	15	0	5.72	0	1.91	3.06	4.97	4.51	4.18	9.19	13.22	7	9.8
SL1344_2870	spaO	116.73	125.66	101.51	114.63	73.06	187.77	43.64	101.49	58.61	37.05	25.15	40.27	6.61	0	6.48	4.36	4.53	6.43	7.34	6.1	10.82	9.48	10.97	10.43
SL1344_2871	invJ	116.91	116.35	89.41	107.56	189.47	102.83	29.52	107.27	57.67	55.7	14.18	42.51	0	1.91	2.92	1.61	3.07	5.8	1.2	3.36	11.71	11.5	8.78	10.66
SL1344_2872	invI	157.28	118.21	147.01	140.83	112.69	248.23	134.61	165.18	32.87	6.35	6.46	15.23	0	0	0	0	2.33	3.78	6.86	4.32	13.35	12.8	9.79	11.98
SL1344_2873	invC	104.77	102.97	97.22	101.66	186.32	146.24	23.02	118.53	29.99	26.06	24.32	26.79	0	1.49	13.68	5.05	4.78	7.11	4.69	5.53	8.7	10.22	11.21	10.04
SL1344_2874	invB	153.17	197.48	148.28	166.31	245.31	165.11	97.68	169.37	23.85	103.67	28.14	51.89	0	9.47	7.25	5.58	5.07	4.11	13.44	7.54	7.61	15.26	15.29	12.72
SL1344_2875	invA	125.15	143.27	98.78	122.4	137.52	133.65	38.65	103.28	37.75	35.55	13.92	29.08	0	0	2.87	0.96	2.01	2.44	3.25	2.57	6.98	7.48	7.89	7.45
SL1344_2876	invE	112.83	135.61	90.87	113.1	81.86	109.29	17.78	69.64	34.73	47.8	5.12	29.22	0	3.45	15.84	6.43	1.85	0.75	3.26	1.95	5.79	4.11	3.71	4.54
SL1344_2877	invG	157.72	143.57	140.18	147.15	152.8	104.96	47.1	101.62	54.63	31.66	11.88	32.72	0	1.14	6.99	2.71	2.45	1.98	2.52	2.32	4.34	3.36	5.47	4.39
SL1344_2878	invF	321.57	317.56	189.69	276.28	268.81	253.76	168.19	230.26	74.67	51.93	26.43	51.01	0	0	4.54	1.51	9.53	1.29	0.94	3.92	9.1	7.89	11.61	9.53
SL1344_2879	invH	258.27	200.67	164.65	207.86	507.1	551.62	381.4	480.04	87.65	152.39	84.03	108.02	0	8.7	39.98	16.23	6.99	9.45	4.12	6.85	12.72	9.14	12.35	11.4
InvR	InvR	6839.45	3455.12	1615.47	3970.01	7062.54	9305.8	2080.2	6149.51	2765.57	1766.17	765.84	1765.86	0	112.07	789.44	300.5	96.02	58.39	91.87	82.09	94.98	153.85	188.6	145.81
SL1344_2880		93.11	86.79	64.79	81.56	203.84	149.67	88.54	147.35	140.54	68.91	31.89	80.44	53.61	25.76	72.32	50.56	29.89	27.96	24.36	27.4	39.52	43.9	34.44	39.29
SL1344_2881		50.73	68.43	22.52	47.23	215.8	123.24	0	113.01	139.88	113.48	8.25	87.21	34.69	22.22	8.51	21.8	8.92	12.06	10.51	10.5	12.99	20.23	16.85	16.69
SL1344_2882		2.25	3.74	1.33	2.44	51.04	74.96	30.49	52.16	134	60.4	8.78	67.73	18.46	17.74	72.44	36.21	28.5	15.4	22.37	22.09	38.01	41.41	31.24	36.89
SL1344_2883		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.68	1.89	0	15.14	3.53	6.22
SL1344_2884		58.17	39.89	16.47	38.18	143.45	189.59	171.36	168.13	451.91	339.47	59.25	283.54	0	39.88	122.14	54.01	156.61	210.68	230.53	199.27	571.08	590.31	492.96	551.45
SL1344_2885		5.57	10.4	11.53	9.17	63.15	57.96	37.72	52.94	92.1	32.02	10.87	45	11.42	51.21	56.01	39.55	160.61	133.4	181.06	158.36	490.09	504.68	450.2	481.66
SL1344_2885A		0	5.69	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.68	1.89	5.26	8.83	7.93	7.34
SL1344_2886	pphB	5.59	8.35	5.29	6.41	0	18.63	0	6.21	22.2	17.15	0	13.12	0	8.82	9	5.94	25.18	17.86	46.32	29.79	118.93	128.42	117.59	121.65
SL1344_2887		4.22	0	0.83	1.69	0	35.18	0	11.73	0	0	0	0	0	0	0	0	0	0	1.17	0.39	4.32	5.18	3.26	4.26
SL1344_2888	mutS	11.04	10.85	7.22	9.7	13.18	16.94	7.87	12.66	19.22	17.82	13.61	16.89	9.53	16.8	10.52	12.28	13.9	8.29	8.18	10.12	12.49	12.94	14.57	13.33
SL1344_2889		0	3.2	1.14	1.45	0	0	0	0	0	0	0	0	0	0	7.77	2.59	0	0	1.6	0.53	5.19	1.42	4.96	3.86
SL1344_2890		1.21	2.02	1.8	1.68	0	0	0	0	0	0	0	0	0	1.6	2.44	1.35	1.71	2.08	2.01	1.93	4.9	3.35	4.22	4.15
SL1344_2891		0.79	0	1.86	0.88	0	0	0	0	5.21	0	0	1.74	0	0	3.17	1.06	0	2.69	0.65	1.12	2.12	1.16	2.43	1.9
SL1344_2892		4.9	4.07	2.9	3.96	22.25	12.25	0	11.5	3.24	3.76	3.83	3.61	0	6.44	7.89	4.78	6.21	4.48	3.66	4.78	7.34	3.79	4.92	5.35
SL1344_2893		0.77	0.64	0.91	0.78	0	0	0	0	0	0	0	0	6.33	2.03	3.11	3.82	0	1.76	3.2	1.65	0	0.85	1.59	0.81
SL1344_2894	hyi	0	0.8	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0.27	2.22	2.84	0.99	2.02
SL1344_2895	ygbL	0	0.95	0	0.32	0	19.15	0	6.38	0	0	4.49	1.5	0	0	0	0	0	0	0	0	1.32	0.85	1.48	1.22
SL1344_2896	ygbK	0.58	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0.16	0.45	1.5	0.6	0.85
SL1344_2897	ygbJ	1.59	0.66	0.47	0.91	0	0	0	0	5.26	3.05	0	2.77	0	0	0	0	2.24	0.91	1.98	1.71	1.53	1.46	2.66	1.88
SL1344_2898	ygbI	21.12	8.77	6.82	12.24	0	15.99	26.02	14	19.06	7.36	3.75	10.06	0	10.09	7.73	5.94	12.16	15.34	11.14	12.88	13.27	16.96	13.33	14.52
SL1344_2899		21.78	22.61	18.27	20.89	61.78	0	24.6	28.79	0	27.85	14.18	14.01	14.9	0	21.92	12.27	5.11	14.5	7.52	9.04	13.94	9.36	10.74	11.35
SL1344_2900		1.24	0	0	0.41	0	0	0	0	0	0	33.8	11.27	0	9.75	29.87	13.21	1.74	7.06	4.1	4.3	4.27	1.82	2.86	2.99
SL1344_2901		1.03	0.43	0.61	0.69	5.83	12.84	0	6.22	0	7.88	2.01	3.3	0	5.4	2.07	2.49	5.06	0.59	2.98	2.88	2.37	3.03	3.04	2.81
SL1344_2902		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55	5.15	2.9	2.39	4.58	3.2	3.39
SL1344_2903	rpoS	502	641.43	537.01	560.14	1132.29	1200.89	1192.25	1175.14	1370.04	1644.57	698.57	1237.73	1007.06	1307.79	1827.03	1380.63	1452.59	1327.97	1004.75	1261.77	1389.83	1292.65	1035.39	1239.29
SL1344_2904	nlpD	267.34	273.01	263.64	268	447.96	474.5	298.25	406.9	621.19	665.34	386.7	557.74	844.55	716.29	513.25	691.36	696.04	664.82	586.3	649.05	569.28	549.57	491.22	536.69
SL1344_2905	pcm	71.47	71.01	54.79	65.75	279.11	58.55	190.52	176.06	77.54	98.85	41.17	72.52	9.61	30.79	132.03	57.48	34.63	34.76	29.13	32.84	35.09	30.19	37.66	34.32
SL1344_2906	surE	38.55	56.01	31.95	42.17	87.47	88.31	13.06	62.94	51.03	88.71	26.34	55.36	63.26	50.66	93.09	69.01	37.98	32.99	32.74	34.57	30.72	33	34.7	32.8
SL1344_2907	truD	37.75	43.53	45.11	42.13	47.59	81.53	37.9	55.67	60.15	112.62	16.38	63.05	5.74	42.27	61.91	36.64	35.42	30.32	24.91	30.22	27.66	32.95	26.61	29.07
SL1344_2908	ispF	41.34	26.69	38.07	35.37	52.11	63.77	0	38.63	121.6	41.11	5.98	56.23	25.13	32.2	49.3	35.54	19.39	19.22	12.69	17.1	14.11	15.78	16.54	15.48
SL1344_2909	ispD	38.22	46.31	30.57	38.37	23.44	43.02	28	31.49	20.51	47.54	8.07	25.37	8.48	24.44	45.73	26.21	18.9	23.58	10.27	17.58	17.85	12.17	18.86	16.29
