Locus Tag	Name	Anaerobic growth	Anaerobic shock
SL1344_4224	phnO	15.4	13.5
SL1344_4225	phnB	16	9
SL1344_4226	phnA	22.3	22.9
SL1344_4227	proP	73.2	58
STnc630		1342.6	512
SL1344_4228	basS	49.7	25.9
SL1344_4229	basR	36.1	28.6
SL1344_4230	yjdB	44.5	23.2
SL1344_4231	adiC	134.5	24.5
SL1344_4232	adiY	208.1	57.9
STnc1180		431.5	39.1
SL1344_4233	adi	54.5	4.7
STnc4110		50.5	114.2
SL1344_4234	melR	10.1	27.7
SL1344_4235	melA	23.5	5.9
SL1344_4236	melB	17.7	4.3
SL1344_4237	fumB	18.2	183.7
SL1344_4238	dcuB	18.6	249
SL1344_4239		8.4	756.9
SL1344_4240	dcuR	23.9	63.6
SL1344_4241	dcuS	17.6	52.6
SL1344_4242		26.4	160.3
SL1344_4243		13.8	83.1
SL1344_4244		23.6	104.4
SL1344_4245		28.5	120.5
SL1344_4246		1.1	1
SL1344_4247		21.5	6.5
STnc440		3145.2	1004.4
SL1344_4248		49.1	7.4
SL1344_4249		150.2	21.8
SL1344_4250	rtsB	312	38.7
SL1344_4251	rtsA	490.8	69.7
SL1344_4252		1.8	1.9
SL1344_4253		38.4	51.5
SL1344_4254		15.5	12.8
SL1344_4255	phoN	26.9	24.1
SL1344_4256		1	0
SL1344_4257		1.7	0.4
SL1344_4258		11.8	24
SL1344_4259	yjdC	49.3	49.6
SL1344_4260	dipZ	10.9	11.3
SL1344_4261	cutA	11.3	13.9
SL1344_4262	dcuA	254.5	353
STnc3000		11.9	8.1
SL1344_4263	aspA	1159.2	2469.5
SL1344_4264	fxsA	39	103.4
SL1344_4265	yjeH	23.1	25.1
SL1344_4266	groES	495.2	982.1
SL1344_4267	groEL	169.4	282.1
SL1344_4268	yjeI	299.2	583.2
SL1344_4269	yjeJ	12.3	26.9
SL1344_4270	yjeK	29.2	27.2
SL1344_4271	efp	162.9	225
SL1344_4272	ecnA	28.2	75
SL1344_4273	ecnB	1713.4	1007.8
SL1344_4274	ecnR	16.1	18.9
SL1344_4275	sugE	34.3	53.4
SL1344_4276	blc	29.5	20.8
SL1344_4277	frdD	276.3	867.4
SL1344_4278	frdC	187.1	475.7
SL1344_4279	frdB	231.1	570.7
SL1344_4280	frdA	165.7	460.4
SL1344_4281	yjeA	13.2	17.1
SL1344_4282	yjeM	6.1	9.3
SL1344_4283	yjeO	90.9	164
SL1344_4284	yjeP	18.7	21.2
SL1344_4285	psd	21.6	28.4
SL1344_4286	yjeQ	52.8	67.9
SL1344_4287	orn	60.9	86
SL1344_4288		33	42.2
SL1344_4288A	yjeV	2.4	2.6
SL1344_4289	yjeS	19	22.5
SL1344_4290	yjeF	21.7	31.1
SL1344_4291	yjeE	24.5	28.7
SL1344_4292	amiB	44.7	60.9
SL1344_4293	mutL	40.5	39.7
SL1344_4294	miaA	234.7	318.3
SL1344_4295	hfq	664.6	1054
SL1344_4296	hflX	237.4	251.8
SL1344_4297	hflK	93	89.9
SL1344_4298	hflC	114.9	114.7
SL1344_4299	purA	269.9	203.2
SL1344_4300	nsrR	101.2	141
SL1344_4301	rnr	78.5	82.1
SL1344_4302	yjfH	107.7	106.8
SL1344_4303	yjfI	2.6	6.7
SL1344_4304	yjfJ	1.5	3.9
SL1344_4305		1.2	1.7
SL1344_4306	yjfK	2.9	3.1
SL1344_4307	yjfL	8.2	9.7
SL1344_4308	yjfM	1.6	4.9
SL1344_4309	yjfC	6.5	10.1
SL1344_4310	aidB	11.7	18.7
SL1344_4311	yjfN	29.1	249.9
SL1344_4312	yjfO	110.1	999.5
SL1344_4313	yjfP	18.4	33.7
SL1344_4314	yjfQ	13.6	33
SL1344_4315	yjfR	1.2	1.6
SL1344_4316	sgaT	1.9	4
SL1344_4317	sgaB	3	4.7
SL1344_4318	ptxA	2.8	5.5
SL1344_4319	sgaH	5	9.6
SL1344_4320	sgaU	3.8	7
SL1344_4321	sgaE	7.1	15.2
SL1344_4322	yjfY	19.5	11.9
STnc4120		96.4	184.2
SL1344_4323		222.8	417.8
SL1344_4324	rpsF	69.7	84.7
SL1344_4325	priB	131	145.9
SL1344_4326	rpsR	85.9	86.4
SL1344_4327	rplI	104.2	132.9
SL1344_4328	yifZ	12.3	8.5
SL1344_4329	ytfB	60.3	74.7
SL1344_4330	fklB	27.1	32.3
SL1344_4331	cycA	10.6	16.2
SL1344_4332	ytfE	6.1	11
SL1344_4333	ytfF	3.3	6.2
SL1344_4334	ytfG	0.8	3
SL1344_4335	ytfH	21.4	24.3
SL1344_4336	cpdB	18.2	52.6
SL1344_4337	cysQ	52.7	79.5
SL1344_4338	ytfJ	11.5	27.9
SL1344_4339	ytfK	1517	1596.9
SL1344_4340	ytfL	34.5	45.3
SL1344_4341	msrA	12.3	15.4
SL1344_4342	ytfM	29.1	36.8
SL1344_4343	ytfN	43	58.3
SL1344_4344	ytfP	145.1	270.6
SL1344_4345		3.9	5.3
SL1344_4346		6.7	7.2
SL1344_4347	ppa	427.6	526
SL1344_4348	fbp	159.4	69.3
SL1344_4349	mpl	45.4	53.2
SL1344_4350	iolR	21.7	15.2
SL1344_4351	iolT1	7.4	12.1
SL1344_4352	iolT2	3.2	7.8
STnc1740		102.9	211.7
SL1344_4353	iolB	10.1	18.7
STnc2160		147.8	541.9
SL1344_4354	iolA	7.2	11.4
SL1344_4354A		1.7	0.9
SL1344_4355		4.3	9
SL1344_4356	iolE	1	1.1
SL1344_4357	iolG1	3.6	4.7
SL1344_4358	srfJ	2.6	3.9
SL1344_4359	iolI1	9.9	13.5
SL1344_4360		2.1	2.1
SL1344_4361	iolC	3.1	2.9
SL1344_4362	iolD	1.5	3.5
SL1344_4363	iolG2	4.5	9.3
SL1344_4364		2.6	2.9
SL1344_4365	iolI2	1.6	2.3
SL1344_4366	iolH	3.7	6
SL1344_4367	yjgA	40.2	42.1
SL1344_4368	pmbA	46	61.9
SL1344_4369	cybC	101.5	225
SL1344_4369A		26.1	35.2
SL1344_4370		2.3	12.2
SL1344_4371		0.7	13.8
SL1344_4372		0.9	5.2
SL1344_4373		1.7	6.1
SL1344_4374		2.4	10.2
SL1344_4375		2.4	3.4
SL1344_4376		2.6	6
SL1344_4377		3.4	7.3
SL1344_4378		11.1	14.8
SL1344_4379	relB	44.3	53.4
SL1344_4380	relE	21.7	25.5
SL1344_4381	nrdG	17.5	49.4
SL1344_4382	nrdD	49.3	270.2
SL1344_4383		3.1	83.5
SL1344_4384	treC	1.4	4.7
SL1344_4385	treB	4.1	13.6
SL1344_4386	treR	7.1	9.8
SL1344_4387	mgtA	5	9
SL1344_4388		37.3	53.3
SL1344_4389	yjgF	375.5	462.1
SL1344_4390	pyrI	4.8	16.7
SL1344_4391	pyrB	2.1	5.6
SL1344_4392	pyrL	65.7	103.5
SL1344_4393		4.3	47.9
SL1344_4394		2.7	30.5
SL1344_4395		1.4	44.9
SL1344_4396		1.8	48.2
SL1344_4397		1.5	53.2
SL1344_4398	yjgK	37.4	113.4
SL1344_4399	argI	6.3	9.9
SL1344_4400	yjgD	135.2	243
SL1344_4401	miaE	12.8	14
SL1344_4402	ytgA	8.1	6.7
SL1344_4403	yjgM	37.3	39.9
SL1344_4404	yjgN	12.1	13.1
SL1344_4405	valS	35.5	32.3
SL1344_4406	holC	58.3	77.8
SL1344_4407	pepA	35.3	39
SL1344_4408		65.7	130.8
SL1344_4409	yjgP	54.4	67.9
SL1344_4410	yjgQ	46.5	45.7
SL1344_4411	idnR	4.6	10.6
SL1344_4412	idnT	16.8	69.3
SL1344_4413	idnO	2.4	8
SL1344_4414	idnD	1.9	6.4
SL1344_4415	idnK	10.9	23.1
SL1344_4416	yjgB	10.7	8.3
SL1344_4417		0.5	3.2
SL1344_4418		18.7	27.2
SL1344_4419		40.3	65.7
SL1344_4420		28.5	30.4
SL1344_4421		30.6	34
SL1344_4422		40.9	45.3
SL1344_4423		36.9	42.6
SL1344_4424		31.1	38.4
SL1344_4425		20.9	33.5
SL1344_4426		31.2	59.4
SL1344_4427		33.6	59.9
SL1344_4427A		1	1.6
SL1344_4429	yeeN	144.4	154.3
SL1344_4430	yjhP	4.6	8.7
SL1344_4431		35.1	103.4
SL1344_4432		5	27.4
SL1344_4433		77.8	235.4
SL1344_4434		16.3	2.8
SL1344_4435		9.7	11.7
SL1344_4436		11.1	14.6
SL1344_4437	uxuR	36.5	72.3
SL1344_4438	trpS2	3.4	3.7
IsrQ	IsrQ	0.8	0
SL1344_4439		47.2	121.3
SL1344_4440		23.8	34.5
SL1344_4441		357.2	18.1
SL1344_4442	yjiE	304.3	8.2
SL1344_4443	iadA	1190.3	8.8
SL1344_4444	yjiG	648.1	5.6
SL1344_4445	yjiH	470.2	3.8
SL1344_4445A		30.8	6.5
SL1344_4446	yjiJ	5.2	3.7
STnc4260		14	7.6
SL1344_4447	yjiN	25.5	24.2
SL1344_4448	yjiO	13.4	8.5
SL1344_4449		25.2	35.1
SL1344_4450		11.3	8.8
SL1344_4451		14.6	56.5
SL1344_4452	yjiS	2.4	0.9
SL1344_4453		27.9	19.1
STnc4130		223	236.6
SL1344_4454	symE	6.3	5.1
STnc1470		3540.5	3364.5
SL1344_4455	hsdS	29.9	57.5
SL1344_4456	hsdM	23.6	36.8
SL1344_4457	hsdR	35.7	75.1
SL1344_4458	mrr	21.5	27.1
SL1344_4459		31.5	53.5
SL1344_4460		18.2	22.1
SL1344_4461	yjiA	29.8	48
SL1344_4462	yjiX	36.1	60.2
SL1344_4463	cstAb	11.2	83.5
SL1344_4464	tsr	207.8	310.7
SL1344_4465		11.3	45
SL1344_4466		17.7	142
SL1344_4467		5.1	33.1
SL1344_4468		10.9	31.8
SL1344_4469		6.9	21.1
SL1344_4470		16.3	18.8
SL1344_4471		36.9	15.4
SL1344_4472	mdoB	34.5	55
SL1344_4473	yjjA	23	29.3
SL1344_4474	dnaC	29.6	39.5
SL1344_4475	dnaT	81.5	97.8
SL1344_4476		11.1	27.1
SL1344_4477	yjjP	27.7	99.2
SL1344_4478	yjjQ	0.2	0.2
SL1344_4479	bglJ	1.2	2.3
SL1344_4480		35.5	66.5
SL1344_4481	fhuF	2	1.8
SL1344_4482		13.9	13.1
SL1344_4483		9.4	9.6
SL1344_4484	rsmC	8.4	10.7
SL1344_4485	holD	42.9	50.5
SL1344_4486	rimI	15.6	16.9
SL1344_4487	yjjG	17.8	21.3
SL1344_4488	prfC	15.3	14.7
SL1344_4489	osmY	254.1	88.2
SL1344_4490	yjjU	63.4	45.3
SL1344_4491	yjjV	21.2	17.1
SL1344_4492	yjjW	33.9	84.2
SL1344_4493	yjjI	26.9	80.3
SL1344_4494	deoC	24	86.6
SL1344_4495	deoA	24.8	66.2
SL1344_4496	deoB	64.4	89.9
SL1344_4497	deoD	78.5	111.2
SL1344_4498	stjA	11.5	15.9
STnc4140		280.2	543.4
SL1344_4499	stjB	4.6	6.3
SL1344_4500	stjC	1.5	1.4
SL1344_4501		4.8	6.2
SL1344_4502		2.7	1.4
SL1344_4503	lplA	16.7	15.7
SL1344_4504	smp	13.6	23.5
SL1344_4505	serB	16.8	19.9
SL1344_4506	radA	13	15.7
SL1344_4507	nadR	46.7	56.9
SL1344_4508	yjjK	64.9	75.6
SL1344_4509	slt	19.6	29.1
SL1344_4510	trpR	47	76.8
SL1344_4511	yjjX	11.5	14.1
SL1344_4512	gpmB	35.3	35.2
SL1344_4513	rob	135.8	166.8
SL1344_4514	creA	48.5	73.2
SL1344_4515	creB	56	54.2
SL1344_4516	creC	14.3	15.9
SL1344_4517	creD	7.3	8.4
SL1344_4518	sthE	4	5.4
SL1344_4519	sthD	1.9	2.8
SL1344_4520	sthB	2.5	2.9
SL1344_4521	sthA	0.6	1.5
SL1344_4522		0.2	0.8
SL1344_4523		16.8	36.3
SL1344_4523A		23.9	36
SL1344_4525	arcA	279.1	469
SL1344_4526	yjjY	19.6	26.3
SL1344_4527	lasT	7.7	22.6
