Locus Tag	Name	Anaerobic growth	Anaerobic shock
SL1344_2100	yegE	10.5	9.4
SL1344_2101	alkA	2.4	3.8
SL1344_2102	yegD	2.3	3.1
RyeC	RyeC	5004.2	4435.8
SL1344_2103		3.6	4.9
SL1344_2104	yegN	3.1	2.2
SL1344_2105	yegO	3.1	3.4
SL1344_2106	yegB	7.3	4.8
SL1344_2107	baeS	8	6.2
SL1344_2108	baeR	11.4	9.3
STnc1150		246.8	331.2
SL1344_2109		0.3	1
SL1344_2110		1.3	1.4
SL1344_2111		4.2	3.4
SL1344_2112	yegQ	4	4.8
CyaR	CyaR	6039.3	12148.1
SL1344_2113	sseK2	1.3	2
SL1344_2114	srcA	4.4	4.8
SL1344_2115		6.3	4.7
SL1344_2116		5.6	4.9
SL1344_2117	yegS	15	11.4
SL1344_2118	fbaB	28.9	12.2
SL1344_2119	yegT	2.8	4.7
SL1344_2120	yegU	11.8	12.2
SL1344_2121	yegV	5.2	5.5
SL1344_2122	yegW	50.5	54.3
SL1344_2123	thiD	9.5	10.5
SL1344_2124	thiM	7.7	8.8
SL1344_2125		35.5	72.5
STnc740		68.8	93.5
SL1344_2126	stcD	2.2	5
SL1344_2127	stcC	3.4	3.4
SL1344_2128	stcB	1.9	1.9
SL1344_2129	stcA	12.1	27.7
SL1344_2130	yehE	70.4	9.6
SL1344_2131	mrp	50.9	41.4
SL1344_2132	metG	27.2	30.8
SL1344_2133	yehR	7.7	4.7
SL1344_2134		6.4	5.4
STnc1890		43.8	59.5
SL1344_2135	yehS	27.2	36
SL1344_2136	yehT	9.5	9.7
SL1344_2137	yehU	8.4	12.6
SL1344_2138	yehV	19.7	13.3
SL1344_2139	yohO	221.4	233.9
SL1344_2140	yehW	13.5	2.5
SL1344_2141	yehX	18	7.8
SL1344_2142	yehY	20.6	8.7
SL1344_2143	yehZ	39.4	20.4
SL1344_2144	bglX	10.6	10
SL1344_2145	dld	21	11.5
SL1344_2146	pbpG	27.2	41.1
STnc3720		52.6	73.4
SL1344_2147	yohC	3.4	4.6
SL1344_2148	yohD	14.3	16
SL1344_2149	yohF	6.4	5.1
SL1344_2150	yohG	4	4.7
STnc1330		399.8	292.5
SL1344_2151	yohI	3.9	6.5
SL1344_2152		6.3	4.7
SL1344_2153		3.9	4.4
SL1344_2154		2.4	0.2
SL1344_2155		0.9	0.7
SL1344_2156		1	0.6
SL1344_2157		10.7	8.8
SL1344_2158	yohJ	82	68.7
SL1344_2159	yohK	12.5	7.8
SL1344_2160	cdd	41	167.7
SL1344_2161	sanA	96.2	87.8
SL1344_2162	b2145	68.4	45.8
SL1344_2163		36.8	101.6
SL1344_2164	yeiA	42.2	128.8
SL1344_2165	mglC	7.5	40.7
SL1344_2166	mglA	4	67
SL1344_2167	mglB	7.9	95.7
SL1344_2168	galS	4.5	38.2
SL1344_2169	yeiB	20.8	14.9
SL1344_2170	folE	33	19
SL1344_2171	yeiG	64.8	52.2
SL1344_2172		23.2	22.7
SL1344_2173		7.6	7.5
SL1344_2174		0.3	0.6
SL1344_2175		2.8	3.5
SL1344_2176	cirA	2.8	2.2
SL1344_2177	lysP	24.6	17.6
SL1344_2178	yeiE	44.4	30.2
SL1344_2179	yeiH	235.4	34.4
SL1344_2180	nfo	43.3	27.8
SL1344_2181	fruA	2.8	4.3
SL1344_2182	fruK	2.8	8.5
SL1344_2183	fruB	0.9	3.5
SL1344_2184	setB	3.2	3.6
SL1344_2185	STM228	7.1	7.3
SL1344_2186	STM229	6.4	7
SL1344_2187		9.8	12.3
SL1344_2188	yeiP	23.2	34.1
SL1344_2189	yeiR	21.3	20.1
SL1344_2190	yeiU	20.6	24.2
STnc3010		197.1	243.8
SL1344_2191	spr	397.1	598.8
SL1344_2192	rtn	33.9	30
SL1344_2193	yejA	19.1	19
SL1344_2194	yejB	31.1	23.1
SL1344_2195	yejE	16.3	12.7
SL1344_2196	yejF	18.5	10.7
SL1344_2197	yejG	56.4	77.4
STnc1340		652.1	1427.2
SL1344_2198	bcr	11.7	13.1
STnc1540		365.4	413.3
SL1344_2199	rsuA	16.4	19.9
SL1344_2200	yejH	7.5	7.2
SL1344_2201	rplY	178	183.3
SL1344_2202		49.7	63.4
SL1344_2203	yejK	15.9	19.8
SL1344_2204	yejL	78.4	93.3
SL1344_2205	yejM	26.2	28.2
SL1344_2206		4.2	2.4
SL1344_2207		0.9	2
SL1344_2208	oafA	20.3	29.6
SL1344_2209		1.8	1.3
SL1344_2210		1.5	6.2
SL1344_2211		1.2	1.5
SL1344_2212		0.5	0.3
SL1344_2213		0	0
SL1344_2214		65.5	100.7
SL1344_2215		3.6	5.8
SL1344_2216		1.3	1
SL1344_2217	sspH2	7.2	8.6
SL1344_2218		0	0.7
SL1344_2219		1.3	0.9
IsrG	IsrG	2.8	1
SL1344_2220		4.5	2.1
SL1344_2221		1.6	1.3
SL1344_2222	narP	37.7	31.1
SL1344_2223	ccmH2	3.3	53.3
SL1344_2223A	ccmG2	0	0
SL1344_2223B	ccmF2	0	0
SL1344_2223C	ccmE2	0	12.5
SL1344_2223D	ccmD2	0	0
SL1344_2223E	ccmC2	0	0
SL1344_2223F	ccmB2	0	0
SL1344_2224	ccmA2	0.4	23.1
SL1344_2225	napC	7.8	301.5
SL1344_2226	napB	4.7	228.4
SL1344_2227	napH	5.7	372.2
SL1344_2228	napG	6	274.2
SL1344_2229	napA	7.4	420.4
SL1344_2230	napD	6	677.4
SL1344_2231	napF	4	404.4
SL1344_2232	eco	63.7	37.2
SL1344_2233	yojI	3.5	3.8
SL1344_2234	alkB	6.7	9.4
SL1344_2235	ada	14.7	14.6
SL1344_2236	apbE	4.1	5.4
SL1344_2237	ompC	263.2	835
MicF	MicF	3368.1	3460.7
SL1344_2238	yojN	41	50
SL1344_2239	rcsB	79.1	72.3
SL1344_2240	rcsC	12.1	15.7
SL1344_2241	gyrA	53.9	60.4
SL1344_2242		5.9	5.2
SL1344_2243		0.2	1.1
SL1344_2244		7.4	11.7
SL1344_2245	ubiG	45.6	49.1
SL1344_2246	nrdA	33.6	102.6
SL1344_2247	nrdB	30.1	81.9
SL1344_2248	yfaE	41.7	73.3
SL1344_2249		6	9.2
SL1344_2250		10	37.7
SL1344_2251	glpQ	280.4	1103.4
SL1344_2252	glpT	154.7	535.1
SL1344_2253	glpA	335	526.2
SL1344_2254	glpB	328.9	435.9
SL1344_2255	glpC	379.8	579.4
IsrH_1_2	IsrH_1_2	1.2	3.8
SL1344_2256	sseL	13.8	25.1
SL1344_2257		41.6	54.8
SL1344_2258		4.4	7.1
SL1344_2259	yfaV	4.9	9.2
SL1344_2260	yfaW	7.4	12.9
SL1344_2261	yfaX	4.2	9.7
SL1344_2262		23.5	33.1
SL1344_2263	yfaZ	30.6	37
SL1344_2264	yfaO	32.4	86.8
SL1344_2265	ais	72.8	10.8
SL1344_2266	yfbE	113.3	12.9
SL1344_2267	pmrF	101.6	17.7
SL1344_2268	yfbG	91.5	12.5
SL1344_2269		77.4	8.1
SL1344_2270	arnT	49.5	11.1
SL1344_2271		52.5	13.8
SL1344_2272		24.3	11.7
SL1344_2273	pmrD	361.6	329.7
SL1344_2274	menE	37.4	42.9
SL1344_2275	menC	54.6	62.8
SL1344_2276	menB	36.6	39.3
SL1344_2277	yfbB	36.2	60
SL1344_2278	menD	46.6	95.9
SL1344_2279	menF	20.9	15.3
SL1344_2280	elaB	227.4	147.8
SL1344_2281	elaA	14.5	25.6
SL1344_2282	elaC	12.7	15.5
SL1344_2283		323.4	527.6
SL1344_2284	yfbK	4.1	7
SL1344_2285	nuoN	45.6	47
SL1344_2286	nuoM	49.1	45.3
SL1344_2287	nuoL	70.5	66.1
SL1344_2288	nuoK	50.3	45.7
SL1344_2289	nuoJ	44.3	53.2
SL1344_2290	nuoI	85.7	88.6
SL1344_2291	nuoH	63.8	80
SL1344_2292	nuoG	88.8	104.3
SL1344_2293	nuoF	70.3	93.1
SL1344_2294	nuoE	107.8	163.8
SL1344_2295	nuoC	82.3	106.2
SL1344_2296	nuoB	92	117.5
SL1344_2297	nuoA	68.4	109.9
SL1344_2298		6	6.5
STnc1550		170.3	188
SL1344_2299	lrhA	30.8	24.2
SL1344_2300	yfbQ	29.8	16.4
SL1344_2301		22.6	20
SL1344_2302	yfbS	38.3	84.2
SL1344_2303	yfbT	75	145.2
SL1344_2304	yfbU	50.7	102.1
SL1344_2305		38.3	33.2
SL1344_2306	ackA	125.3	143.4
SL1344_2307	pta	88.9	69.6
STnc1560		996.9	1687.8
STnc3730		24.3	30
SL1344_2308	yfcC	5.2	5.7
SL1344_2309		16	621.5
SL1344_2310		8.7	406.2
SL1344_2311		9.3	557.3
SL1344_2312		6.3	444.9
SL1344_2313		10.4	844.4
SL1344_2314		30.3	84.7
SL1344_2315		56.1	66.1
SL1344_2316	yfcE	75.2	93.3
SL1344_2317	yfcF	19.4	18.6
SL1344_2318	yfcG	8.9	4.6
SL1344_2319	yfcH	19.7	27.1
STnc3740		126.4	79.5
SL1344_2320	hisP	11.7	10.8
SL1344_2321	hisM	14.5	10.9
SL1344_2322	hisQ	5.7	5.6
SL1344_2323	hisJ	27.9	30.8
SL1344_2324	argT	2.2	6.2
SL1344_2325	ubiX	42.4	44.6
SL1344_2326		19.8	19.9
SL1344_2327		5.8	10.2
SL1344_2328		2.1	3.2
SL1344_2329		2.2	3
SL1344_2330		6.3	9.4
SL1344_2331	purF	19.7	20.2
SL1344_2332	cvpA	40.8	37.9
SL1344_2333	dedD	121.9	123.3
SL1344_2334	folC	60.6	52.1
SL1344_2335	accD	87.3	98.1
SL1344_2336	dedA	29.5	21.4
SL1344_2337	truA	42.8	27.2
SL1344_2338	usg	21.4	15.6
SL1344_2339	pdxB	40	49.6
SL1344_2340	div	7.6	5.8
SL1344_2341		14.4	13.7
SL1344_2342		1.4	1.5
SL1344_2343		3.7	4
SL1344_2344		0.4	0.4
SL1344_2345		0.3	0.3
SL1344_2346		7.8	6.7
SL1344_2347	fabB	231.1	316.5
SL1344_2348	mnmC	35.8	40.7
SL1344_2349	yfcL	70	70.3
SL1344_2350	yfcM	15.1	17.2
SL1344_2351	yfcA	8.9	9
SL1344_2352	mepA	16.2	16.6
SL1344_2353	aroC	16.2	22.6
SL1344_2354	yfcB	23.8	31.2
SL1344_2355	yfcN	17.4	16.8
SL1344_2356	sixA	101.7	115.7
SL1344_2357	fadJ	26.2	49
SL1344_2358	fadI	0.9	1.9
SL1344_2359	yfcZ	397.4	759.2
SL1344_2360	fadL	9.3	15.1
SL1344_2361	vacJ	74.6	93.6
SL1344_2362	yfdC	15.8	8.9
SL1344_2363	pgtE	12.7	12.8
STnc3750		50.5	31.1
SL1344_2364	pgtA	7.9	15.1
SL1344_2365	pgtB	6.2	14.3
SL1344_2366	pgtC	4.6	11.6
SL1344_2367	pgtP	3.7	7.1
SL1344_2368		55.7	76.9
SL1344_2369	lpxP	6	2.5
SL1344_2369A	ypdK	764.6	440.1
SL1344_2370	yfdZ	39.1	51.7
tpke70	tpke70	9.2	12.9
STnc3760		174.1	246.9
SL1344_2371	glk	58.8	71.1
SL1344_2372		8.8	13.3
SL1344_2373		21.5	18.7
SL1344_2374		30.2	47.6
SL1344_2375	ypeC	27.7	37.1
SL1344_2376	mntH	8.3	6
SL1344_2377	nupC	67.7	229.3
SL1344_2378	yfeA	32.3	19.1
SL1344_2379	yfeC	150.6	380.6
SL1344_2380	yfeD	99.3	257.5
SL1344_2381	gltX	56	41.6
SL1344_2382	xapR	3.3	5.2
SL1344_2383		1.7	2.7
SL1344_2384	xapB	11.8	13.2
SL1344_2385	flhAb	0.3	0.7
SL1344_2386	yfeN	6.4	8.2
SL1344_2387	yfeR	5	5.7
SL1344_2388	yfeH	15.9	17.6
SL1344_2389		30.5	36.9
SL1344_2390	lig	22.5	28.5
SL1344_2391	zipA	212.7	307.6
SL1344_2392	cysZ	20.2	20.6
SL1344_2393	cysK	115.8	64
SL1344_2394	ptsH	220.5	399.4
SL1344_2395	ptsI	239.4	386.3
SL1344_2396	crr	356.6	546
SL1344_2397		19.2	13.1
SL1344_2398	pdxK	14.5	14.3
SL1344_2399	ptsJ	9.6	10
SL1344_2400	yfeJ	6.2	5.2
SL1344_2401	yfeK	16.6	7.9
SL1344_2402	yfeL	23.1	19.8
SL1344_2403	cysM	13.3	11.4
SL1344_2404	cysA	3.4	3.9
SL1344_2405	cysW	0.9	2.6
SL1344_2406	cysU	1.1	2.9
SL1344_2407	cysP	1.6	2.8
SL1344_2408	ucpA	123.9	308.7
SL1344_2409		84.1	114.2
SL1344_2410	yfeY	16.4	12.6
SL1344_2411	yfeZ	23.4	22.8
SL1344_2412		29	41.9
SL1344_2413	amiA	16.2	13.1
SL1344_2414	hemF	10.8	8.1
SL1344_2415		12.7	18.6
SL1344_2416		10.3	11.4
SL1344_2417	eutR	37.2	10.6
SL1344_2418	eutK	86	17.3
SL1344_2419	eutL	42.2	29.6
SL1344_2420	eutC	33.3	1.1
SL1344_2421	eutB	34.9	1.8
SL1344_2422	eutA	44	2.8
SL1344_2423	eutH	43.6	5.2
SL1344_2424	eutG	46	0.5
SL1344_2425	eutJ	96.5	0.8
SL1344_2426	eutE	74.4	2.3
SL1344_2427	eutN	113.4	1.4
SL1344_2428	eutM	225.8	7.8
SL1344_2429	eutD	77.3	1.3
SL1344_2430	eutT	70.4	0.7
SL1344_2431	eutQ	65.1	0.4
SL1344_2432	eutP	112.2	1.2
SL1344_2433	eutS	142.7	2.1
SL1344_2434	tnpA_1b	0	0
SL1344_2435	maeB	38.3	48.7
SL1344_2436	tal	19.2	8.4
SL1344_2437	tktB	20	9.5
SL1344_2438		132.5	83.4
SL1344_2439	ypfG	8.3	7.2
SL1344_2440	yffH	15.1	18.3
SL1344_2441		15.6	18.7
SL1344_2442	aegA	20.8	37.1
SL1344_2443	narQ	13.5	14.1
SL1344_2444	acrD	5.1	4.7
SL1344_2444A	ypfM	4596.4	10654.3
SL1344_2445	yffB	18	25.2
SL1344_2446	dapE	28.4	36.4
SL1344_2447		40.5	39.8
SL1344_2448	ypfI	16.3	15.7
SL1344_2449		32.4	34.9
SL1344_2450	purC	19.5	16
SL1344_2451	nlpB	152.2	125.9
SL1344_2452	dapA	200.3	212.5
SL1344_2453	gcvR	71.1	113.6
SL1344_2454	bcp	137.8	223.3
SL1344_2455		5.4	7
SL1344_2456	perM	23.7	28.6
SL1344_2457		32.2	38.5
SL1344_2458	yfgD	44.5	44
SL1344_2459	yfgE	39.1	45.8
SL1344_2460	uraA	11.7	8.9
SL1344_2461	upp	34.2	47.3
SL1344_2462	purM	16	16.8
SL1344_2463	purN	23.2	28.1
SL1344_2464	ppk	46	56.8
SL1344_2465	ppx	38.9	45.2
SL1344_2466		8.1	15
SL1344_2467		4.5	4.4
SL1344_2468		103.3	146.4
SL1344_2469		12.7	19.9
SL1344_2470		0.4	0.4
SL1344_2471	guaA	29.6	17.7
SL1344_2472	guaB	16.8	16.4
SL1344_2473	xseA	15.4	10.3
SL1344_2474	shdA	2.3	2.6
SL1344_2475	ratB	7.3	8.1
SL1344_2477	ratA	7.5	8.7
SL1344_2478	sinI	2.6	3
SL1344_2479	sinH	1.4	1
SL1344_2480	yfgJ	16.6	14.8
SL1344_2481	engA	19.9	16
SL1344_2482	yfgL	107.3	114.4
SL1344_2483	yfgM	63.3	51
SL1344_2484	hisS	57.3	51.3
SL1344_2485	gcpE	76.6	73.3
SL1344_2486	yfgA	86.4	71
SL1344_2487	yfgB	15.4	14.8
SL1344_2488	ndk	16.4	40.6
SL1344_2489		23.1	56
SL1344_2490		20.6	38.2
SL1344_2491		15.2	30.6
SL1344_2492		26.6	57
SL1344_2493	pbpC	10.5	10.2
SL1344_2494		26.7	36.3
SL1344_2495		34.8	58.9
SL1344_2496		6.3	8.5
STnc2070		1017.9	888.1
RyfA	RyfA	313.3	213.1
SL1344_2497	sseBb	20.7	20.9
SL1344_2498	pepB	29	31.2
SL1344_2499	yfhJ	60.8	78.1
SL1344_2500	fdx	59.8	38.2
SL1344_2501	hscA	35.3	24.3
SL1344_2502	hscB	36.4	28.8
SL1344_2503	iscA	118.4	88.1
SL1344_2504	nifU	63.5	41.3
SL1344_2505	iscS	41.5	24.8
SL1344_2506	yfhP	47.8	34.6
SL1344_2507		61.2	99
SL1344_2508	suhB	53.3	59.3
SL1344_2509		3.1	2.6
SL1344_2510	asrA	122.8	26.8
SL1344_2511	asrB	100.3	19.9
SL1344_2512	asrC	116.9	28.6
SL1344_2513		14.5	13.3
SL1344_2514		9.5	9.8
SL1344_2515	csiE	11.6	43.4
SL1344_2516	hcaT	7.4	9.8
SL1344_2517	glyA	113.9	156.7
SL1344_2518	hmpA	2.4	2.5
SL1344_2519	cadC	22.5	28.7
SL1344_2520	cadB	544.2	915.5
SL1344_2521	cadA	429.6	782.2
SL1344_2522	yjdL	30.8	87.9
SL1344_2523	glnB	119.4	142.3
SL1344_2524	yfhA	31.1	31.4
SL1344_2525	yfhG	48.4	45.9
SL1344_2526	yfhK	28	35.8
GlmY	GlmY	2692.8	1490.8
SL1344_2527	purG	7.4	6.6
SL1344_2529	yfhD	8.5	8.8
SL1344_2530	yfhC	23.1	25.6
SL1344_2531	yfhB	31.4	29.6
SL1344_2532		5.2	9.6
SL1344_2533	murQ	4.1	8.5
SL1344_2534	yfhH	5.3	5
SL1344_2535		8.2	12.7
SL1344_2536		0.5	1.6
SL1344_2537		1.4	8.3
SL1344_2538	yfhL	7	14.2
SL1344_2539	acpS	54.5	58.1
SL1344_2540	pdxJ	26.6	25.7
SL1344_2541	recO	39.5	30.3
SL1344_2542	era	41.2	36.2
SL1344_2543	rnc	72.8	53.3
SL1344_2544	lepB	46.4	49.3
SL1344_2545	lepA	40.2	41.8
SL1344_2546	gogB	19.5	19.5
SL1344_2547		22.3	23.9
STnc1380		856	726.2
SL1344_2548		4	6.5
SL1344_2549		6.9	2.5
SL1344_2550		0.2	0
SL1344_2551		0.8	1.6
SL1344_2552		1.6	1.6
SL1344_2552A		1.6	2.3
SL1344_2553		1.6	0.9
SL1344_2554		1.6	0.7
SL1344_2555		3.6	3.7
SL1344_2556		4.1	9.8
SL1344_2557		11.1	7.8
SL1344_2558		4.5	3
STnc3770		79.4	126.1
SL1344_2559		1.7	2.2
SL1344_2560		2	0.7
SL1344_2561		9	8.6
SL1344_2562		6.9	3.6
SL1344_2563	gipA	670.7	525.9
SL1344_2564		4.5	5.7
SL1344_2565		14	7.8
SL1344_2566		6.9	2.8
SL1344_2567		7.5	5.1
SL1344_2568		6.4	3.3
SL1344_2569		4.1	2.2
SL1344_2570		5.6	5.1
SL1344_2571		1.3	0.7
SL1344_2572		3.7	1.9
SL1344_2573		2.6	0.8
SL1344_2574		17.6	27.3
STnc1920		130	201
SL1344_2575		2.5	1.8
SL1344_2576		2	2.2
SL1344_2577		30.4	18.3
IsrI	IsrI	31.3	25.3
STnc2080		1013.7	759.4
IsrJ	IsrJ	596.7	703.7
SL1344_2578		7.2	9.6
STnc1160		6475.9	4977.5
IsrK	IsrK	506.8	550.5
SL1344_2579		0.8	0.4
SL1344_2580		0.9	0
SL1344_2581		0.6	0.7
SL1344_2582		54.3	60.6
SL1344_2583		57.5	94
SL1344_2584		108.4	159.8
SL1344_2585		255.3	223.7
SL1344_2586		6.5	8.6
SL1344_2587		4	3.9
SL1344_2588		1.7	2.1
SL1344_2589		2.2	2.6
SL1344_2590	gpP	1.5	1
SL1344_2591	gpO	3.2	3.6
STnc1390		2332.2	2473.1
SL1344_2592	cIIa	3.1	3.4
SL1344_2593		311	495.8
SL1344_2594		543.1	729
SL1344_2595		20.3	9.7
SL1344_2596		10.9	1.8
STnc1400		864.8	821.3
SL1344_2597	recEb	0.8	2
SL1344_2597A		0.4	1
SL1344_2598		0.5	0
SL1344_2599		2.3	4.5
SL1344_2600		4.4	5.8
SL1344_2601	rseC	32.3	26.5
SL1344_2602	rseB	77.3	60.8
SL1344_2603	rseA	125.7	87
SL1344_2604	rpoE	224.5	140.5
SL1344_2605	nadB	4.5	4.2
SL1344_2606	yfiC	11.6	12.8
SL1344_2607	srmB	15.4	27.9
SL1344_2608	yfiE	12.6	16.5
SL1344_2609	yfiK	4.2	3.6
SL1344_2610	yfiD	1011.8	708
SL1344_2611	ung	70.8	92.5
SL1344_2612	yfiF	13.3	19.2
SL1344_2613	trxC	103.5	35
SL1344_2614	yfiP	20.5	24.9
SL1344_2615	yfiQ	26.2	53.4
SL1344_2616	pssA	41.8	54.9
SL1344_2617	yfiM	13.8	14.5
SL1344_2618	kgtP	7.2	7.6
SL1344_2619		6.9	5.6
SL1344_2620	clpB	427.4	484.1
SL1344_2621	yfiH	83.3	76.4
SL1344_2622	rluD	40.6	47.4
SL1344_2623	yfiO	58.2	72.3
STnc3160		199.2	287
SL1344_2624	yfiA	3973.8	17811.9
STnc2090		15413.9	34640.6
sRNA3		673.6	764.9
SL1344_2625	pheA	6.8	11.9
SL1344_2626		7.4	4.4
STnc3790		40.3	45.7
SL1344_2627	tyrA	20.5	25.3
SL1344_2628	aroF	19.4	26.9
SL1344_2629	yfiR	23.8	42.3
SL1344_2630	yfiN	11.1	19.5
SL1344_2631	int	49.4	55.1
SL1344_2632		74	83.4
SL1344_2633		33.2	39.3
SL1344_2634		0.4	0
SL1344_2635	cIIb	0.3	0.3
SL1344_2636		0	0
SL1344_2637		0	0
SL1344_2638		0	0
SL1344_2639		0.6	0.6
SL1344_2640		0.3	0
SL1344_2641		0.7	0.9
SL1344_2642	gpF	5.4	5.3
SL1344_2643	gpD	2.7	4.9
SL1344_2644		51.8	164.4
STnc3800		107.8	217.3
SL1344_2645	gpB	161.4	397.5
SL1344_2646	rpl19	187.6	280.1
SL1344_2647	trmD	108	95.5
SL1344_2648	rimM	177.6	175.2
SL1344_2649	rps16	174.7	143.9
SL1344_2650	ffh	57.2	66
SL1344_2651	corE	20.9	24.3
SL1344_2652	corB	11.8	15.3
STnc4230		160.2	80.2
SL1344_2653		20.8	29
SL1344_2654	grpE	122.9	306.5
SL1344_2655	ppnK	15.2	20.9
SL1344_2656	recN	13.5	20.9
SL1344_2657	smpA	121.3	202.5
SL1344_2658	rnfH	117.4	80.4
SL1344_2659	yfjG	128.2	133.6
SL1344_2660	smpB	77.8	106.4
SL1344_2661	bapA	1.4	1.3
SL1344_2662		0.8	0.4
IsrL	IsrL	17.1	17.4
STnc3070		383.2	958.6
SL1344_2663		0.5	1
SL1344_2664		1	1.2
SL1344_2665		10.2	15
SL1344_2666		0.7	0.6
SL1344_2667	gpU	0	1.2
SL1344_2668		0.8	0.9
SL1344_2669	gpE'	0	0
SL1344_2670	gpE	1.3	1.9
SL1344_2671		0.5	1.1
SL1344_2672		0.7	0.1
SL1344_2673		1.9	1.4
SL1344_2674	sopE	322.7	6.9
SL1344_2675		3.5	1.4
SL1344_2676		1.5	1.1
SL1344_2677	gpI	1.1	1.2
SL1344_2678	gpJ	0.4	0.2
SL1344_2679	gpW	0.4	0.4
SL1344_2680		0.2	0
SL1344_2681		0.3	0.3
SL1344_2682		0.6	0.3
SL1344_2683		0.6	0
SL1344_2684		0	0
SL1344_2685		0.4	0
SL1344_2686	nucD2	0.3	0.6
SL1344_2687	nucE2	1.2	0
SL1344_2688		0	0
SL1344_2689		0.3	0
SL1344_2690		0.2	0.9
SL1344_2691		0.6	0.5
SL1344_2692		0.9	0
SL1344_2693		0	0
SL1344_2694		0.5	0.3
SL1344_2695		44.3	210
SL1344_2696		102.5	610.1
SL1344_2697		340.6	613.6
SL1344_2698		270.6	620.4
SL1344_2699		14	26.8
SL1344_2700		22.2	23.4
SL1344_2701		2.5	3.4
SL1344_2702		2.6	2.7
SL1344_2703		0.6	0.6
SL1344_2704		2.3	1.7
SL1344_2705		12.8	10.1
SL1344_2706	cIIc	4.9	0.6
SL1344_2707	apl	42.2	1.7
SL1344_2708	cI	24.6	37.7
SL1344_2709		13.1	15.4
SL1344_2710		22.2	26.3
SL1344_2712		6.7	8.1
SL1344_2713		177.6	307.4
SL1344_2714		131.4	237.3
SL1344_2715		150.8	368.4
SL1344_2716		0.5	0.3
SL1344_2717		2.2	1.2
SL1344_2718		1	1.4
SL1344_2719		1269.6	1225.3
SL1344_2720		2.3	0.6
SL1344_2721		2	1.8
SL1344_2722		2.8	2.9
SL1344_2723		8.8	16.4
SL1344_2725		3.7	4.5
SL1344_2726		23.8	28.9
SL1344_2727		48.2	69.8
SL1344_2728		1.8	2
SL1344_2729		0.4	0.3
SL1344_2730		194.4	213.1
SL1344_2731		89.4	92
SL1344_2732		87.1	203.1
SL1344_2733		1.4	2.5
SL1344_2734		0.8	0.3
SL1344_2735		0.4	0
SL1344_2736		0.7	0.1
SL1344_2737		0.8	1
SL1344_2738		5.7	10.3
SL1344_2739	hxlA	1	2
SL1344_2740	hxlB	0	0.3
SL1344_2741		0.6	0.5
SL1344_2742		0.3	0.6
SL1344_2743		3.9	11
SL1344_2744		1	0.8
SL1344_2745		3.9	5.7
SL1344_2746		21.2	24.2
IsrM	IsrM	4	5.6
SL1344_2747		18.2	34.9
SL1344_2747A		4	4.8
IsrN	IsrN	0.9	0
SL1344_2750		5.9	12.3
SL1344_2751		73	104.8
SL1344_2752		126.4	215.5
SL1344_2753		3.1	9
SL1344_2754		1.7	3.3
SL1344_2755	fljA	7.3	10
SL1344_2756	fljB	43.2	34.1
SL1344_2757	hin	11	14.7
SL1344_2758	iroB	1.2	1
SL1344_2759	iroC	1.1	2.7
SL1344_2760	iroD	1.1	1
SL1344_2761	iroE	1.5	4.4
SL1344_2762	iroN	3.7	4.1
SL1344_2763	pipB2	10.4	12.2
SL1344_2764	virK	76.6	32.7
SL1344_2765	mig-14	77.2	28
SL1344_2767	nixA	14.9	37.9
SL1344_2768	tctE	5.7	8.9
SL1344_2769	tctD	3.7	8.7
SL1344_2770		4	3.8
SL1344_2771		2.1	0.7
SL1344_2772		4.6	2.7
SL1344_2773	csiD	0.5	0.4
SL1344_2774	ygaF	0.7	1
SL1344_2775	gabD	0.8	0.5
SL1344_2776	gabT	0.4	1
SL1344_2777	gabP	2.7	5.3
SL1344_2778	ygaE	6	5.1
SL1344_2779	ygaU	117.1	69.5
SL1344_2780	yqaE	152.9	123.9
SL1344_2781		32.8	18.4
SL1344_2782	ygaP	25.6	9.5
SL1344_2783	stpA	195.1	286.2
SL1344_2784		641.2	295.6
SL1344_2785	ygaC	9.4	11.8
SL1344_2786	ygaM	92.6	73.3
SL1344_2787		8.7	11
SL1344_2788		2.7	3.6
SL1344_2789		0.7	0.8
STnc3080		6.3	18.7
SL1344_2790	nrdH	0	2.3
SL1344_2791	nrdI	0	2.1
SL1344_2792	nrdE	0.5	2.3
SL1344_2793	nrdF	6.2	12.3
SL1344_2794	proV	5	4.7
SL1344_2795	proW	3	3.9
SL1344_2796	proX	3	3.3
SL1344_2797		4.2	8.1
SL1344_2798	emrR	125.7	148.6
SL1344_2799	emrA	32.9	39.7
SL1344_2800	emrB	23.4	23.4
SL1344_2801		2.3	5.4
SL1344_2802	luxS	98.5	84.6
MicA	MicA	12359.5	4470.7
SL1344_2803	gshA	41.3	34.7
SL1344_2804	yqaA	83.9	70.4
SL1344_2805	yqaB	74.8	78.8
SL1344_2806	csrA	1118.2	1158.7
SL1344_2807	alaS	76.9	72.7
SL1344_2808	oraA	16.8	25.1
SL1344_2809	recA	88.7	97
SL1344_2810	ygaD	23	43.8
SL1344_2811	mltB	24.7	25.1
SL1344_2812	srlA	19.8	36.2
SL1344_2813	srlE	10.8	12.6
SL1344_2814	slrB	26.8	19.7
SL1344_2815	gutD	22.7	22.3
SL1344_2816	gutM	31.8	75.7
SL1344_2817	srlR	28.5	81.5
SL1344_2818	gutQ	25	57
SL1344_2819	norR	6.7	5.6
