Locus Tag	Name	MEP	Cold shock (15C)	pH3 shock	pH5.8 shock	NaCl shock	Bile shock	LowFe2+ shock	Anaerobic shock
SL1344_0023	bcfC	1.6	2.5	1.9	1.4	2	2.2	2.6	2
SL1344_0024	bcfD	3.7	3.7	2.3	2.1	2.4	2.7	3.3	2.1
SL1344_0025	bcfE	3	1.1	0	0.5	1.9	1.1	2	2.1
SL1344_0026	bcfF	2.1	1.6	0	0.8	0.7	3.4	1.2	0.8
SL1344_0027	bcfG	2.1	2.4	2.1	1.9	1.2	4.5	2.9	1
SL1344_0028	bcfH	8.7	5.6	5.2	8.2	4.8	5.8	7.7	3.9
SL1344_0029		10.6	8.2	11.9	11.1	13.9	16.2	10.9	7.4
SL1344_0030		0.6	1.4	0.4	1.8	4.9	0	1.3	2.5
SL1344_0031		4.2	6.6	5	4.7	11.2	6	7.7	4.1
SL1344_0032		1.6	1.9	8.2	2.1	12.8	2.9	2.2	1.3
SL1344_0033		5.1	4.6	7.3	5.3	7.3	6.1	6.7	7.8
SL1344_0034		7.5	7	4.4	6.5	13.4	6.7	13.6	17.3
SL1344_0035		1.2	2.2	1.3	1.6	4	1.4	2.4	2.1
SL1344_0036		5.5	6	4.7	5.7	19.4	7.3	6.7	6.9
STnc1010		260.4	238.4	368.3	213.1	345.1	305.8	230.1	463.9
SL1344_0037		4.7	5	3.8	3	3.7	3.6	3.9	6.5
SL1344_0038		2.4	2.6	1.8	2.6	3.8	3.7	2.9	3.4
SL1344_0039		10.3	9.2	7.2	7.7	14.8	10.7	12.9	9.5
SL1344_0040	nhaA	50.7	76.2	32.3	34.1	104.1	72.5	59.4	28
SL1344_0041	nhaR	53.2	39.6	18.2	26	68.2	59.5	49.7	31.7
SL1344_0042		4.3	3.7	1.5	4.7	3.4	5.1	4.7	4.3
SL1344_0043		0.9	1.5	1.2	1.1	3.8	0.8	1.5	1.5
SL1344_0044	rpsT	7528.2	6282.9	11239.9	13933	3440.4	9964.7	6723.7	967.7
SL1344_0045	yaaY	98	69.1	40.2	70.2	86.8	168.8	85.8	50.9
SL1344_0046	ribF	216.6	195	72.2	129	98.7	246	203.9	91.7
SL1344_0047	ileS	161.1	165.2	46.7	99.5	69.4	227.7	171	62.4
SL1344_0048	lspA	307.4	245	204.2	194.4	87.8	351.1	307.4	141.6
SL1344_0049	fkpB	182.1	150.2	32.4	87.8	51.5	217.2	162.8	64.1
SL1344_0050	ispH	127.3	124.1	63.5	94.2	49.6	147.7	128.4	56.6
SL1344_0051		25.5	30.9	15.8	13.5	18.8	29.7	24.8	22.2
SL1344_0052	rihC	24.4	24.3	13.9	13.4	12.2	32.3	23.9	21.9
SL1344_0053	citB2	6.1	8.5	1.9	5.7	3	8.8	8.6	12.9
SL1344_0054	citA2	4.9	2.3	4.1	6.5	10.9	8.4	7.5	14.5
STnc3220		65.8	251.9	150	63.5	136.8	68.5	76	118.9
SL1344_0055		0.2	0.2	0.1	0	0	0.4	0	0
SL1344_0056		0	0.1	0	0	0.3	0.1	0	0
SL1344_0057	oadG	1.1	0.9	0	0	0	1	0	1.2
STnc3090		10.3	4.7	12.3	22.4	5.1	0.9	13.6	8.6
STnc4160		33.8	14.8	24.6	23.2	32.9	0.8	36.1	45.9
SL1344_0058		0.9	0.9	0.2	1	1.4	1	1.3	1.3
SL1344_0059	citC2	1.2	0.4	0.3	0.9	1.3	1.9	1.3	1.1
SL1344_0060	citD2	1.2	0.7	0	0.5	1.2	2	0.8	0.5
SL1344_0061	citE2	1.4	0.5	0.2	0.8	0.4	0.9	1.1	1.5
SL1344_0062	citF2	0.9	0.8	0.8	0.5	0.6	2.1	1.4	0.6
SL1344_0063	citX2	2.2	2.6	0.9	2	0.6	2.3	4.4	0.8
SL1344_0064	citG2	2.4	3	1.6	1.5	2.5	2.2	2.8	3.4
SL1344_0065	dapB	48.4	54.2	27.9	35.6	32.5	77.1	61.9	136.1
DapZ	DapZ	1600.9	1719.8	2866.6	1255.8	1490	1120	1652.2	3121.6
STnc3230		36.5	10.2	52.3	31.1	141.1	81.2	89.8	86.6
SL1344_0066A		2.2	4.8	0	0.8	2.4	1	0.7	0.8
SL1344_0067	carA	27.6	18.6	8.1	10.6	7	55.8	28.7	2.9
SL1344_0068	carB	26.3	16.8	6.1	11	5.2	42.8	22.9	5.5
SL1344_0069	caiF	13.3	15.7	11.6	8.5	9.5	22.4	9.1	387.4
SL1344_0070	caiE	0.9	1	0.5	1.6	1.1	1.6	2.6	1.7
SL1344_0071	caiD	1.9	1.8	1.2	2.4	0.9	1.9	1.4	2.4
SL1344_0072	caiC	2.9	3.1	1.9	1.8	3.3	3.2	4	3.8
SL1344_0073	caiB	2.5	2.4	2.3	1.7	2.3	2.8	2.6	5.9
SL1344_0074	caiA	3.4	2.4	3.3	3.4	4.2	5.4	4.1	14.9
SL1344_0075	caiT	0.3	0.5	0.1	0.2	0.3	0.3	0.6	1.4
SL1344_0076	fixA	1.8	1.1	1.1	1.8	2.9	1.8	1.7	4.1
SL1344_0077	fixB	0.7	0.2	0.2	0	0.5	0.9	0.4	1.7
SL1344_0078	fixC	0.8	0.5	0.5	0.8	0.7	1.1	1.2	1.7
SL1344_0079	fixX	2.4	2.2	0.6	1.4	1.8	3.2	2.5	3
SL1344_0080	yaaU	6.2	8.2	9.6	5.8	5.7	7.4	10.3	11.5
SL1344_0081		8.6	9	1.4	9.4	444.8	34.8	21.9	11.7
SL1344_0082		9.9	15.4	22.8	23.7	32.3	29.3	19.9	16.4
STnc470		60.1	53.6	104.8	95.8	549.5	85.1	81.1	117.1
SL1344_0083		7.3	15	10.1	7.4	216.7	16.8	18.6	10.8
STnc4170		51.2	123.9	94.1	73.1	211.5	41.5	112	91.9
SL1344_0083A		8.1	4.5	10.6	5.8	75.1	8.8	6.5	9.2
SL1344_0084		8.1	9.7	5.4	8.3	17.6	6.9	10.8	6.5
SL1344_0085		4.2	6.3	0	4.1	2.6	5.3	1.8	2.2
SL1344_0086	yabF	6.6	10.2	6.5	5.6	14.4	13.8	9.1	9.1
SL1344_0087	kefC	6.4	3.3	2.9	4.9	5	8.4	7.2	7.7
SL1344_0088	folA	124.5	131.3	88	115.6	25.9	135.9	94.5	30
SL1344_0089	apaH	57.8	90.6	26.6	29.3	51.8	64.9	50.3	38.7
STnc3240		85.9	121.6	82.9	85.2	64.2	69	131.5	122.5
SL1344_0090	apaG	174.8	173.9	76.2	128.8	66.7	139.3	146.4	54
SL1344_0091	ksgA	169.4	175.3	78.9	119.2	105.1	217.7	171.4	91.2
SL1344_0092	pdxAa	239.4	252.2	209.8	238.3	380.4	172.7	259	273.3
SL1344_0093	surA	155.3	193.3	39.7	95.7	98.8	209.8	159.1	80.7
SL1344_0094	imp	130.7	184.7	41	83.8	111.9	186.4	139.5	90.6
SL1344_0095	djlA	64.1	66.1	33.4	51.3	72.5	93.1	65.4	54.4
STnc4180		237.3	277.3	560.6	532.7	87.3	36.4	147.4	76.7
SL1344_0096	rluA	51.1	34.6	22.1	80.6	8.5	46.2	25.5	10.6
SL1344_0097	hepA	25.8	36.7	15	40.1	6.2	26.6	16.5	5.7
SL1344_0098	polB	15.3	26.9	16.6	10.8	23.8	13.3	11.2	8.4
SL1344_0099		13.5	20	21.6	17.2	26.1	12.4	12.2	14.7
SL1344_0099A		0	0	0	0	2.8	0	2	4.8
SL1344_0100		3.9	5.9	3.1	2.3	14.6	3.3	3.7	6.1
SL1344_0101	araD	2	3	0.7	0.6	1.7	0.7	3.6	8
SL1344_0102	araA	1	1.9	1.4	0.9	2.2	1.6	2.3	3.7
SL1344_0103	araB	0.2	0.7	0.6	0.2	0.2	0.6	0.4	1.3
SL1344_0104	araC	13.1	18.4	14.3	4.6	13.9	68.6	12.8	22.3
SL1344_0105	yabI	39.8	55.3	28.8	38.4	26.6	39.3	25.9	21.6
SL1344_0106	thiQ	23.3	29	15.7	17.6	8.9	24.5	20.7	9.1
SL1344_0107	thiP	28.2	25	23.9	24.9	8.8	27.4	25.2	7.9
SL1344_0108	tbpA	39.4	30.3	19.6	34.2	17.5	46.8	37.9	11.7
SroA	SroA	25326.6	31381.6	51711	40264.3	7914.4	279.6	26758	25155.9
SL1344_0109	yabN	6.2	7.4	5.4	5.2	13	7.7	8.3	5.1
SgrS	SgrS	517	588.1	728.1	321.3	688.2	383.1	516.1	1013.8
SL1344_0109A	sgrT	0	0	0	0	0	0	0	0
SL1344_0110	leuD	4.5	6.2	2.4	4.7	97.6	5.8	6.9	3.3
SL1344_0111	leuC	3.4	3.1	1.4	2.4	52.8	5.2	2.8	3.1
SL1344_0112	leuB	5.3	9.7	3.6	4.7	106.1	8.5	4.6	5.2
SL1344_0113	leuA	1.4	6.3	1.6	1.7	31.1	2.7	1.7	1.9
SL1344_0114	leuL	541.2	2647.7	1887.1	928.4	7372.5	910.5	1257.2	2639.6
SL1344_0115	leuO	0.9	2	0.9	2.1	14.2	1.5	1.9	1.5
SL1344_0116	ilvI	8.7	8.7	6.2	9.6	9.8	11.1	10.9	9.2
SL1344_0117	ilvH	25.9	16.9	12.6	14	39.1	32.2	29.6	27
STnc1500		37.2	23.7	63.6	42.5	112	8.7	49.5	88.9
SL1344_0118	fruR	52.2	70.4	28.8	22.1	38.3	136.7	40.9	128.1
SL1344_0119	mraZ	381.3	330.7	209.3	292.4	405	469.2	439.6	288.2
SL1344_0120	mraW	216.4	215.7	90.4	180.5	157.6	261.8	237.8	165.3
SL1344_0121	ftsL	174.7	189.8	93	141.6	154.6	232.6	181.1	165.3
SL1344_0122	ftsI	210.5	258.3	199	207.6	152	218.9	277.6	293.6
SL1344_0123	murE	135.3	186	78.9	93.6	74.4	159.9	145.8	69.1
SL1344_0124	murF	122.9	153.2	46.1	71.2	58.9	137.7	120.5	64.3
SL1344_0125	mraY	115.9	150.1	50.2	80.6	75.7	133.9	122.8	63.4
SL1344_0126	murD	138.4	146.1	94.3	98.1	68.1	145.2	145.1	89.9
SL1344_0127	ftsW	111	116.7	42.5	68.3	47.7	126.8	108.8	61.3
SL1344_0128	murG	123.1	140.7	84	104.3	53.6	116.6	129.8	90.9
SL1344_0129	murC	117.6	132.2	46.1	89.1	42.3	118.5	127.7	62.7
SL1344_0130	ddl	181.7	160.3	131.9	155.9	98.6	178.7	197.1	173.6
SL1344_0131	ftsQ	180.9	214.8	110.9	142.5	103.1	183.9	188.5	131.9
SL1344_0132	ftsA	209	236.6	94.2	149.3	122.2	224.3	216.6	125.2
SL1344_0133	ftsZ	183.2	198.7	51.9	122.7	73.5	249.4	178.5	120.9
SL1344_0134	lpxC	573.6	519.2	150.7	471.2	528.9	637.9	535.7	347
SL1344_0135	yacA	124.8	189.5	70.2	58	66.7	143.1	123.4	88.5
SL1344_0136	secA	135.9	154.8	40.3	98.8	66.8	151.5	146.3	73.7
SL1344_0137	mutT	22.3	22	9.5	19.8	15.5	30.3	24	7.9
SL1344_0138	yacG	112.4	92.9	24.7	66.9	76.3	188.1	103.4	77.3
SL1344_0139	yacF	74.2	67.4	28.2	38	43.7	88.1	68.4	34.9
SL1344_0140	coaE	102.2	95.5	46.9	59.3	63.4	100.2	99.6	55.2
SL1344_0141	guaC	90.9	130.5	45.3	106	62	169.4	96.2	74.2
SL1344_0142	pilC	1	1	0.5	1	0.3	0.7	2.1	1.4
SL1344_0143	pilB	0.6	1.3	0.2	0.6	0.6	0.4	0.7	0.4
SL1344_0144	pilA	1.1	1.4	0.4	0.9	0.8	1.1	0.3	1
SL1344_0145	nadC	22.3	22.8	7.9	12.7	8.4	32.7	25.5	15.7
SL1344_0146	ampD	38	57	38.3	21.6	38.1	51.4	35	31.6
SL1344_0147	ampE	47.3	41.2	27.4	37.7	51.4	48.8	50.9	56.1
SL1344_0148		11.3	13.5	9.3	12.9	7.5	9.1	14.4	11.7
SL1344_0149		2.2	3.1	1.9	2.4	4.6	3.6	3.8	4.3
SL1344_0150	aroP	15.7	24.9	12.3	18	39.8	18.1	19.6	13.3
SL1344_0151	pdhR	886.4	698.7	1027.1	581.1	496.1	150	512.1	38.6
tp2	tp2	0.4	2.6	0	0	0	0.7	0	6.4
SL1344_0152	aceE	871.2	567.8	116.6	540	283.1	992.8	593.3	41.1
SL1344_0153	aceF	973.9	537.2	116.8	668	285.2	1164.8	655.9	58.4
SL1344_0154	lpdA	989	787.7	177.9	722	471.4	1270.8	727.2	88.5
SL1344_0155		10.1	26.2	5.7	17.6	6	9	4.2	1.5
SL1344_0156		1	2.9	1.4	2.6	2.8	1.2	0.9	1.1
SL1344_0157	yacH	2.1	3.5	1.5	1.4	2.8	3	3.2	3.7
SL1344_0159	acnB	133.1	145.6	28.3	46.9	190.3	203	121	69.2
SL1344_0160		152	192.1	284.7	155	783.7	435.8	285.8	104.5
SL1344_0161	yacL	58.7	60	58.6	38.4	96.7	84.4	58	110.5
SL1344_0162	kdgT	25.1	25.9	17.8	4	48.2	340.2	62.2	90.8
SL1344_0163		34	20.4	8	2.2	28.9	280.7	69	107.7
SL1344_0164	pdxAb	59.9	68.1	39.4	28	90.6	212.7	97	234.5
SL1344_0165		113.4	81	69.5	47.4	91	225.8	153.7	319.3
SL1344_0166	speD	123.5	104.8	34.4	118.4	78.7	141.2	63.1	7.2
SL1344_0167	speE	80.2	67.4	37.6	71.3	50.7	82.7	46.4	11.1
SL1344_0168	yacC	108.7	423	143.5	70.4	168.4	120.8	116.5	116.5
SL1344_0169	cueO	18.7	9.9	6.8	12.8	12.2	17.7	60.5	18.3
SL1344_0170	gcd	6.4	7.5	2.9	28.4	60.9	15.3	16.9	7.5
SL1344_0171	hpt	259.5	180.3	163.7	198.8	125	273.3	160.9	50
SL1344_0172	yadF	406.7	429.1	206.4	340.8	468.8	544.6	471	89.8
SL1344_0173	yadG	26.5	28.9	12.7	22.6	32.4	42.6	30.9	13.9
SL1344_0174	yadH	17.1	20.7	5.3	16.3	25.4	31.7	24.2	16.1
SL1344_0175	stiH	2.5	2.9	3.6	3	3.3	3.6	3.1	5.2
SL1344_0176	stiC	1	1.6	0.7	1	1.7	1.2	1.7	1.2
SL1344_0177	stiB	0.4	2.1	0	0.4	1.2	0.5	0.5	1
SL1344_0178	stiA	2.2	3.8	1.2	1.5	9.8	1.7	2	4.5
SL1344_0179	yadI	3.7	2.8	9.7	3.4	8.9	3.4	4.6	192.2
SL1344_0180	yadE	21.3	21.6	11.7	18.9	17.3	21.8	18.9	26
STnc4190		54.7	53.8	26.8	26	68.8	22.4	72.9	61.8
SL1344_0181	panD	236.5	140.4	76.9	99.8	82.7	288.9	305.7	125.9
SL1344_0182	panC	62.6	51.2	12.4	28.6	17.7	91.6	47.4	29.7
SL1344_0183	panB	48.2	46.9	16.7	21.4	10.8	72.8	38.6	26.3
SL1344_0184	folK	44.8	82.9	40.6	46.2	12.1	38.1	39.4	5.9
SL1344_0185	pcnB	167.1	201.8	83.6	136.4	33.9	137.1	128.6	35.2
SL1344_0186	yadB	34.8	59.6	33.5	27.9	23	40.6	27.3	11.5
SL1344_0187	dksA	459.6	368.8	122.8	184.2	412.6	892.5	419.6	225
SL1344_0188	sfsA	46	43.8	17.9	24	145.3	60	53.9	59.3
SL1344_0189	ligT	52.4	26.9	46.5	41.5	119.1	84.2	71.2	77.4
SL1344_0190	hrpB	38	26.7	23	27.4	24	35.5	36.9	24.6
SL1344_0191	mrcB	66.1	61.4	26.7	54.9	45.3	97.8	73.4	38.5
STnc3250		139.8	149.5	231	129.9	110.1	351.5	412.6	31.6
SL1344_0192	fhuA	139.2	226.4	46.9	110.1	49.5	399.9	354.1	7.9
SL1344_0193	fhuC	73.4	97.4	37.1	39.8	11.1	178.1	148.1	3.6
SL1344_0194	fhuD	80.7	139.9	57.3	55.4	12.4	140.4	161.8	4.5
SL1344_0195	fhuB	56.3	94.8	37.5	36.8	9.4	109.7	114.6	4.4
SL1344_0196	stfA	2.7	3	2	2.2	4.3	2.1	2.6	1.3
SL1344_0197	stfC	1.1	1.2	1	1.2	3.5	2.4	1.8	2.4
SL1344_0198	stfD	0.6	0.6	0.4	0.7	0.5	0.5	0.6	0.2
SL1344_0199	stfE	0.6	0.9	0.3	1.2	1.1	1	1.5	1.2
SL1344_0200	stfF	2.3	1.7	0.3	1.7	2.5	3.2	5.3	3
SL1344_0201	stfG	1.5	0.4	0	1	0	2	0.9	1.1
SL1344_0202		9	7.4	3.9	7.6	13.8	6.9	11	20
STnc1510		98.2	121.8	92.8	136.7	166.9	45.6	178.6	335.5
SL1344_0203	hemL	89.7	90.2	41.8	76	50.4	123.4	81.2	50.2
SL1344_0204	clcA	25.9	33.4	30.3	34.6	44.5	29.9	34	40.7
SL1344_0205	yadR	893.1	676.7	555.1	823.9	863.4	931.2	583.1	67
SL1344_0206	yadS	17.6	12	7.1	15.6	10.7	21.1	17.2	9.4
SL1344_0207	btuF	33.2	34.9	17.8	24.7	22.8	36.9	33.8	16.9
SL1344_0208	mtn	57.9	61.4	22.7	61.9	70	80.8	57.8	31.2
SL1344_0209	dgt	17	14.9	9.3	10.2	34.5	28.9	21.7	21.8
SL1344_0210	htrA	35.8	48.6	9.6	24.6	67.8	58.3	38.9	29.9
STnc3100		127.7	106.3	92.3	107.5	235.9	149.3	116.2	164.7
SL1344_0211	cdaR	5.6	13.4	22.3	2.3	5.4	35.5	5.1	32.8
SL1344_0212	yaeH	294.9	320.9	355.3	98.9	363.7	639.9	331.1	1003.5
SL1344_0213		11.8	16.4	15.8	17.1	23.9	20.3	13.7	13.6
STnc3110		42.1	61.2	80.5	56.6	153.6	48.7	50.3	95.9
SL1344_0214	dapD	173.1	208.6	64.1	91.2	186.5	329.4	275.1	190.1
SL1344_0215	glnD	28.2	22.5	11.3	14.9	10.2	42	30.6	15
SL1344_0216	map	123.7	134.8	76	89.2	123.7	197.8	143.8	63
t44	t44	2494.4	1854.1	574.7	2064.4	1585.1	1866.3	1789.3	347.1
SL1344_0217	rpsB	1975.2	1423.1	584.6	1777.8	1213	1860.9	1347.5	178.7
SL1344_0218	tsf	1372.9	983.1	367.3	1078.7	691.2	1353.8	790.6	131.2
SL1344_0219	pyrH	306	263.6	69	249	113.6	429.5	184	36.2
SL1344_0220	frr	873.5	654.3	359.4	698.8	544.5	1106.4	668.5	307.2
sRNA1		774.6	524.6	699.4	889.6	351.1	427.1	658.2	633.6
SL1344_0221	dxr	69.3	57.7	33.5	68.7	33.5	80.2	47.8	28.6
STnc920		653.2	444.3	424.3	441.8	1012	387.5	584.4	378.7
SL1344_0222	uppS	194.2	221.8	92.5	169.5	54.1	193.1	142.2	48.5
SL1344_0223	cdsA	118.8	145.7	74.6	102.3	57.8	123.3	101.5	49.6
SL1344_0224	yaeL	250.8	225	168.8	200.4	187.5	253.2	225.2	121.2
SL1344_0225	yaeT	344.2	261.6	122	258.3	181.2	330.1	336.7	134.8
SL1344_0226	hlpA	1232.2	896.3	523.4	865.2	450.6	1272.5	1292.9	389.1
SL1344_0227	lpxD	393.3	249.8	148.7	293.8	280	387.3	349.1	166
SL1344_0228	fabZ	285.7	273.3	100.2	217.8	206.7	424	253.3	105.8
SL1344_0229	lpxA	220.4	189.2	62.4	222.1	104.3	271.4	182.2	75.6
SL1344_0230	lpxB	109.4	164.4	113.5	92.5	53.1	86.7	91.4	34
SL1344_0231	rnhB	94.7	140.3	82.3	76.1	49.4	94	75.4	34.7
SL1344_0232	dnaE	98.1	104.1	54.2	77.7	33.9	102	77.3	32.2
SL1344_0233	accA	148.1	144.1	42.6	113	62.5	210.3	122.6	59.2
SL1344_0234		12.4	11	10.4	12.5	10.9	11.1	14.5	13.8
SL1344_0235	ldcC	24.4	23.1	22.3	12.4	23.7	39.8	30.6	25.6
SL1344_0236	yaeR	46.4	29.8	29.8	17.3	65.1	95.9	58.6	51.6
SL1344_0237	mesJ	35.1	27	21.1	16.7	20.5	46.2	34.9	19.5
SL1344_0238	rof	309.6	186.2	147	230.3	1748.8	543.6	533.2	837.9
SL1344_0239	yaeP	270.4	250.9	191.3	194.6	1280.8	469.7	409.3	720.1
SL1344_0240	yaeQ	41.9	31.9	33	47.6	38.1	55.3	43.6	23.8
SL1344_0241	yaeJ	58.7	48.5	49.5	41.3	114	66.9	65.4	84
SL1344_0242	cutF	38.9	38.4	15.9	33.3	95.4	54.6	40.6	34
SL1344_0243	proS	125	151.6	24.5	78.9	31.5	149.6	105.1	34.5
SL1344_0244	yaeB	76.8	60.6	49.2	49.1	27.9	73.5	73.8	32.9
SL1344_0245	rcsF	125.4	140.3	97.4	91.9	143.9	212	139.3	100.8
SL1344_0246	metQ	121.7	127	65.2	170.1	193.4	147.2	151.1	110.5
SL1344_0247	yaeE	37.7	42.2	28.8	55.9	69.3	45.8	34.6	24
SL1344_0248	abc	25.8	22.5	9	53.6	51.5	44.8	24.1	13.3
SL1344_0249	yaeD	93.9	97.3	87.5	65.6	61.6	117.9	84.3	54.1
SL1344_0250	dkgB	22.5	141.3	12	22.4	10.6	30.4	23	13.7
SL1344_0251	yafC	4.3	5.4	3.9	1.8	13.6	7.9	6.7	9.5
SL1344_0252		3.2	4.1	1	1.2	2.2	3.8	4.3	3.3
SL1344_0253	yafD	45.7	42.5	10.9	18	76.5	70.6	64.8	77.2
SL1344_0254	yafE	18.5	26.9	5.1	5.6	19.2	13.7	14	20.9
SL1344_0255	dniR	214.6	247.7	95.5	223	71.9	192.9	155.7	55.7
SL1344_0256	gloB	13.6	16.7	11.7	12.9	21.4	32	17.8	17
SL1344_0257	yafS	20	36.1	22.9	14.2	31.3	28.5	22.8	29.6
SL1344_0258	rnhA	69	79.3	62.6	48.9	30.6	86.4	62.7	32.9
SL1344_0259	dnaQ	52.4	49.3	26.6	33.5	52.4	66	52.4	43.9
SL1344_0260	sciA	2.1	2.6	1.7	1.8	1	3.6	2.4	4.1
SL1344_0261	sciB	1.5	1.7	1	1.4	0.5	3.6	2.7	1.4
SL1344_0262	sciC	3.2	2.6	1.8	1.6	0.9	3.3	2.9	4
SL1344_0263	sciD	3.9	2.1	2	1.9	2.4	4.7	4.9	4.6
SL1344_0264	sciE	3.2	2.5	2.6	3	2.5	3.2	4.8	5.7
SL1344_0265	sciF	0.6	1.1	0.9	0.4	0	1.5	0.9	2.8
SL1344_0266	sciG	2	1.5	1.1	2.2	4.1	3.9	2.8	1.9
SL1344_0267	sciH	1	2.3	0.6	1.7	2.8	3	1.6	1.3
SL1344_0268	sciI	1.5	2.1	0.5	1.3	1.9	1.6	2.3	1.2
SL1344_0270	sciJ	2.5	4.2	1.8	1.8	7.2	1.6	3	1.9
SL1344_0271	sciK	0.7	2.1	1	0.6	2.8	0.7	0.7	0
SL1344_0272		6.5	14.5	8.8	7.8	13	5	5.7	5.3
SL1344_0273		2.3	7	1.3	2.1	4.4	1.2	2.8	2.6
SL1344_0274	sciK1	0.8	0.9	0.3	0.6	3.9	0.5	0.5	0.6
SL1344_0275	sciN	0.8	0	0.3	1.3	1.6	0.4	0.4	0.5
SL1344_0276	sciO	0.7	0.5	0.9	0.6	1.8	1.3	0.3	1.1
SL1344_0277	sciP	1.4	0.6	1.1	1.1	1.7	1.8	2.2	1.4
SL1344_0278	sciQ	1.6	2.4	1.7	2.3	5.9	3	2.2	1.7
SL1344_0279	sciR	1.1	1.4	1.5	0.9	8.7	3.5	1.9	1.3
SL1344_0280	sciS	2.5	2.1	1.1	1.7	2.9	2.2	2.3	2.1
SL1344_0281	sciT	1.2	0.5	0.4	1.5	0.9	1.8	1.7	0.7
SL1344_0282	sciU	2.3	1	1.2	0.6	4.5	4.2	2.6	1.7
SL1344_0283	sciV	7.1	4.8	3.8	4.4	10.8	6.5	5.1	9.3
SL1344_0284	vgrS	1.2	1.4	1.1	1.1	2.4	1.8	1.8	1.6
SL1344_0285	sciW	0.5	1.9	0.4	0.9	1.1	1.6	1.1	0.3
SL1344_0286		9.5	6	10.6	12.3	16.8	14.9	10.6	9.4
SL1344_0286A		85.1	58.1	126.5	121.5	171.1	188	75.2	59.5
SL1344_0286B		34.9	54	33.7	33	68.9	32.9	39.7	44.9
SL1344_0288	sciX	26.5	71.4	24.2	22.4	68.2	40.9	29.9	27.8
SL1344_0289	sciY	4.9	22	18.1	6.9	18.5	7.6	6.9	1.5
IsrA	IsrA	0.2	2	1.2	0	0	0.3	0.3	0
SL1344_0291		8.2	12.1	10.1	13.6	17.1	10.9	6.2	4.2
SL1344_0292		1.3	0	1	0.9	3.3	1.1	2.7	0.5
SL1344_0293		5.8	7.4	3.5	10.6	3.6	2.5	8.5	11.1
SL1344_0294		0.1	0.4	0	0	0.4	0	0.5	0
SL1344_0295	safA	7.2	11.7	8.9	7.4	42.2	10.4	12.2	14.2
SL1344_0296	safB	2.4	2	3	1.7	12.4	4.6	3.9	3.4
SL1344_0297	safC	5.3	2.6	3.5	3.3	4.3	6.6	8.1	7.2
SL1344_0298	safD	8.4	7	3.8	5.2	4.7	8.2	10	6.4
SL1344_0299	ybeJ	2	1.8	1.2	1.2	2.9	2.1	2.9	2.6
SL1344_0300	sinR	20.6	32.8	23.3	17.6	75.7	27.8	45.9	12
SL1344_0301		7.3	22.1	6.8	3.1	17.4	4.3	7.8	5.9
SL1344_0302	pagN	17.3	38	31.4	44.5	86.9	41.4	27.2	51.5
SL1344_0303	sciZ	19.3	18.8	12.4	19.6	17.5	25.7	21.8	18.9
STnc1030		6	6.1	8	14.6	9.2	9.1	11.8	13.3
STnc1040		5.7	8.6	3.4	5.6	24.9	7.3	15	5.9
SL1344_0304	yafV	18.1	31.3	13	10.6	37.5	30.2	24.3	25.3
SL1344_0305	fadE	6.9	12.4	8.5	6.6	31	15.6	11	16.8
SL1344_0306	gmhA	127.1	144.3	74.1	75.9	86.2	186.9	121.2	109.2
SL1344_0307	yafJ	57.2	55.3	7.9	30.5	16	81.9	53.3	43.3
SL1344_0308	yafK	68.3	111.9	48.6	72.7	17.2	101.7	66.9	34.7
SL1344_0309	dbh	25.8	61.5	23.6	12.8	37.6	29.7	23.2	15
SL1344_0310		9.9	13.4	3.7	10.5	11.6	10.5	9.6	5.4
SL1344_0311	prfH	4.9	5.4	4.3	4.4	5	3.4	4.3	5.8
SL1344_0312	pepD	136.5	112.8	27.5	71	46.8	221.6	168.4	127.8
SL1344_0313	gpt	284.6	238.1	139.1	194.8	58.3	273.8	188.5	40.7
SL1344_0314	frsA	57.9	55.3	28.1	32.7	59.1	80.3	61.7	52.5
SL1344_0315	crl	389	355.9	260.6	217.4	490.4	563.3	510.6	161.9
SL1344_0316	phoE	5.1	6.7	4.4	4	7.3	5.2	7.1	10.7
SL1344_0317	proB	47.9	52.4	16	30.5	39.4	96.3	67	41.6
SL1344_0318	proA	52.7	45.4	16	30.7	21.7	69.6	58.3	33.1
SL1344_0319		0.6	0.3	1	0.5	0.6	0.7	0.6	0.7
SL1344_0320	dhaF	1.1	2.9	0.9	0.6	0.7	0.8	1.3	2
SL1344_0322		87.8	168.9	255.6	18	108.3	598.6	147.8	2692.8
SL1344_0323		0.7	2.4	1.8	1.3	3.5	1.6	0.8	4.3
SL1344_0324	leuC2	1	1	1.3	0.8	1.5	1.2	1	2.3
SL1344_0325	leuD2	1.4	0.3	0	0	0.5	1.7	1.2	0.2
SL1344_0326		3	2.4	0.9	1.5	3.1	4.2	4.7	3.6
SL1344_0327		7.2	5.4	6.3	5.9	6.9	6.1	8.3	8.6
STnc3270		52.3	88.1	92.1	54.1	172.5	94.6	69.2	140.9
SL1344_0328		8.2	7.5	4.7	5	8.6	13	11.2	9.3
SL1344_0329		6.5	9.9	7.2	10.4	20	6.4	9.3	13.6
SL1344_0330		3.4	6.2	4.1	4.1	22.6	5	6.3	6.8
SL1344_0331	stbE	5.1	7.6	5	6.1	8.3	5.4	10.6	7.7
SL1344_0332	stbD	5.5	4.2	3.5	5.8	6.4	4.4	6.7	5.7
