Locus Tag	Name	MEP	Cold shock (15C)	pH3 shock	pH5.8 shock	NaCl shock	Bile shock	LowFe2+ shock	Anaerobic shock
SL1344_3644		3.4	3.1	2.4	2.9	3.8	5.6	3.5	4.8
SL1344_3645	aldB	4.1	3.4	2.8	2.2	4.7	10	6.9	13.9
SL1344_3646		6.3	7.5	5	4.1	13.5	8.2	9.1	7.8
SL1344_3647	selB	26.5	25.1	12.3	16.4	17.2	37.9	29.5	73.1
SL1344_3648	selA	41.7	19.7	23.6	31.4	26.4	40.2	41	81.5
SL1344_3649	yibF	30.2	30	16.1	14	79.5	57.8	35.4	53.2
SL1344_3650	mtlA	18.1	18.1	5.5	11.3	14.3	45.2	30.1	54.9
SL1344_3651	mtlD	57.4	47.6	25.6	45.8	22.1	56.2	63.1	59.9
SL1344_3652	mtlR	36.4	45.3	18	26.1	11.8	39	44.2	42.7
SL1344_3653		9.5	17.8	6.2	8.4	172	17.7	20.6	41.5
SL1344_3654	yibL	158	186.2	276	114.8	99.1	135.7	138.9	78.2
SL1344_3655		0.8	1.5	0.7	0.6	0.2	0.2	0.7	0.4
SL1344_3656	sadA	2.8	2.6	2.1	2.2	10.8	3.3	4.1	3.6
STnc380		20.3	55.7	81.8	33.8	134.1	21.6	23.4	10.6
SL1344_3657	lctP	5.6	41.2	27.1	4.9	14.3	164.9	9.9	5
SL1344_3658	lctR	8.6	51.5	20.9	4.5	12.3	58.8	13.9	5.7
SL1344_3659	lctD	13.6	53.8	12.4	3.4	6.7	15.4	17	6.6
SL1344_3660	yibK	39.3	51.6	16.6	30.8	18.3	51.1	28.2	9.6
SL1344_3661		38.5	34.5	16.5	26.5	24.2	41.3	31.7	39.8
SL1344_3662		4.6	4.7	1.8	1.8	3.4	4.8	2.9	8.6
SL1344_3663		6.3	10.2	6.9	6.1	9	8.6	9.3	10.7
SL1344_3664		14.2	24.6	21.8	7	29	8.6	10.7	31.7
SL1344_3665	cysE	102.9	122.3	69.7	57.8	31.7	156.2	93.2	37.2
SL1344_3666	gpsA	325.1	214.5	142.3	188.9	169.6	506.4	355.7	193.5
SL1344_3667	secB	545.1	475.8	291.4	315.1	451.1	728.8	532	348.6
SL1344_3668	grxC	658.4	483.8	249.4	391.9	362.5	783	583	285.4
SL1344_3669	yibN	554.3	491.5	328.5	394.9	280.5	811.9	447.3	195.9
SL1344_3670	pmgI	16.2	28.5	9.3	24.3	13.8	20.3	12.6	155.7
SL1344_3671	yibP	189.8	265.6	213.2	178.1	172.8	231	173	160.1
SL1344_3672	yigQ	51	93.9	29.7	35.3	13.1	52.6	39.4	11.9
SL1344_3673	yibD	10.8	17.2	12.7	13.7	11.7	20.9	11.4	4
SL1344_3673A		301.6	131.3	113.2	126.3	85.2	509.6	242.7	356.8
SL1344_3674	tdh	273.5	294.4	90.8	103.5	98.2	445.8	236.3	280.9
SL1344_3675	kbl	160.3	172.3	37.5	59.2	52.8	350.6	125.2	143.3
SL1344_3676	rfaD	149.8	193.8	68.4	99.8	167.1	233.8	130.4	137.4
SL1344_3677	rfaF	119.5	120.8	53	72.1	64.1	160.4	104.4	87.4
SL1344_3678	rfaC	123.8	101.1	69.1	86.2	63.2	149.2	101.7	47.1
SL1344_3679	rfaL	192	221.7	237	157.3	160	241.9	168.2	50.9
SL1344_3680	rfaK	75	93.3	81.5	74.7	62.5	66.9	65.6	27.8
SL1344_3681	rfaZ	154.2	327.1	155	142	131.1	187.8	169.9	60.1
SL1344_3682	rfaY	149.2	235.4	266.3	155	99.8	185.3	161.3	48.6
SL1344_3683	rfaJ	165.5	219.8	215.2	170.8	100.8	176.4	181.5	68.6
SL1344_3684	rfaI	177.6	209.6	249.6	182.8	105.7	238.6	208.9	88.8
SL1344_3685	rfaB	126.9	144	156.4	119.9	68	143.6	134.5	56.7
SL1344_3686	yibR	204.7	252.5	224.5	183.3	75	251.9	194.9	98.8
SL1344_3687	rfaP	104.1	115.9	86.2	83.2	35	110.8	93.9	45.8
SL1344_3688	rfaG	101.5	106	42.5	71.1	32.3	115.8	76.4	36.2
SL1344_3689	rfaQ	90.8	76.5	42.1	73.6	36.4	97.1	82.1	51.6
SL1344_3690	kdtA	134.8	160	155.9	89.9	24.5	122.8	105.3	39.2
SL1344_3691	coaD	116.8	129.6	48.4	57.2	29.8	150.9	107.3	54.1
SL1344_3692	mutM	21.3	28.7	7.3	15.9	39.6	17.5	34	10.7
SL1344_3693	rpmG	4917.8	5956	4225.7	6581.8	2189.9	4287.7	3701.5	470.6
SL1344_3694	rpmB	6199.6	7912.1	7282.4	8497.7	3495.1	4406.7	5155.3	595.6
SL1344_3695	radC	41.7	80	73.5	21.5	40.4	92.9	34.5	44.4
SL1344_3696	dfp	111.1	127.9	75.2	84.7	75.5	170.4	105.9	56.8
SL1344_3697	dut	136.2	171.9	52.4	88.1	79.6	184.9	106.9	59.5
SL1344_3698	slmA	120.7	118.1	32.1	88.4	42.5	138.9	115.3	47.3
SL1344_3699	pyrE	109.8	73.3	28.8	28.2	22.3	216.1	92.6	15.1
SL1344_3700	rph	172.5	131	74.2	122.8	78.2	160.2	128.7	26.1
SL1344_3701	yicC	122.6	98.6	56.3	79.5	76.9	169.5	107.2	82.8
SL1344_3702		12.1	13.5	9.2	6.9	12.9	14.5	16.1	19.1
SL1344_3703		4	3.1	1.7	4.8	5	7	5.5	3.2
SL1344_3704		134.5	79.8	31	38.5	38.1	112.5	30.8	43.6
SL1344_3705	ligB	3.2	3.2	3.8	2.2	2.6	5.5	3.4	5.2
SL1344_3706	gmk	265.1	243.9	177.9	154.8	168.5	336.4	239.1	140.4
SL1344_3707	rpoZ	696.8	761	503.5	579.9	450.1	648.3	555.9	157.2
SL1344_3708	spoT	343.1	254.2	127.7	194.4	86.3	310.7	262.6	74.3
SL1344_3709	spoU	192.4	209.7	111.7	103.7	44.2	179.8	155	49.6
SL1344_3710	recG	84.3	89.5	48	34.1	12.6	81.6	59.3	15.1
SL1344_3711		36.6	29	16.5	30.3	62.8	53.5	53.4	17.3
SL1344_3712	gltS	28	32.3	11.4	24.6	55	45.8	31.8	14.3
SL1344_3713	yicE	32.5	25.5	5.8	8.7	11.1	26.2	30.8	2.6
SL1344_3714	yicH	40.4	43.6	27	27.1	63.4	76.7	64.2	67.2
SL1344_3715	yicI	2.4	3	1.1	2.2	1.9	3.2	2.8	3.3
SL1344_3716	yicJ	2	9.7	3.4	2	4.7	2.5	2.6	5.2
SL1344_3717		8.7	7.9	6.2	15	51.3	10.4	19.9	19.3
SL1344_3718	sugR	57.3	49.9	36.2	31.7	34.6	65	54.8	39.1
SL1344_3720	rhuM	35.5	43.5	19.9	20.5	28.2	38	29.4	24.7
SL1344_3722	rmbA	0.4	1	0.5	1.1	5	1.5	0.6	1.2
SL1344_3723	misL	5.6	9.3	6.7	5.5	5.8	5.5	7.8	6.9
SL1344_3724	fidL	8.5	15.5	10.8	12.3	22.2	17.1	13.7	7.4
SL1344_3725	marT	4.9	22.9	4.1	6.3	25.3	5.9	6.9	5.2
SL1344_3726	slsA	9.3	7.9	4.6	16.1	68.8	20	22.8	26.8
SL1344_3727	cigR	49.3	40.2	47.4	51.6	71	93.4	94.8	114.8
SL1344_3727A	mgtR	7.4	11.1	7	26.2	47.6	16.3	14.2	4.6
SL1344_3728	mgtB	4.6	4.4	2.8	16.4	18.1	6.1	5.7	6.2
AmgR	AmgR	2.6	1.7	1.9	4.6	18.5	1.9	2.8	3
SL1344_3729	mgtC	2.2	15.5	2.4	32.3	39.7	2.7	4.3	3.5
SL1344_3730	yicL	16.5	31.5	17.4	35.2	44	20	17.9	13.3
SL1344_3731		11.8	9.2	8.9	8.5	11.9	21.9	16.6	20.2
SL1344_3732		6	4.5	4.8	5.5	3.9	4.2	6.6	19.8
SL1344_3733		4.2	3.2	1.2	1.6	4.3	7.2	5.4	15.4
SL1344_3734		2.3	2.7	0.4	0.5	2	5.2	2.8	10.1
SL1344_3735		2.3	2.2	0.2	1.4	3.2	2.2	2.2	11.4
SL1344_3736		0.8	0.4	0.3	0.8	1.1	2.4	0.7	8.8
SL1344_3737		1	2.9	0	1.3	0.4	1.6	0.3	14.7
SL1344_3738		17.1	21	14.4	11.9	18	32.3	21.8	28.1
STnc4040		66.9	30.1	63.4	58.9	75.6	93	64	444.3
SL1344_3739		3.3	4.9	4.5	2.8	51	9.1	8.2	14.6
SL1344_3740		6.4	6.7	5.1	2.7	15.2	29.1	7.7	27
SL1344_3741	nepI	16.4	31.6	5.5	24.9	13.4	4.7	21.5	3.8
SL1344_3743		33.1	23	28.2	23.7	66.7	36.9	24.4	34.9
SL1344_3744		17.3	17.9	6.6	10.9	32.6	18	13.7	16.3
SL1344_3745		17.5	29.2	41.8	21.5	44.2	30.6	25.8	169.7
SL1344_3746		3	4.8	2.1	2.8	8.9	2.4	3.2	7.5
SL1344_3747		7.2	6.7	3.9	4.9	5.3	8.5	6.9	7.1
SL1344_3748		6.2	9.6	5.2	3.8	8.5	8.2	8.8	8.7
SL1344_3749		15.5	43.2	40.9	7.5	38.5	61.1	13.8	50.1
SL1344_3750		16.8	30.6	43.5	6	21.6	65.9	15.5	42.8
SL1344_3751		19.3	33.2	74.8	4.5	13.3	144.2	17.3	49.9
SL1344_3752	yicN	40.4	38.9	32.9	22.1	28.6	62.7	39	25.2
SL1344_3753	uhpT	3.5	5.1	3.9	2.9	3.1	2.8	4	6.2
SL1344_3754	uhpC	12	21.8	9.2	13	2.8	8.1	7.3	3
SL1344_3755	uhpB	20.1	30.9	22.3	18.4	3.1	12.9	11.4	2.5
SL1344_3756	uhpA	23.7	24.6	27.4	25.4	13	35.1	21.4	1.4
SL1344_3757		8	13.3	5.6	6.9	6	9.1	6.4	12
SL1344_3758		4.2	9.6	4.4	2.4	4.4	6.6	4.2	12.7
SL1344_3759		4.8	8.6	22.6	2.2	9.4	24.5	3.7	29.4
SL1344_3760		11.9	12.4	7.7	11.9	15	29.2	11.3	16.2
SL1344_3761	ilvN	10.6	18.5	7.9	5.1	31.6	22.8	7.9	15.2
SL1344_3762	ilvB	5.1	14.2	6.6	3.7	15	11.2	5.4	9.5
SL1344_3763	ivbL	744.9	1928.9	3583	218.7	1819.4	1440.2	832.6	3950.1
IstR	"IstR-1,2"	179.1	402.1	399.3	239.8	615.8	51.2	183.2	183.8
SL1344_3765		4	12.4	6.6	3.1	6.3	3.2	3.5	5.2
SL1344_3766	emrD	33.3	27.6	17.3	39.8	6.5	43.9	55.5	24
SL1344_3767		21.3	36.7	38.6	17.3	13.8	53.4	32.5	108.8
SL1344_3768	dsdC	13.1	20.6	12.2	5.4	12.7	69.7	16.3	52.2
SL1344_3769	dsdX	25.6	38.1	27.3	4.2	7.3	161.1	34.1	478
SL1344_3770	dsdA	39.6	51.6	25.5	10.9	8.9	60	46.8	577.6
SL1344_3771	yidF	42.9	55.4	31.8	26.2	33.4	134	49.4	214.2
SL1344_3772	yidG	29.5	23.4	10.4	17.5	16.4	40.8	35.5	33
SL1344_3773	yidH	36.4	29.2	27.3	33.4	40.6	73.6	50.8	33.6
SL1344_3774	yidE	11.9	29.9	16.7	7.6	32.3	13	23.1	102.1
SL1344_3775	hslS	196.6	255	48.5	130.3	1360.1	132.6	788.1	46.3
STnc2110		181.6	349.2	66	92.6	1542.6	194.1	599.5	70.1
SL1344_3776	hslT	187.3	265.1	28.1	96	1870.8	141.7	496.2	93.1
SL1344_3777	yidQ	22.4	25.3	45.3	13.7	100.9	172.6	34.4	122.3
SL1344_3778	yidR	16.4	16.4	9.1	10	23.1	17.2	16.4	17.8
SL1344_3779	ccmH1	1.2	1	0.3	0.8	1	1.5	1.6	1.8
SL1344_3780	ccmG1	0	0	0	0	0	0	0	0
SL1344_3781	ccmF1	0	0	0	0	0	0	0	0
SL1344_3782	ccmE1	0.4	0	0.3	0.6	0.4	0.2	0.3	0
SL1344_3782A	ccmD1	0	0	0	0	0	0	0	0
SL1344_3783	ccmC1	0	0	0	0	0	0	0	0
SL1344_3784	ccmB1	0	0	0	0	0	0	0	0
SL1344_3785	ccmA1	0	0	0.3	0.2	0.3	0	0.2	1.1
SL1344_3786	yhjA	0.8	2.4	0.7	0.7	2.8	2.2	1.2	10
SL1344_3787	torD	4.4	3.6	4.1	2.4	2.7	3.1	3.6	4.1
SL1344_3788	torA	1.9	1.6	1.5	1.6	2.3	2.1	2.5	3.2
SL1344_3789	torC	0.5	0.7	0.7	0.9	1.2	1	1	3.1
SL1344_3790	torR	34.6	30.8	37.6	28.1	89	182.2	41.7	102.4
SL1344_3791	torT	4.8	2.6	3.1	4.2	7.9	6.4	4.2	29.6
SL1344_3792	torS	9.8	11.1	8.3	7.1	9.5	9.5	9.2	9.8
SL1344_3793	dgoT	1.7	4.6	1.8	1.3	3.2	1.4	3.1	3.1
SL1344_3794	dgoD	2.5	3.6	1.6	0.6	2.4	2.9	3.8	3.6
SL1344_3795	dgoA	3.4	0.7	2.1	1.8	1.4	2.5	3.1	1.8
SL1344_3796	dgoK	4.3	4	2.2	2.8	7	9.4	6.6	3.1
SL1344_3797	dgoR	10.7	11.4	5	4.7	16.3	23.8	12.7	7
SL1344_3798	yidA	39	43.6	24	20.1	58.8	53.1	39.4	51.1
SL1344_3799		0.9	0.7	0.8	0.9	4.6	1.5	1.9	4.7
SL1344_3800		2.2	1.7	1.2	1.5	5	3.4	3.5	7.4
SL1344_3801		7.3	15.5	33	2	4	61.9	5.8	87.5
SL1344_3802	gyrB	143.7	184.6	47	119.9	67.2	172.7	120.6	53.4
SL1344_3803	recF	78.9	93.6	29.1	69.3	83.9	69	64.9	22.5
SL1344_3804	dnaN	76.6	91.5	29.4	83.2	34.8	116.2	74	31.5
SL1344_3805	dnaA	110.2	157.2	81.1	119.2	72.1	157	113.6	47.4
SL1344_3806	rpmH	8724.3	8361.1	11401.3	12913.2	7727.5	8716.5	7782	849.3
RNaseP	RNaseP	578.2	511.4	394.2	600.9	217.7	272.4	417.8	57.1
SL1344_3807	rnpA	0	0	0	0	0	0	0	0
SL1344_3808		256.6	250.7	51.4	160.5	48.9	233.4	162.8	18.8
SL1344_3809	yidC	234.9	278.7	57.6	175.8	41.6	280	150.3	28.3
STnc4250		475.6	837.1	504.6	617.5	107.6	359.1	399	232.9
SL1344_3810	thdF	23	34	8.6	21.1	5.2	25.8	17.9	4.9
STnc3170		4.1	12.5	7.1	5.8	19.1	27.1	7.3	32
SL1344_3811	intA	1.9	2.7	1.2	1.4	2.7	1.7	1.9	1.3
STnc400		32083.5	43686.5	72022.9	58351	29017.5	8556.9	52838.1	86263.1
SL1344_3812		195.4	309.8	191.2	147.4	144.2	257	201	82.1
SL1344_3813		137.1	303.7	177.2	84.1	102.1	235.7	146.3	58.2
SL1344_3814	yidY	4.5	7	3.9	3.8	4.9	4.3	5.1	5.8
SL1344_3815	yidZ	9.2	7.3	4.9	7	11.5	12.3	13.5	13.1
SL1344_3816	yieE	38.3	69.1	31.4	27.9	68.3	77.3	54.6	74.8
SL1344_3817	yieF	51.5	56	34.1	31.5	60	93.8	77.1	126.1
SL1344_3818	yieG	42.5	37.7	16.9	27.9	24.3	52.1	41.9	17.8
SL1344_3819	yieH	64.1	49.5	32	34.1	72.9	94.4	76.2	55.7
STnc1860		553.9	373.2	818.4	542.8	691.7	60.3	656.8	787.5
SL1344_3820	phoU	45.1	40.8	16	15.5	156.8	58.1	54.7	17.1
SL1344_3821	pstB	45.8	29.2	12.1	16.3	277.8	68.3	51.1	17.9
SL1344_3822	pstA	24.8	25.1	6.6	10.9	213.6	39.4	36.1	9
SL1344_3823	pstC	26.7	32.4	13.6	15.1	230.8	42.5	36.2	12
SL1344_3824	pstS	32	18.9	9.9	13.4	481.4	61.3	43.8	12.6
SL1344_3825		6	8.5	6.4	5.7	13	8.3	12.2	12.4
SL1344_3826		1.2	3.5	0.2	0.3	2.3	3.8	3.8	1.2
SL1344_3827		9	8.8	6.3	6.4	35.3	19.5	12.1	11.2
SL1344_3828	glmS	260.8	206.7	58	101.9	107.7	302	148	116.1
SL1344_3829	glmU	677.1	778.8	443.1	305.4	342.6	592.7	351.7	180.4
SL1344_3830		21.1	41.5	25.1	13.9	27.5	19	16.5	15.7
SL1344_3831	atpC	1749.8	918.2	424	1009.2	212.2	1697.6	1218.2	275.9
SL1344_3832	atpD	913.2	651.2	127.9	483.5	128.8	1018.9	654.2	150.3
SL1344_3833	atpG	1083.9	716.6	349.4	581.7	131.9	1062.2	757.6	175.4
SL1344_3834	atpA	1161.9	929	224.9	633.7	153.4	1318.1	784.5	198.7
SL1344_3835	atpH	1653.2	1229.3	308.4	890.3	181.9	1536.3	1101.9	299.6
SL1344_3836	atpF	2761	2035.1	732.3	1442.8	353.5	3587.3	1892	534.5
SL1344_3837	atpE	2390.4	3142.9	1928.8	1368.1	548.9	3393.1	1597.8	454.3
SL1344_3838	atpB	868.9	809	505.7	601.7	208.8	1114.3	625.1	211.6
SL1344_3839	atpI	707.7	542	412	463	286.2	943.5	584.3	250.2
SL1344_3840	gidB	73.8	111.2	43.9	66.1	18.7	76.9	51.2	24
SL1344_3841	gidA	91.2	157.5	40.4	105.8	32.2	96.3	69.6	20.8
SL1344_3842	mioC	670.8	997	414.8	466.8	406.8	575.1	711.7	104.5
SL1344_3843	asnCb	25.1	41.1	29.6	26.5	102.5	34.8	23.9	30.8
SL1344_3844	asnA	12.7	15	279.2	12.4	14.8	13.6	12.2	8.9
SL1344_3845	yieM	23.7	24.3	9.3	8.3	14.7	24.9	23.8	16.3
SL1344_3846	yieN	31.3	35.9	18.4	16.8	36.3	55	37.3	45.9
SL1344_3847	kup	25.7	48.4	27.2	32.2	23.8	28.7	20.3	30.7
SL1344_3848	rbsD	210.2	1692.3	2395.7	33.2	46.3	22.7	22.3	29.6
SL1344_3849	rbsA	14.2	615.4	544.6	7.8	9.2	10.7	7.4	13.3
SL1344_3850	rbsC	46.3	608.1	554.8	12.6	13.8	24.2	14.2	22.9
SL1344_3851	rbsB	253.6	1125.8	424.7	65.9	71.1	180.7	130.7	368.1
SL1344_3852	rbsK	60.2	867.9	251	16.6	17.4	82	27	67.4
SL1344_3853	rbsR	61.5	692.8	162.4	16.1	16.4	67.5	27.1	59.6
SL1344_3854	yieO	15.5	19.8	12.6	10.6	34.2	20.5	16.9	16.8
SL1344_3857	yieP	24	26.5	40.2	18.8	53.2	35.7	27	32.4
SL1344_3858	yifA	28.3	31.3	36.6	23.6	198.1	81.4	41.8	96.3
SL1344_3859	yifE	2697.3	906.4	2327.9	2427.3	293.6	4354.9	2698.7	836.1
SL1344_3860	comM	3.3	4.1	1.8	2.5	2.8	2.6	4.4	5.8
SL1344_3860A	ilvX	12.1	40.7	44.9	31.8	274	38.8	44.8	14
SL1344_3861	ilvG	4.7	6.3	5.9	4.6	41.6	8.8	8.1	7.1
SL1344_3862	ilvM	28.9	23	21.3	11.4	137.1	41.5	48.4	43.2
SL1344_3863	ilvE	16.7	25.6	6.2	11.6	66	35.2	32	23.6
SL1344_3864	ilvD	19.4	22.5	6.6	12.1	81.1	26.6	37.2	19.8
SL1344_3865	ilvA	50.7	38.5	33.3	40.5	152.9	55.3	70.2	38.3
SL1344_3866		49.8	38.5	52.5	43.8	105.6	74.7	55.2	43.1
SL1344_3867		42.3	58.2	32.5	44.3	87.2	84.8	39.4	42.1
SL1344_3868	ilvY	21.3	26.2	15.9	21	67	29.3	25.2	17
SL1344_3869	ilvC	38.1	49.2	62.4	22.6	75.3	119.6	42	18.8
SL1344_3870	ppiC	702.4	714.7	708.7	633.3	438.1	962.4	963.9	381.6
SL1344_3870A		19.7	34.6	32.1	15.9	26.7	28.6	19.3	29.9
SL1344_3871		13.6	5.6	16.2	19.5	18.4	15.7	4.3	25.7
SL1344_3872	rep	41.9	38.8	22.3	38.8	21	41.9	33.6	20.5
SL1344_3873	gppA	97	101.8	53.1	60.5	44.6	90	84.6	37.8
SL1344_3874	rhlB	179.4	194.1	107.3	135.5	145.8	209	166.8	116.2
SL1344_3875	trxA	1228.6	1343.3	896.3	1079.9	1663.3	1256.3	922.5	477
SL1344_3876	rho	291.2	522.5	105.2	243.2	276.8	361.7	238.6	158.2
SL1344_3877	rfe	154.9	158.1	143.1	133.5	173.5	187.3	161.2	122.9
SL1344_3878	wzzE	199.6	237	129	177.2	234.4	253	219.5	136
SL1344_3879	rffE	125.9	117.5	64.1	88.3	68.7	147.5	121	49.1
SL1344_3880	rffD	99.1	95.9	80.7	83.4	42.4	120.5	105.9	39.8
SL1344_3881	rffG	81.3	69.7	40.1	53.2	25.2	102.9	71.8	27.9
SL1344_3882	rffH	96.6	123.5	131	46.3	33.3	121.7	85	31.1
SL1344_3883	rffC	74.3	75.2	34.6	50.8	18.6	88.3	62.2	26.8
SL1344_3884	rffA	84.6	108.9	54.1	57.7	24	95.7	76.6	33.7
SL1344_3885	wzxE	59.6	67.5	27	36.6	15.1	63.1	45.5	12.3
SL1344_3886		49.9	88.7	28.5	34.4	13.9	60.9	40.7	12.3
SL1344_3887	rffT	51.5	96.1	24	29.9	19.4	55.1	40.7	18.4
SL1344_3888	rffM	54.1	66.9	20.5	33	12.6	50.8	48.7	28.3
SL1344_3889	yifK	73.9	90.7	50.7	87.1	156.8	81	88.4	32.1
GlmZ	GlmZ	4650.5	4243.4	4504.6	3954.7	2478.3	1942.1	3990.5	2193
SL1344_3890	hemY	58	80	26.1	34.8	59.8	80.7	69.3	67.1
SL1344_3891	hemX	66.5	109.9	46.9	54.6	103.7	107.9	84.6	89.3
SL1344_3892	hemD	81.4	99.6	49.5	44.2	132.5	110.5	83.1	94.2
SL1344_3893	hemC	88.4	174.6	106	64.9	151.9	148.1	99.5	171.2
SL1344_3894	cyaA	130.3	125.9	46.9	86.1	155.3	119	160.1	92.2
SL1344_3895		17.4	66.8	11.6	11.8	28.9	12.5	15.3	9.3
SL1344_3896		6.2	15.3	12.4	7	18.8	5.1	9.1	2.9
SL1344_3897		6.6	16.6	13.1	5.2	17.4	2.9	5	5.1
SL1344_3898	cyaY	154.4	147.3	177.5	80.1	78	228.3	142.4	70.3
SL1344_3899		2.1	1.1	3.4	1.4	10	2.1	3.4	4.4
SL1344_3899A		0.9	1.2	1.9	0.5	4.2	2	1.2	0.8
SL1344_3900	yifL	110.5	140.3	141.2	75.6	114.4	206.7	149.2	176.3
SL1344_3901	dapF	101.7	74.6	45.3	65.2	59.1	154.9	118.6	86.5
SL1344_3902	yigA	59.7	40.1	19.9	35.2	24.8	75.8	69.5	50.2
SL1344_3903	xerC	56.5	45.9	24.7	33.6	21.7	67.3	64.1	50.4
SL1344_3904	yigB	32.2	36.7	10.7	17.5	15.9	42.6	37.9	26.3
SL1344_3905	uvrD	51.3	62.2	31.1	47.3	41.8	52.7	49.7	31.6
SL1344_3906	corA	55.7	60	25	74.8	26.9	86.5	55	35.1
SL1344_3907	yigF	11.3	19.6	12.9	19.2	30.4	7.6	16.4	13.9
SL1344_3908	yigG	3.6	8.1	2.5	6.8	10.8	3.8	5	6.2
SL1344_3909	rarD	28.9	65.6	40.1	36.1	68.9	30.7	35.5	31.3
SL1344_3910	yigI	2.8	20.5	4	14.5	89.8	10.8	10.2	1.8
SL1344_3911	pldA	92.7	77.2	31.3	39.1	110.9	109.3	80.4	52.5
SL1344_3912	recQ	72.1	59.7	47.4	49.5	40	87.7	57.9	29.4
SL1344_3913	rhtC	28	61.8	17.9	27.7	27.2	29.3	26.4	40.9
SL1344_3914	rhtB	4.9	5.3	5	2.6	1.9	6	5.6	5.3
SL1344_3915	pldB	87.7	78.3	44.7	53.1	67.4	108.4	89.8	65.1
SL1344_3916	yigL	58.4	58.2	18	35	36	67.9	53.6	42.6
SL1344_3917	yigM	17.6	28.3	19.1	14	14.4	13.1	18.2	8.6
SL1344_3918	metR	5	4.6	7.5	7.1	13	6.3	6.8	5.7
SL1344_3919	metE	9	7.9	7.2	8.1	12.9	11.7	10.6	11.1
SL1344_3920		5	4.5	2.9	5	5.5	9.1	7.1	6.3
SL1344_3921	dlhH	10.7	15.3	7.9	6.8	67.7	24.4	18.1	14.2
SL1344_3922	udp	228.8	259	72.6	29.1	187.8	334.2	307.8	629.7
SL1344_3923	yigN	25.3	39	18.3	15.4	36.7	44	24.3	24.3
SL1344_3924	ubiE	228.1	224.6	116.9	145.3	326.4	350.7	196.9	118.7
SL1344_3925	yigP	140	86.9	39.4	86.4	85.5	149.9	117.9	63.4
SL1344_3926	aarF	106.9	99.9	52.9	69.6	101.2	128	93.9	86.7
SL1344_3927	tatA	1025.9	904.2	1097.7	1118.9	954.3	1758.2	1036.2	808.2
SL1344_3928	tatB	281.9	239.8	126.7	283.4	172.6	233.2	273.7	244.9
SL1344_3929	tatC	185.9	176.5	83.5	135.5	135.7	190.3	162.1	87.8
SL1344_3930	tatD	20.2	23.5	9.5	12.1	10.5	21.4	15	3.9
SL1344_3931	rfaH	280.4	266.3	224.9	235.4	158.6	262.7	238.9	83.5
SL1344_3932	yigC	228.7	313	96.2	177.5	136.3	299.4	210.2	89.6
SL1344_3933	fre	186.3	227.4	76	134.7	109.2	213.6	157.7	61.4
SL1344_3934		13.2	13.5	8.6	15.1	24.9	15.2	14.5	10.7
STnc790		99.7	42.3	110.2	38.7	316.5	64.2	81.7	83.7
SL1344_3935	fadA	9.3	8.5	3.5	1.3	33.2	8	8.5	2.5
SL1344_3936	fadB	8.7	13.7	4.5	1.4	59.1	27.2	7.9	2.3
SL1344_3937	pepQ	62.6	78.3	26.9	55.8	90.7	116	80.9	60
SL1344_3938	yigZ	66.4	55.6	24.5	52.4	93.4	77.1	75.3	67.1
SL1344_3939	trkH	52.8	62.7	43.3	41.6	67.1	63.8	50.6	35.4
SL1344_3940	hemG	77.3	80.1	27	49.8	96.8	125.9	87	43.1
SL1344_3941	mobB	23.6	12.9	16.5	16.5	32.7	46.1	28	61.4
SL1344_3942	mobA	35.5	33	29.9	25.4	52.7	54.4	42.8	80.8
SL1344_3943	yihD	98.5	86	108.5	48.6	338.3	182.1	119.9	493.7
SL1344_3944	rodA	153.1	193.1	91	98.3	145	226.5	159.9	149.8
SL1344_3945	dsbA	192.3	155.5	67.4	140.5	81.1	295.1	207.3	87.1
SL1344_3946	yihG	31.5	58.6	45.6	56.1	25.7	32.8	24.2	31.2
SL1344_3947	polA	45.5	50.8	26	26.9	31.9	76.4	49.7	48.6
Spf	Spf	15139.9	19182.5	15864.4	21871.8	14163.9	13798.1	14489.5	3858.7
SL1344_3948	engB	85.6	86.7	63.8	56.8	46	92	65.2	61.1
CsrC	CsrC	4064.9	4188.4	5327.9	1604.6	3303.4	8085.6	4258.3	8207.8
SL1344_3950	yihI	219.2	179.6	124.4	193.5	96.1	289.2	179.8	90.2
SL1344_3951	hemN	70	65.9	26.7	41	24.3	82.7	51.2	41.3
SL1344_3951A	yshB	846.5	792	567.7	1086	1045.5	315.9	757.7	649.3
SL1344_3952	glnG	53.9	32.6	17.3	7.7	5.2	42.2	36.8	10.3
SL1344_3953	glnL	91.5	70.9	32.3	14.4	13.3	76.8	62	15.2
STnc800		1540.4	1144.3	1459	239.1	513.1	1244.2	999	723.6
SL1344_3954	glnA	258	229.5	56.8	23.5	37.2	209.8	171.6	33.9
SL1344_3955	typA	272.7	161.3	35.5	310	75.3	229.6	198.6	40
SL1344_3956		9.6	11.6	6.9	6.6	23.6	10.6	14.1	11.7
SL1344_3957		1.8	3.3	1.7	1.2	6.6	3.3	3.7	2.3
SL1344_3958		2.8	4.8	2.2	2.9	8	2.8	3.8	3.9
SL1344_3959		3.7	4.1	3.8	3.6	16	4.6	5.7	4.6
SL1344_3960		4.8	4.2	2.2	3.8	4.7	3.5	5.3	6.5
SL1344_3961		5.6	3.4	3.9	3.8	13.4	6.9	6.2	2.9
