Locus Tag	Name	EEP	MEP	LEP	ESP	LSP
SL1344_3400	rplP	3931.7	2952.7	1689.9	278.9	4
SL1344_3401	rpsC	3809.1	2888	1796.7	317.5	7.4
SL1344_3402	rplV	4489.3	3357.4	2170.7	357.9	5
SL1344_3403	rpsS	5598.6	4319.4	3082	709.6	13.8
SL1344_3404	rplB	2504.6	2019.4	1283.3	194.5	3.2
SL1344_3405	rplW	5134.5	3957.8	2444.2	381.7	5.1
SL1344_3406	rplD	3516.1	2649.4	1752.5	298.5	3.1
SL1344_3407	rplC	4215.3	3327.7	2193.5	357.8	3.5
SL1344_3408	rpsJ	5402.6	4404.4	2714.2	442.8	6.3
SL1344_3409	hopD	0.7	0.7	1.9	0.6	0.3
SL1344_3410	bfr	312.6	271.6	343.7	518.4	48.1
SL1344_3411	bfd	729.4	586.6	28.5	12.8	241.3
STnc4000		47.8	43.6	10.8	14.7	142.5
SL1344_3412	tufA	813.8	747.1	521.2	180.4	9.5
SL1344_3413	fusA	2702.4	1970.7	1349.4	278.4	6.3
SL1344_3414	rpsG	3572.9	2379.4	1536.2	435.1	9.4
SL1344_3415	rpsL	4067.6	2926.7	1780.6	494.7	21.8
SL1344_3416	yheL	116.7	209.4	68.4	59.9	65.1
SL1344_3417	yheM	77.9	81.8	62.8	42.9	2.5
SL1344_3418	yheN	87.6	93.9	63	52.5	1.8
SL1344_3419	yheO	123.9	154.2	105.6	70.4	2.4
SL1344_3420	fkpA	267.3	269	186.3	107.3	8.6
SL1344_3421	slyX	123.5	114.9	80.2	52.7	4.5
SL1344_3422	slyD	411	452.5	303.8	179.3	11.5
SL1344_3423	yheV	53.2	54.2	53.4	26.1	2.2
SL1344_3424	kefB	22.4	23	26.5	10.7	1.7
SL1344_3425	yheR	28	19.7	35.2	11.3	5.4
SL1344_3426	yheS	48.7	52	39.9	18.3	3.2
SL1344_3427		34.4	21.3	16.7	11.2	0.9
STnc1590		1380.9	1784.2	1572.7	1846.8	826.1
SL1344_3428		63.7	70.3	82.5	109.5	6.5
SL1344_3429	yheT	42.5	45	31	29	4.4
SL1344_3430	yheU	32.1	48.8	29.4	26.1	3.2
SL1344_3431	prkB	33	41.4	33.2	25.7	2.5
SL1344_3432	yhfA	77.7	75.8	93.4	99.7	13.1
SL1344_3433	crp	163.6	491.3	300.2	216.4	25.4
SL1344_3434	yhfK	42	89.2	55.6	31.8	1
SL1344_3435	argDb	20.9	24.1	14.1	9.6	2.7
SL1344_3436	pabA	28.4	26.1	23.2	15.3	3.6
SL1344_3437	fic	16	9.1	20.2	22.3	11.1
SL1344_3438	yhfG	39.1	24.5	56.3	52	70.9
SL1344_3439	ppiA	108.5	107.8	94.5	70.5	7.6
SL1344_3440	yhfC	156.9	69.2	3.8	2.5	1.3
SL1344_3441	nirB	8.4	2.2	2.3	7.6	0.3
SL1344_3442	nirD	11.2	5	3.9	26.9	3.2
SL1344_3443	nirC	10.4	6.2	9.4	9.1	0.5
SL1344_3444	cysG	16.9	19.3	21.4	16.3	2.5
SL1344_3445	bigA	2.2	2.1	2.3	1.1	0.4
SL1344_3446	tnpA_1d	0	0	0	0	0
STnc340		32	20.2	28	18.2	31.6
SL1344_3447	yhfL	39.3	73.3	100.4	41.4	12.1
SL1344_3448	trpS	191.8	213.6	138.7	76.5	9.4
SL1344_3449	gph	135.7	143.9	99.7	54.2	9.7
SL1344_3450	rpe	91.7	68.4	55	17.8	1.2
SL1344_3451	dam	197.7	142.1	110	44.5	1.3
SL1344_3452	damX	243.3	165.4	158.7	77	3.7
SL1344_3453	aroB	395.9	260.4	209.2	93.2	3.5
SL1344_3454	aroK	633.6	423.7	373.9	149.9	3.8
SL1344_3455	comE	6.7	7.2	6.1	4.4	0.8
SL1344_3456	comD	4.2	2.4	2.7	3.9	1.2
SL1344_3457	comC	0.6	1	2.7	1.3	0.3
SL1344_3458	comB	1.1	1.4	2.9	1.4	0.1
SL1344_3459	comA	1.8	0.8	1.5	1.6	0.3
SL1344_3460	mrcA	48.6	36.8	37.1	17.9	1.2
SL1344_3461	nudE	97	74.5	68.8	35.9	6.3
SL1344_3462	igaA	54.9	65.2	48.8	30.3	3.4
SL1344_3463	yrfG	76	86.8	41.1	28.6	14.8
SL1344_3464	hslR	124.6	172	46.3	25.8	1
SL1344_3465	hslO	79.6	114.7	28.9	16.4	0.6
SL1344_3466	yhgE	8.7	7.9	9.4	7	0.9
SL1344_3467	pckA	74.9	152	581.8	464.8	14.1
SL1344_3468	envZ	44.4	47.4	47.2	39.2	1.8
SL1344_3469	ompR	81.3	85.2	91.6	70.7	4.4
SL1344_3470	greB	51.6	35.3	30.9	30.5	5.7
SL1344_3471	yhgF	55.4	52.5	48.5	23.5	0.4
STnc760		58.8	81	150.7	158	21.5
SL1344_3472	feoA	139.4	80.9	21	10.9	7.1
SL1344_3473	feoB	69.9	49.2	11.1	7.5	0.8
SL1344_3474	yhgG	138.6	121.7	25.9	30.9	2.3
SL1344_3475		13.5	14.6	13.3	12.5	2.7
SL1344_3476	bioH	33.9	37.5	21.1	17.2	2.3
SL1344_3477	comF	30.2	44.6	18.4	23.5	2.4
SL1344_3478	yhgI	208.5	241.1	92.8	38.9	24.1
SL1344_3479	gntT	24.4	20.4	12	5.8	0.6
SL1344_3480	malQ	11.4	61.9	22.8	17.8	2.8
SL1344_3481	malP	5.4	54.9	17.4	14.4	2.9
SL1344_3482	malT	67	31.2	80.4	74.8	9.9
SL1344_3483		89.1	68.5	43.5	47.6	28.9
SL1344_3484		284.5	214.8	144.6	172.5	72.9
SL1344_3485	rtcA	8.8	14	9.2	7.8	0.6
SL1344_3486	rtcB	12	15.5	9.8	8.6	1.7
SL1344_3487		3.2	6.7	3.3	2.5	2
SL1344_3488	rtcR	17	21.3	5.2	4.4	0.3
SL1344_3489	glpR	70.4	105.4	57.6	29.6	1.4
SL1344_3491	glpG	64.2	96.7	52.7	28.6	2.4
SL1344_3492	glpE	62.6	118.6	60.3	43.6	11.3
SL1344_3493	glpD	23.2	884.1	13.4	9.2	6.5
SL1344_3494		7.3	6.9	12.9	10.7	1
SL1344_3495		12.1	11.2	13.7	11.6	1.8
SL1344_3496		7.7	5.9	6.5	4.3	0.7
SL1344_3497		0.8	0.4	1.2	1.5	0.2
SL1344_3498		1.1	1.3	1.5	2.1	0.4
SL1344_3499		6.7	6.7	5.5	6.3	6.5
SL1344_3500		54.4	62	50.1	47.3	61.8
SL1344_3501	glgP	18.8	27.3	51.3	54.7	7.4
SL1344_3502	glgA	13.5	22	40.4	51.3	4.4
SL1344_3503	glgC	11.2	18.8	44.2	42.1	4.7
SL1344_3504	glgX	10.4	17.2	49.3	40.6	8.1
SL1344_3505	glgB	15.3	21.8	48.6	46.7	6.1
STnc4010		3.4	3.1	11	12.4	53.1
SL1344_3506	asd	28.8	36.5	52.7	60	3.7
SL1344_3507	gntU	19.3	16.3	8.7	4.6	0.4
SL1344_3508	gntK	14.6	10.1	6.2	3	0.4
SL1344_3509	gntR	56.9	49.9	34.4	20.1	2.1
SL1344_3510	yhhW	8.1	5.7	4.1	4.8	2.3
SL1344_3511	yhhX	9.6	14.1	6.7	7.7	2
RyhB-1	RyhB-1	206.9	124.9	35.6	31.6	3736.3
SL1344_3512	yhhY	13.4	12.2	15	17.2	3.2
SL1344_3513		0.2	2.6	1.1	1.4	2.3
SL1344_3514		2.2	5.6	1.4	2.6	1.1
SL1344_3515		1.1	2.3	1.2	1.1	0.7
STnc1830		9	7.2	17.7	14.7	10.9
SL1344_3516		2.8	5.4	3.2	2.7	0.5
SL1344_3517	ggt	3.4	3.3	9.7	17	7
SL1344_3518	yhhA	5.1	6.6	11	35.7	75.2
SL1344_3519	ugpQ	27.6	36.4	39.9	29.1	4.7
SL1344_3520	ugpC	9.1	8.7	18.2	14.8	0.9
SL1344_3521	ugpE	5.2	3.6	11.3	12.8	0.6
SL1344_3522	ugpA	4.8	4.3	12.1	15.1	0.8
SL1344_3523	ugpB	9	12.7	45.5	69	34
SL1344_3524	kil	11.6	12.4	13.7	11.5	57.6
SL1344_3525	phd	32.8	31.9	36.8	34.3	109.2
SL1344_3526	livF	7.7	5.6	4.4	3.4	0.6
SL1344_3527	livG	8.8	6.1	3.7	3.3	0.4
SL1344_3528	livM	8.1	5.5	4.2	2.6	0.3
SL1344_3529	livH	11	5.8	4.3	3.5	0.4
SL1344_3530	livK	9.6	5.9	5.2	4.2	1.2
sRNA12		0	3.4	8.4	18.5	35.3
SL1344_3531	yhhK	124.9	126.7	56.6	32.3	2.7
SL1344_3532	livJ	23.5	20.4	9	6.7	1.1
SL1344_3533	rpoH	190.3	183	179.3	128.3	10.9
SL1344_3534	ftsX	95.2	112	81.7	62	6.8
SL1344_3535	ftsE	121.3	114.4	82.2	54.5	3.5
SL1344_3536	ftsY	83.5	87.1	68.6	40.6	3.3
SL1344_3537	rsmD	28.7	23.3	18.5	11.2	3.6
SL1344_3538	yhhL	38.6	26.6	30	12.6	1.1
SL1344_3539	yhhM	10.7	20.3	14.4	14.1	3.1
SL1344_3540	yhhN	21.4	30.7	40.8	44.8	11.1
SL1344_3541	zntA	24	37.2	18.1	10.7	1.5
SL1344_3542	tcp	21.8	31	66.7	147.8	4.7
SL1344_3543	yhhP	156.5	106.1	83.3	26.7	3.1
SL1344_3544	yhhQ	96.1	30.7	43.2	8.9	0.7
SL1344_3545		161.5	184.1	163.3	102.3	12
SL1344_3546	yhhS	21.7	23	16	12.2	1.6
SL1344_3547	yhhT	6.5	5	13.4	13.6	3.1
SL1344_3548	acpT	63.8	75	47.8	33	7
SL1344_3549	nikR	54.7	70.8	52.9	31.4	1.6
SL1344_3550	yhhJ	8.1	9.1	11.4	20.8	0.8
SL1344_3551	yhiH	9.6	9.7	12.6	22	0.5
SL1344_3552	yhiI	18.5	14.1	20.2	27	2.5
STnc770		239.6	204.7	315.6	422	137
SL1344_3553	yhiN	90	55.7	35.4	12.5	3.2
SL1344_3554	pitA	220.3	138.9	108.3	41.1	1.2
SL1344_3555	uspB	57.3	68.5	97.8	120.1	30.6
SL1344_3556	uspA	119.4	274.1	334.5	441.7	48.8
STnc350		123.5	102.4	101.8	83.3	14.6
SL1344_3557	yhiP	22	26.4	44.9	25.3	1.1
SL1344_3558	yhiQ	26.2	65.7	16.1	13.9	3.5
SL1344_3559	prlC	27.7	62.2	17.2	16.5	3
SL1344_3560		15	21.3	20.2	19.3	4.2
SL1344_3561	yhiR	61.3	50.1	31.9	17.9	2.1
SL1344_3562	gor	84.5	101.2	61.1	39.7	5.2
SL1344_3563		13	12.4	14.3	15.2	1.3
SL1344_3564		7.9	6.6	7.2	12.4	0.6
SL1344_3565		5.8	3.8	6.8	11.1	1
SL1344_3566		15.5	15.9	19.8	53.7	17.6
SL1344_3567		28.9	27.2	28.6	17.7	10.6
SL1344_3568	treF	7.5	12.1	11.3	12.8	3
SL1344_3569		13.5	22.2	55.8	82.1	6.8
SL1344_3570		5.6	3.8	7.6	3.2	1.2
SL1344_3571	yhjB	5.3	3.1	5.7	4.1	1.3
STnc4020		56.5	94.6	109.2	42.4	4.4
SL1344_3572	yhjC	10.9	11.9	6.9	5.1	15.1
SL1344_3573	yhjD	9.5	12.7	16.6	11.1	8.6
SL1344_3574	yhjE	11.8	10.4	9.5	8.3	1.7
SL1344_3575	yhjG	30.7	30.2	27.9	33	18.2
SL1344_3576	yhjH	132.9	173.3	136.8	192.6	1.5
SL1344_3577	kdgK	10.3	24.2	27.9	38.7	1.5
SL1344_3578	yhjJ	44.2	41.4	49.2	34	1.4
SL1344_3579	dctA	31.8	108.7	479.4	94.8	1.8
SL1344_3580	yhjK	32.5	29.7	24	12.8	2
SL1344_3581	yhjL	31.6	26.4	32.4	30.6	3.1
SL1344_3582	bcsC	40.9	30.9	42.7	39.8	3.4
SL1344_3583	yhjN	31.3	21.4	30.4	23	1.1
SL1344_3584	bcsA	37.9	19.8	29.7	34.5	1.5
SL1344_3585	yhjQ	53.2	33	50.4	72	5.3
SL1344_3586	yhjR	108.6	55.8	106.1	90.2	25.2
SL1344_3587	yhjS	51.6	37.5	51	47.7	20.3
SL1344_3588	yhjT	48.5	32.8	41.1	50.9	4.7
SL1344_3589	yhjU	35.9	33	42.6	46.6	8.1
STnc710		5991.5	11092.5	14465.7	13688.1	7964.9
STnc1430		163.9	350.6	461.1	775.5	98.1
SL1344_3590		151.5	83	40.4	4.1	0.3
SL1344_3591	yhjV	54.6	17.9	17.3	5.9	3
SL1344_3592	dppF	5.7	5.9	30.1	31.8	0.5
SL1344_3593	dppD	9.8	8.1	34.9	54.9	0.8
SL1344_3594	dppC	8.6	7.2	25.1	49.2	0.7
SL1344_3595	dppB	9.1	4.9	32.3	64.6	0.8
SL1344_3596	dppA	17.9	18.5	75.9	185.8	57.1
SL1344_3597		1.8	3.5	3	1.4	0.2
SL1344_3598		9.4	9	4.9	3.6	0.7
SL1344_3599		9.1	14.8	8.1	7.6	0.3
SL1344_3600	yhjW	18.2	18.6	19.8	14.9	1.7
SL1344_3601	lpfE	7.8	6.2	6.5	4.2	2.9
SL1344_3602	lpfD	7.3	7.7	8.6	6.7	0.5
SL1344_3604	lpfC	1.1	1.6	1.5	1.3	0.5
SL1344_3605	lpfB	1.1	1.2	1.7	1	0.8
SL1344_3606	lpfA	1.1	1.1	2.2	1.4	5.6
SL1344_3607	yhjY	3.5	5.1	22.6	25.8	31.7
SL1344_3608	tag	16.5	15.1	27.5	33.5	3.9
SL1344_3609	yiaC	19.7	16	25.2	39	2.8
SL1344_3610	bisC	31.5	29.7	24.2	15.7	2.2
SL1344_3611	yiaD	19.6	17.3	19.7	11.2	2.3
SL1344_3612	yiaE	18.8	28.4	22.7	23.6	2.9
SL1344_3613	yiaF	273.3	249.1	180.4	116.1	4.8
SL1344_3614	yiaG	11.5	19.1	162.9	370	473.8
SL1344_3615	cspA	11806.9	2272.9	838	89.1	13.1
SL1344_3616		13.6	11.8	8.4	17.9	7.6
STnc780		205.4	222.1	179.3	162.6	46.1
SL1344_3617		64.1	41.7	28.1	15.6	2.6
SL1344_3618		109.8	82.8	68.1	42.7	5.7
SL1344_3619	yafP	27.7	14.8	15.6	17	2.3
SL1344_3620	glyS	137.1	143.1	81.2	34.6	1.4
SL1344_3621	glyQ	121.1	123.7	73.3	30.3	3.7
SL1344_3622		17.6	21.3	39.9	48.4	7.9
SL1344_3623	yiaH	8.3	9.5	11.9	13.4	20.1
SL1344_3624	yiaB	5.6	4.6	15.7	24.1	1.3
SL1344_3625	xylB	5.5	4.8	8	6.9	1
SL1344_3626	xylA	10.7	7.1	10	8	0.4
SL1344_3627	xylR	5.6	7	14.5	20.8	5
SL1344_3628	bax	143	138.8	163.3	132.2	30.7
SL1344_3629	malS	2.7	6.5	2.5	1.8	0.3
SL1344_3630	avtA	46.4	34.8	14.4	6.5	1.4
SL1344_3631	ysaA	13.5	26.9	18.9	29	0.7
SL1344_3632	yiaJ	30.3	38.5	34.8	23.1	1.7
SL1344_3633	yiaK	2	0.5	2.2	1.7	1.1
SL1344_3634	yiaL	2.3	1.2	2.1	2.1	0.7
SL1344_3635		2.5	2.4	3.2	3.2	1.6
SL1344_3636	yiaM	1.3	0.4	2.9	0.7	0.3
SL1344_3637	yiaN	0.6	0.2	0.8	0.3	0.2
SL1344_3638	yiaO	0.6	0.3	0.8	0.4	0.3
SL1344_3639	lyxK	1.1	1.3	1.6	1.4	0.4
SL1344_3640	sgbH	1.2	0.9	0.7	0.6	0
SL1344_3641	sgbU	0.2	0.7	0.6	0.3	0.1
SL1344_3642	sgbE	0.2	2.2	1.7	0.8	0.2
SL1344_3643		3.2	3.4	14.3	13.5	1.4
SL1344_3644		3	3.4	3.8	4	0.3
SL1344_3645	aldB	2.6	4.1	17.2	55	114.8
SL1344_3646		4	6.3	10	16.8	12.6
SL1344_3647	selB	22.5	26.5	20.9	23.5	2
SL1344_3648	selA	36	41.7	42	33	3
SL1344_3649	yibF	21.3	30.2	50.5	62.4	30.2
SL1344_3650	mtlA	13.1	18.1	34.7	34.2	3.2
SL1344_3651	mtlD	60.4	57.4	44.8	29.9	5.4
SL1344_3652	mtlR	41.9	36.4	34.8	25.1	1.7
SL1344_3653		16.7	9.5	16.3	27.7	59.9
SL1344_3654	yibL	226.4	158	65	52.9	36.5
SL1344_3655		0.9	0.8	0.4	0.4	0.9
SL1344_3656	sadA	2.3	2.8	3.4	3.2	2.6
STnc380		48.1	20.3	12.6	8	17.2
SL1344_3657	lctP	7.1	5.6	20.1	3.4	0.7
SL1344_3658	lctR	4.5	8.6	18.1	3.1	0.7
SL1344_3659	lctD	4.6	13.6	23.3	3.3	0.3
SL1344_3660	yibK	44.5	39.3	18.5	6.6	0.7
SL1344_3661		39.2	38.5	33.2	17.4	1.5
SL1344_3662		2.6	4.6	9.7	3.7	0.3
SL1344_3663		7.4	6.3	9.2	4.9	4.7
SL1344_3664		10.2	14.2	26	11.8	4
SL1344_3665	cysE	113	102.9	82.7	42	1.5
SL1344_3666	gpsA	248.9	325.1	239.8	144.9	71.6
SL1344_3667	secB	532.7	545.1	399.7	339.4	15.1
SL1344_3668	grxC	704.4	658.4	455.2	216.6	4.3
SL1344_3669	yibN	585.6	554.3	464.9	258.1	7.5
SL1344_3670	pmgI	33.2	16.2	10.6	26.7	0.8
SL1344_3671	yibP	211.2	189.8	137.3	93.2	29.1
SL1344_3672	yigQ	56.3	51	32.1	19	0.3
SL1344_3673	yibD	12.1	10.8	14.2	7	1.6
SL1344_3673A		82.7	301.6	218.6	205.5	38.1
SL1344_3674	tdh	165.7	273.5	246.7	127	6.9
SL1344_3675	kbl	98.7	160.3	158.7	84.4	3
SL1344_3676	rfaD	164.4	149.8	123	79.6	10.3
SL1344_3677	rfaF	109.7	119.5	86.4	54.9	3.2
SL1344_3678	rfaC	123	123.8	70.1	35.8	0.9
SL1344_3679	rfaL	218.6	192	105	55.8	2.8
SL1344_3680	rfaK	91.1	75	54.6	32.2	5
SL1344_3681	rfaZ	193.5	154.2	129.1	59.1	6.2
SL1344_3682	rfaY	182.8	149.2	110	64.7	1.2
SL1344_3683	rfaJ	218.5	165.5	132.8	65.2	3.4
SL1344_3684	rfaI	235.9	177.6	152.6	61.8	5.4
SL1344_3685	rfaB	160.3	126.9	95.4	41.1	3.9
SL1344_3686	yibR	248.7	204.7	134.2	71.5	6.8
SL1344_3687	rfaP	132.3	104.1	76	34.8	3.8
SL1344_3688	rfaG	115	101.5	71	36.2	2.2
SL1344_3689	rfaQ	117.2	90.8	71.2	36.8	1.1
SL1344_3690	kdtA	143.1	134.8	81.5	48.1	2.3
SL1344_3691	coaD	118.7	116.8	66.7	42.9	1.2
SL1344_3692	mutM	24	21.3	8.2	4	0.3
SL1344_3693	rpmG	8241.1	4917.8	2733.4	1160.8	26.1
SL1344_3694	rpmB	11442.5	6199.6	3790.8	1225.5	20.8
SL1344_3695	radC	49.5	41.7	55.1	28.2	4.6
SL1344_3696	dfp	110.7	111.1	73.2	33	2.5
SL1344_3697	dut	149.4	136.2	99	47.3	1.8
SL1344_3698	slmA	137.9	120.7	85.1	36.3	0.8
SL1344_3699	pyrE	17.6	109.8	29.9	12.7	1.1
SL1344_3700	rph	180.2	172.5	84.3	22.1	3.9
SL1344_3701	yicC	112.3	122.6	70.4	48.4	12.8
SL1344_3702		10.3	12.1	8.9	6.8	0.9
SL1344_3703		2.9	4	3.3	2.6	1.1
SL1344_3704		54.4	134.5	88.4	16.2	0.7
SL1344_3705	ligB	2.9	3.2	4.3	2.8	0.4
SL1344_3706	gmk	321.2	265.1	162.4	83.7	16.1
SL1344_3707	rpoZ	949.8	696.8	367.9	153.2	10.8
SL1344_3708	spoT	408.7	343.1	170.2	66	2.6
SL1344_3709	spoU	210.1	192.4	103.9	30.7	1.3
SL1344_3710	recG	66.2	84.3	36.5	9.1	0.4
SL1344_3711		52.4	36.6	34	23.2	0.6
SL1344_3712	gltS	37.7	28	25.2	19.1	1.3
SL1344_3713	yicE	11.1	32.5	12	23.3	0.8
SL1344_3714	yicH	27.5	40.4	38.8	33.1	4.2
SL1344_3715	yicI	1.9	2.4	2.4	1.1	0.3
SL1344_3716	yicJ	1.8	2	3.5	1.5	0.5
SL1344_3717		10.8	8.7	10.3	11.9	90.7
SL1344_3718	sugR	56.3	57.3	30.4	24.8	6.9
SL1344_3720	rhuM	39.3	35.5	23	17.2	2.7
SL1344_3722	rmbA	0.2	0.4	1.1	0.9	1.6
SL1344_3723	misL	6.8	5.6	5.5	3.1	1.3
SL1344_3724	fidL	20.6	8.5	15.1	16.1	7.9
SL1344_3725	marT	11.6	4.9	6.2	6.3	3.3
SL1344_3726	slsA	10.3	9.3	13.3	5.3	1.5
SL1344_3727	cigR	36.6	49.3	85.5	99.4	22
SL1344_3727A	mgtR	13.1	7.4	14.7	10.1	1.7
SL1344_3728	mgtB	5.7	4.6	5	3.4	1.1
AmgR	AmgR	1.4	2.6	3.1	3.8	4.2
SL1344_3729	mgtC	5.3	2.2	6	4.4	2.9
SL1344_3730	yicL	21.3	16.5	19	11.6	0.7
SL1344_3731		9.9	11.8	10.4	7.3	1.6
SL1344_3732		3.7	6	6	5.8	0.9
SL1344_3733		2.8	4.2	4.4	2.8	0.3
SL1344_3734		2.3	2.3	2.8	1.6	0.2
SL1344_3735		1.4	2.3	4	2.3	1.5
SL1344_3736		0.6	0.8	1.8	0.7	0.1
SL1344_3737		0.4	1	3.7	1.1	0
SL1344_3738		15.6	17.1	22.1	15.3	1.8
STnc4040		37	66.9	66.1	83.7	27.8
SL1344_3739		3.1	3.3	8.3	16.5	15.7
SL1344_3740		3.3	6.4	12.3	13	1.9
SL1344_3741	nepI	26.1	16.4	5.2	1.8	0.7
SL1344_3743		32.7	33.1	27.1	25.9	74.4
SL1344_3744		15.1	17.3	11.1	11.3	23.4
SL1344_3745		14.1	17.5	31.8	50.9	15.4
SL1344_3746		1.6	3	3.5	2.7	1.8
SL1344_3747		6.6	7.2	7.4	7.2	1.1
SL1344_3748		5.7	6.2	8.1	8.7	0.8
SL1344_3749		14.9	15.5	16.6	29.8	3.1
SL1344_3750		10.6	16.8	16.7	25.4	5.1
SL1344_3751		14.8	19.3	22.4	30.4	12
SL1344_3752	yicN	38.8	40.4	28.4	16	1.8
SL1344_3753	uhpT	4	3.5	4.7	6	0.4
SL1344_3754	uhpC	18.4	12	8.9	2.9	0.2
SL1344_3755	uhpB	26	20.1	15	5.7	0.2
SL1344_3756	uhpA	32.6	23.7	30.7	9.7	0
SL1344_3757		7.7	8	8.9	8.5	0.5
SL1344_3758		5.8	4.2	8.2	7.1	1
SL1344_3759		4	4.8	9.4	10.7	0.6
SL1344_3760		11.3	11.9	11.9	8.2	3.2
SL1344_3761	ilvN	17.8	10.6	21.8	16.7	1
SL1344_3762	ilvB	13.7	5.1	12.4	10	0.3
SL1344_3763	ivbL	533.9	744.9	1731	1384.9	366.9
IstR	"IstR-1,2"	272	179.1	174.4	147.2	256.7
SL1344_3765		6.2	4	3.7	1.4	0.2
SL1344_3766	emrD	26.6	33.3	50.4	20.6	2
SL1344_3767		19.4	21.3	13.8	16.2	2.5
SL1344_3768	dsdC	14.4	13.1	7.7	7.7	0.9
SL1344_3769	dsdX	5.6	25.6	3.3	2.9	0.2
SL1344_3770	dsdA	8.2	39.6	9.7	6.6	1.6
SL1344_3771	yidF	28.2	42.9	99	126.2	3.3
SL1344_3772	yidG	19.8	29.5	27.1	20.1	0.9
SL1344_3773	yidH	37.3	36.4	44.8	29.4	4.3
SL1344_3774	yidE	8.9	11.9	8.7	21.9	2.9
SL1344_3775	hslS	82.9	196.6	33.6	42.8	4
STnc2110		77.7	181.6	32.5	59.7	12.1
SL1344_3776	hslT	52.7	187.3	45.1	53.9	8.2
SL1344_3777	yidQ	19.1	22.4	64.2	65.4	19.8
SL1344_3778	yidR	14.6	16.4	11	9.9	1
SL1344_3779	ccmH1	1.2	1.2	0.7	4.9	0.1
SL1344_3780	ccmG1	0	0	0	0	0
SL1344_3781	ccmF1	0	0	0	0	0
SL1344_3782	ccmE1	0	0.4	0.6	1.1	0
SL1344_3782A	ccmD1	0	0	0	0	0
SL1344_3783	ccmC1	0	0	0	0	0
SL1344_3784	ccmB1	0	0	0	0	0
SL1344_3785	ccmA1	0.2	0	0	2.4	0.1
SL1344_3786	yhjA	0.5	0.8	4.2	32.5	1.4
SL1344_3787	torD	2.4	4.4	3.7	2	1.5
SL1344_3788	torA	1.9	1.9	2	1.4	0.1
SL1344_3789	torC	0.6	0.5	1.1	1	0.2
SL1344_3790	torR	33.9	34.6	36.5	55.9	40
SL1344_3791	torT	4	4.8	7.6	14.9	0.4
SL1344_3792	torS	9.7	9.8	8.8	5.8	0.8
SL1344_3793	dgoT	2.1	1.7	2.9	1.9	1.1
SL1344_3794	dgoD	3.3	2.5	3.9	2.8	2.2
SL1344_3795	dgoA	1.7	3.4	3.2	2	2.5
SL1344_3796	dgoK	4.9	4.3	5.1	4.3	6.3
SL1344_3797	dgoR	11.3	10.7	9.9	9.4	11.1
SL1344_3798	yidA	30.2	39	12	15.3	1.4
SL1344_3799		0.5	0.9	2.6	2.6	1
SL1344_3800		2.4	2.2	3.7	4.7	0.5
SL1344_3801		5.8	7.3	20.1	25	1.7
SL1344_3802	gyrB	190.8	143.7	99.9	47	3.9
SL1344_3803	recF	110.9	78.9	64.3	25.1	2.1
SL1344_3804	dnaN	114.7	76.6	85.1	46.1	1.4
SL1344_3805	dnaA	165.4	110.2	121.9	70.6	2.5
SL1344_3806	rpmH	14740.1	8724.3	7325.7	1854	43.7
RNaseP	RNaseP	810.9	578.2	379.3	93.4	2
SL1344_3807	rnpA	0	0	0	0	0
SL1344_3808		402	256.6	165.2	30.9	0.5
SL1344_3809	yidC	339.6	234.9	163	43.4	0.7
STnc4250		422.7	475.6	393.1	147.8	20.5
SL1344_3810	thdF	36.7	23	19.2	5.3	1.9
STnc3170		5.3	4.1	9.2	32.9	12.3
SL1344_3811	intA	2.9	1.9	4.3	10.7	0.6
STnc400		18693	32083.5	92917.6	104082.5	144379.5
SL1344_3812		203.2	195.4	207.5	72.9	4.7
SL1344_3813		90.6	137.1	115.3	56.2	2.3
SL1344_3814	yidY	5.4	4.5	3.9	1.3	0.5
SL1344_3815	yidZ	7.6	9.2	9.1	4.5	2.1
SL1344_3816	yieE	33.1	38.3	34.8	27.2	10.5
SL1344_3817	yieF	33.4	51.5	58.5	58.5	22.7
SL1344_3818	yieG	33.3	42.5	28.6	20.8	1.5
SL1344_3819	yieH	49.8	64.1	49.9	51.2	5.9
STnc1860		98.8	553.9	366.1	489.6	117.6
SL1344_3820	phoU	37.7	45.1	23	12.1	1
SL1344_3821	pstB	39.1	45.8	22.9	15.5	1.1
SL1344_3822	pstA	23.1	24.8	13.4	10.4	1.6
SL1344_3823	pstC	23.9	26.7	17	14.7	2.2
SL1344_3824	pstS	22.5	32	18.6	18.9	1.2
SL1344_3825		5.8	6	7.3	3.8	0.7
SL1344_3826		1.1	1.2	0.7	0.4	0.1
SL1344_3827		9.7	9	8.2	6.7	4.7
SL1344_3828	glmS	225.9	260.8	156.2	91.3	2.3
SL1344_3829	glmU	642.7	677.1	341	164.2	5.3
SL1344_3830		20.5	21.1	20.9	10	5.9
SL1344_3831	atpC	1067.9	1749.8	1489.8	532.9	3.5
SL1344_3832	atpD	743.5	913.2	823.3	242.1	2.6
SL1344_3833	atpG	876.4	1083.9	933.2	261.8	2.6
SL1344_3834	atpA	1026	1161.9	1107.9	296	2.5
SL1344_3835	atpH	1293.9	1653.2	1552.2	461.7	2.8
SL1344_3836	atpF	2206.5	2761	2726.5	937.6	5.4
SL1344_3837	atpE	2312.5	2390.4	2329.9	930.1	10
SL1344_3838	atpB	894.3	868.9	1055.2	392.5	4.7
