Locus Tag	Name	InSPI2	InSPI2 LowMg2+	Peroxide shock (InSPI2)	Nitric oxide shock (InSPI2)
SL1344_1472		11.5	11.2	1.6	2.4
SL1344_1473	pqaA	46.7	65.2	6.3	9.2
SL1344_1474		6.8	13.9	2.2	4.4
SL1344_1475		1.6	1.1	0.2	0.2
SL1344_1476		23.7	23.1	35.5	36.3
SL1344_1477		208	767.6	19.7	37.4
SL1344_1478		29.3	15.8	5.1	17.6
SL1344_1479		34.6	36.8	62.1	71.6
SL1344_1480		76.7	96.1	186.4	155.5
SL1344_1481		5.4	9.1	3.5	14.1
SL1344_1482		8.4	12.7	3.9	20.1
SL1344_1483		0.9	0.9	0	0.7
IsrF	IsrF	22.6	17.5	27.2	27.2
SL1344_1484		18.6	15.9	6.6	50.7
SL1344_1485		7	6.8	2.3	7.3
SL1344_1486		3.2	3.8	1.8	2.4
SL1344_1487		4.7	5.7	3	6.1
SL1344_1488		25.8	43.8	7.1	8.6
SL1344_1489		15.1	23.8	2	5
SL1344_1490		15.4	22.1	1.8	3.5
SL1344_1491		11.1	18.9	3.9	6
SL1344_1492	hdeB	20.7	29.3	17.3	63.9
SL1344_1493	osmC	95.4	241.8	22.9	55.2
SL1344_1494	yddX	57.4	129.9	16.8	49.5
SL1344_1495	rpsV	1102	2798.1	869	709.1
SL1344_1496	sfcA	38.3	45.9	7.1	20.6
SL1344_1497	adhP	78.4	105.3	22.9	16.1
SL1344_1498	fdnI	5.8	6	2.7	4.2
STnc3540		183.2	144.6	67.4	80.1
SL1344_1499	fdnH	3.5	2.9	2.1	2.7
SL1344_1500	fdnG	4.3	4.1	1.3	3.4
SL1344_1502	yddG	4.2	2.2	0.7	1.9
SL1344_1503	ompD	177.2	17.4	123.4	29.6
SL1344_1504		3.7	1.1	1.2	1.4
SL1344_1505	smvA	8.3	10.6	2.4	5.4
SL1344_1506		60.6	105.1	52.4	72.5
SL1344_1507	narU	6	41.4	0.9	14.3
SL1344_1508	narZ	7	30.8	1.4	4.2
SL1344_1509	narY	6.5	26.5	1.6	1.6
SL1344_1510	narW	8.3	41.3	2	3.4
SL1344_1511	narV	14	47.6	6.3	7.8
SL1344_1512	yddE	12.8	12.5	4	6
SL1344_1513	nhoA	13.7	14.5	1.9	8.4
SL1344_1514	steA	118.5	649.2	599.9	91.1
SL1344_1515	ansP	13.4	10.8	5.7	4.2
SL1344_1516		5.2	4	5.3	9
SL1344_1517		11.6	7.2	19.4	17.3
SL1344_1518	yncD	9.3	16.2	2.2	7.5
SL1344_1519	yncC	9.7	14.8	5	18.9
SL1344_1520	yncB	58.7	124.6	12.8	33.4
SL1344_1521	yncA	24.8	16.6	20.9	30.3
SL1344_1522	ydcZ	21.3	24.7	21.6	41.2
SL1344_1523	ydcY	58.9	75	55.1	33.4
SL1344_1524	srfA	11.1	12.5	5.1	5.4
SL1344_1525	srfB	6.5	8.6	5.5	4.1
SL1344_1526	srfC	10.3	12.8	5.8	8.4
SL1344_1527	ydcX	28.1	38.7	30.6	42.2
STnc1110		273.7	693.4	129.7	325.7
SL1344_1528	ydcW	67.4	141.7	6.8	20.8
SL1344_1529	ydcR	79.2	135.5	8.2	12.2
SL1344_1530	pdgL	147.1	216.3	22.6	19.6
SL1344_1530A		666.3	1045.9	88.1	45.8
SL1344_1531	ugtL	1288.3	2270.9	218.7	86.9
SL1344_1532	sifB	747.2	338.8	16.6	87.8
SL1344_1533	yncJ	464.1	145.5	18.1	44.4
SL1344_1534	ydcP	17.7	13.3	2.6	13.4
SL1344_1535	ydcN	18.2	13.8	17.1	38.3
SL1344_1536		22.4	10.7	4.4	65.6
SL1344_1537		46.2	67.4	44	82.8
SL1344_1538	tehB	42.2	38.6	16.1	66.9
SL1344_1539	tehA	20.8	21.8	9.9	63.6
SL1344_1540	ydcK	11.2	24.2	4.8	19.6
SL1344_1541	rimL	15.8	25	10.4	14.6
SL1344_1542		0.7	1	1	0.6
SL1344_1543		0.4	1.5	0.3	0.2
SL1344_1544		3.2	3.8	0.8	2.2
SL1344_1545		2.8	3.1	1.2	0.9
RyjB	RyjB	1630.2	853.4	1101.4	1180
SL1344_1546		3.7	7.2	0.8	2.3
SL1344_1547		5.1	3.3	0.6	1.1
SL1344_1548		11.9	18.4	13.5	17.9
SL1344_1549	aac	16.1	23.3	27.2	31.1
SL1344_1550		2.3	2.9	1.5	3.5
SL1344_1551		3.2	2.5	0.9	5.2
SL1344_1552	ydcG	24.8	21.4	3.7	14.5
SL1344_1553		14.3	16.6	2.5	8.2
SL1344_1554		5.6	10.9	2.1	5.3
SL1344_1555	ydcI	53.6	59.5	102.8	126.3
SL1344_1556	trg	2.5	6.2	22.7	24.8
SL1344_1557	adhC	29.6	43.2	54.2	19
SL1344_1558		25.2	30.1	377.7	18.1
SL1344_1559	steB	29.1	30.7	6.3	19.5
SL1344_1560		62.2	266.1	5.7	7.3
SL1344_1561	sseJ	636.3	667.3	179.8	75
SL1344_1562		25.6	22.3	6.6	12
SL1344_1563		568.8	165.6	4.6	11.7
SL1344_1564		217.6	81.9	7.3	12.5
SL1344_1565		60.5	13.9	1.1	2.7
SL1344_1566		29.2	12.1	0.7	3.1
SL1344_1567		22.3	36.5	6.1	10.4
SL1344_1568		96.5	20.2	13.6	14.2
RydC	RydC	11060.8	10269.5	30174.4	34990.6
SL1344_1569	cybB	42.7	36.2	5.3	34.9
SL1344_1570	ydcF	19.2	25.7	7	15.2
SL1344_1571	hrpA	14.3	18.7	15.6	16.9
SL1344_1572	acpD	15	7.9	6.1	8.9
SL1344_1573		43	68.4	10.9	41
SL1344_1574	ydbL	17.8	18.4	4.2	16.4
SL1344_1575	ynbE	25.3	15.7	5.2	15
SL1344_1576	ydbH	22	24.1	5.7	16.7
SL1344_1577	ldhA	70	101.8	24.7	66.1
SL1344_1578	hslJ	21.2	20.7	13.5	18.1
SL1344_1579		88.7	126.6	2.3	26.5
SL1344_1580		18.3	61.7	36.3	57.6
SL1344_1581	nifJ	15.2	32.6	5.6	16
MicC	MicC	147.7	132.2	68.3	123.4
SL1344_1582	ynaF	24.7	23.7	167.4	70.9
SL1344_1583		125.7	253.1	157	230.7
SL1344_1584		33.3	29.6	4.9	7.4
SL1344_1585	ydaO	28.4	21.7	4.3	12.6
SL1344_1586	dbpA	21.5	42.6	5.2	10.3
FnrS	FnrS	55.8	60.7	32	104.1
SL1344_1587	zntB	21.5	33.4	10.6	25.6
SL1344_1588		29.8	48.6	9.9	139
SL1344_1589	ydaL	47.9	58.6	22.1	50.1
SL1344_1590	ogt	37	51.6	25	51.8
SL1344_1591	fnr	232.9	283.1	282.4	287.5
SL1344_1592	ydaA	108.7	184	121.3	138.9
SL1344_1593	ynaJ	248.5	299.4	427.3	372.4
SL1344_1594	ynaI	14.3	15.7	9.7	20.7
SL1344_1595		20.6	21.8	17.3	27.9
SL1344_1596		4.7	3.8	3.4	3.4
SL1344_1597		2.5	2.1	1.8	2.8
SL1344_1598		1.2	4.8	0.4	3.9
SL1344_1599		0.9	1.1	0.5	1.1
SL1344_1600		1.1	3.6	1.1	3.6
SL1344_1601		2	2.3	1.3	4.2
SL1344_1602		475	624.6	221.4	266.2
SL1344_1603		9.9	14.3	21	15.9
SL1344_1604		7.7	8.4	9.5	8.3
SL1344_1605		9.2	9.2	9.8	11
SL1344_1606		45.3	43.8	12.7	53.1
SL1344_1607		5.4	9	4.2	7
SL1344_1608		1	1.6	1	0.7
SL1344_1609	mppA	35.6	53.5	20.4	38.8
SL1344_1610	ycjI	12.5	12.8	6.2	21.9
SL1344_1611	ycjG	32	65.3	14.9	12
SL1344_1612	tpx	547.5	408.9	416.8	564.6
SL1344_1613	tyrR	25.2	30.7	26.1	28.6
SL1344_1614	ycjF	36.8	19.1	5.1	29.4
SL1344_1615	ycjX	38.9	19.6	3.9	27.9
SL1344_1616	pspE	434.7	243.9	85.3	117
SL1344_1617	pspD	26.5	32.9	19.9	19.4
SL1344_1618	pspC	28	28.2	22.4	23.3
SL1344_1619	pspB	22.1	33.2	36.7	29.2
SL1344_1620	pspA	40.1	33.4	33.1	26.9
SL1344_1621	pspF	5.8	5.5	8	5.7
SL1344_1622	sapA	21.8	24.3	2.9	20
SL1344_1623	sapB	18.4	22.8	1.8	13.8
SL1344_1624	sapC	19.3	18.6	3.9	12.8
SL1344_1625	sapD	19.2	17.8	3.1	11.1
SL1344_1626	sapF	12.4	17	2.7	5.2
SL1344_1627		20.7	29	10.4	25.1
SL1344_1628	steC	856.1	372.6	55.4	98.3
SL1344_1629		492.1	475.2	60.5	59.8
SL1344_1630	ycjE	284.1	169.2	33.6	42.1
SL1344_1631	fabI	641.4	281.9	75.7	105.2
SL1344_1632	yciW	31.1	41.7	23.9	28
SL1344_1633	rnb	95.2	54.8	16.9	34.2
SL1344_1634	yciR	11.1	20	11.6	31
SL1344_1635		61.1	47.7	64.4	74
SL1344_1636	yciT	37	30.6	12.8	57.3
SL1344_1637	osmB	37.5	99.3	17.8	35.1
SL1344_1638	yciH	32.4	27.9	5.6	10.3
SL1344_1639	pyrF	30.7	35.3	7.5	15.2
SL1344_1640	yciM	50.7	62.7	5.9	57.4
SL1344_1641	yciS	113.3	113.2	57.3	117.2
SL1344_1642	pgpB	26.6	49.1	17.1	34.3
SL1344_1643	ribA	53.1	44.3	34.9	41.7
SL1344_1644	acnA	21.9	42.9	212.3	41.5
SL1344_1644A	ymiA	127.5	109	216.8	51.9
SL1344_1645	cysB	36.5	35.9	73.1	45.4
SL1344_1646	topA	46.9	43.3	7.2	22.6
SL1344_1647	yciN	88.3	126.8	98.7	81.9
SL1344_1648	sohB	50.5	44.1	30.4	32.1
SL1344_1649	yciK	25.6	18.2	5.2	12.3
SL1344_1650	btuR	39.8	31.2	32.9	33.8
SL1344_1651	yciL	46	29.1	8.8	24.3
SL1344_1652	yciO	44.3	50.8	29.2	46.9
SL1344_1653	trpH	32.7	38.2	43.2	34.8
SL1344_1654	trpE	29.8	8.6	30	5.5
SL1344_1655	trpD	34.4	10.1	12.2	7.1
SL1344_1656	trpC	46	16.3	13.5	12.3
SL1344_1657	trpB	56.1	20.2	15.9	14.4
SL1344_1658	trpA	61.1	17.3	16.8	14.5
SL1344_1659	yciG	48.2	424.3	16.9	49.2
SL1344_1660	yciF	5.9	18.9	0.5	7.8
SL1344_1661	yciE	4.3	13.3	0.9	3.2
SL1344_1662	katN	11.6	14.4	7.1	14.4
STnc2030		5.5	10.4	3.4	20.1
SL1344_1663	ompW	30.4	27.1	21.9	26.2
SL1344_1664		36.5	51.8	13.2	47.1
SL1344_1665	yciC	107.1	147.8	43	52.2
SL1344_1666	ispZ	113.1	138.2	25.1	83.9
SL1344_1667	yciA	55.6	59.2	13.1	26.6
SL1344_1668	tonB	12.1	6.8	25.8	22.6
SL1344_1669	yciI	104.7	96.1	26.6	66.6
STnc1270		515	609.7	210.8	330
SL1344_1670	cls	12.5	15.8	6.3	17.4
SL1344_1671	yciU	89.4	84	14.9	49.7
SL1344_1672		17.8	26.1	5.5	18.1
SL1344_1673	oppF	40.4	57.2	18.6	34.7
SL1344_1674	oppD	19.4	26.2	2.3	8.3
SL1344_1675	oppC	19.1	28.1	3.6	12.3
SL1344_1676	oppB	19.4	35.7	4.9	15.6
SL1344_1677	oppA	54.5	90.8	18.1	25.1
SL1344_1678		5.2	5.4	1.4	4.8
STnc3580		39.2	38.6	183.9	217.4
SL1344_1679	ychE	14.7	10	2.2	7.3
SL1344_1680	adh	94.2	94.5	59.9	17.4
SL1344_1681	tdk	48.4	50.6	21	55.6
SL1344_1682	hns	2794.9	1983.5	803	2999
SL1344_1683	galU	97.3	91.6	35.7	60.7
SL1344_1684	hnr	42.8	60.7	9.8	39
SL1344_1685	ychK	54.3	72.5	13.3	39
SL1344_1686	ychJ	69.1	42.9	13.8	38.7
SL1344_1687	purU	87.2	48.1	18.9	34.4
SL1344_1688		10.7	25.2	6.4	14.7
STnc3600		24	56.7	89.1	80.6
SL1344_1689	narI	4.6	4.7	2	3.3
SL1344_1690	narJ	1.3	1.9	1	2.5
SL1344_1691	narH	1.5	1.8	1.2	1.2
SL1344_1692	narG	0.6	1.1	0.3	0.9
SL1344_1693	narK	1.2	3.8	1.2	9
STnc2040		60.3	138.3	73.5	169.8
SL1344_1694	narX	10.7	14.3	2.4	10.2
SL1344_1695	narL	20.9	25.8	11.3	21.4
SL1344_1696	ychP	17	34.4	9.6	23.4
SL1344_1697	ychN	74.8	74.4	50.5	58.7
SL1344_1698	chaB	182.6	204.3	23.6	85.3
SL1344_1699	chaA	17.2	20.5	5.7	16.5
SL1344_1700	kdsA	101.1	105.3	24.7	47.9
SL1344_1701	ychA	67	50.1	7	36.4
SL1344_1702	sirC	29.2	28	3	24.1
SL1344_1703	hemK	15.9	9.3	3	10.7
SL1344_1704	prfA	28.5	14.9	8	21.9
SL1344_1705	hemA	54.6	65.7	76.1	71.6
SL1344_1706	hemM	34.6	25	3.1	19.9
SL1344_1707	ipk	171.9	99.1	10.8	38
SL1344_1708	prs	281.5	104.1	25.7	30.8
SL1344_1709	ychM	12.1	5.8	2.7	5.8
SL1344_1710	ychH	9.5	30.7	250.6	10.1
SL1344_1711	pth	29.6	28.4	8.1	14.4
SL1344_1712	ychF	54	45.5	33.7	38.2
SL1344_1713		11.3	13.3	14.4	21.3
SL1344_1714	hyaA	0.2	0.3	0	0.3
SL1344_1715		1.3	1.8	0.7	1.3
SL1344_1716	hyaC	0.6	0.5	0.4	0.7
SL1344_1717	hyaD	0.7	0.9	0.3	0.6
SL1344_1718	hyaE	0.7	0.7	0.4	0.3
SL1344_1719	hyaF	0.7	0.8	0.1	1
SL1344_1720	appC	0.8	0.9	0.2	0.9
SL1344_1721	appB	2.2	2.5	0.2	2
SL1344_1722		40.7	41.2	41.4	64
SL1344_1723		6	16.2	12.1	13.5
STnc3610		92.7	109.4	46.7	135.5
SL1344_1724	treA	31.4	78	4.6	6.7
SL1344_1725	ymgE	67.3	255.8	22.4	71.9
SL1344_1726	ycgR	4	22.8	10.3	59.1
SL1344_1727	emtA	22.5	14.9	1.5	9.7
SL1344_1728	ldcA	23.6	42.2	9.7	25.2
SL1344_1729	cvrA	36.3	49.4	23.6	87.1
SL1344_1730	alr-a	8	24.1	20.3	34
SL1344_1731	dadA	8	34.2	47.9	38.8
SL1344_1732	ycgB	34.6	94.6	26.8	52.9
SL1344_1733	fadR	71.2	140.7	72.4	79.4
SL1344_1734	nhaB	36.2	28.2	13.4	33
SL1344_1735	dsbB	261.8	180.5	47	141.6
SL1344_1736		4.8	4.4	5.6	287.4
SL1344_1737		109	306.7	246.3	207.8
STnc3620		37	121.8	32.9	50.8
SL1344_1738		101.5	251.5	117.8	129.7
SL1344_1739	ycgN	45.4	27.6	5.1	26.5
SL1344_1740	ycgM	42.1	39.3	18.3	38.9
SL1344_1741	ycgL	81.4	77.9	72	104.3
SL1344_1742	minC	84.5	59.4	11.9	66.5
SL1344_1743	minD	144.2	95.8	49.5	123.1
SL1344_1744	minE	204.8	125.9	135	208.8
SL1344_1745	rnd	7.3	7.3	1.9	6.2
SL1344_1746	tnpA_1a	0	0	0	0
SL1344_1747	fadD	14.5	11.4	37.7	11.9
SL1344_1748	yeaY	37.9	59.8	12.6	22.6
SL1344_1749	yeaZ	47.2	30.7	3.7	25.3
SL1344_1750	yoaA	15.7	15.3	2	8.7
SL1344_1751	yoaB	429.1	444.6	197.7	359.8
SL1344_1752	yoaH	75.7	149	103.9	86.2
SL1344_1753	pabB	40.1	57	8.2	24.1
SL1344_1754	yeaB	21.9	35.4	3.3	11.9
SL1344_1755	sdaA	23.8	33.9	5.8	17
SL1344_1756		6.9	33.1	1.3	9.1
SL1344_1757	yoaE	14.6	7.2	1	8.6
SL1344_1759		85.9	80.6	206.1	27.4
SL1344_1760		61.4	42	80.5	18
SL1344_1761		108.3	85.5	205	41.7
SL1344_1762		10.5	12.3	2.8	5.3
SL1344_1763	yebN	15.8	26.7	1.1	9.6
SL1344_1764	rrmA	20.6	9.2	2	5.6
SL1344_1765	ftsI2	7.8	6.6	1.6	3.9
SL1344_1766	cspC	5873.5	2266.6	306.6	1915.4
SL1344_1767	yobF	4003.9	2569.9	306.5	1233
STnc3630		51.5	125.4	56.4	112.2
SL1344_1768		825.3	742.9	515.2	264.6
SL1344_1769	yobG	3682.4	4639.2	3169.4	1053.2
SL1344_1770		62.7	115.2	65.5	64.9
SL1344_1771	kdgR	100.7	85.4	104.7	95.7
SL1344_1772		7.4	11.4	4.1	14.1
SL1344_1773	htpX	55.7	39	39	55
SL1344_1774	prc	119.3	78	17.5	61.6
SL1344_1775	proQ	237.9	169.1	28.4	97.4
SL1344_1776	yebR	407.3	310.1	339.2	265.2
SL1344_1777	yebS	38.9	109.4	20.4	47.1
SL1344_1778		32.3	47.6	3.9	27.7
SL1344_1779	yebU	15.7	11.9	1.6	5
SL1344_1780		523.8	1298.2	99.1	286
SL1344_1781	yebW	50.2	137.2	28.9	79.8
SL1344_1782	pphA	25.4	40.8	1.4	9.8
SL1344_1783		654.7	1687	233.3	91.8
SL1344_1784	sopE2	3	11.7	2.9	13.1
SL1344_1785		6.4	14.7	2.8	6.2
SL1344_1786		40.3	51.5	20.6	25.8
SL1344_1787		171.1	88.4	19.7	145.7
SL1344_1788		25.4	48.5	12.1	38
STnc1130		93	247.6	55.4	170.8
SL1344_1789		89.2	110.3	26.5	63.3
SL1344_1790		1.1	1.9	0.7	1.5
SL1344_1791		2.1	3.5	2.2	2.2
STnc3640		36.1	59.6	50.1	137.2
SL1344_1792		6.3	13	3.6	6.2
SL1344_1793	pagO	117.6	146.2	13.8	15.2
SL1344_1794		222.7	188.1	3.4	16.9
SL1344_1795		91.1	64.7	2.2	5.4
SL1344_1796		33.1	129.7	1.2	4.3
SL1344_1797	pagM	521.6	3822.6	106.2	66
SL1344_1798		4.6	2.2	0.7	2
SL1344_1799	pagK	1719.5	3525.7	426	243.4
SL1344_1800	mig-3	1.1	2.3	0.6	1.7
SL1344_1801		3	6.5	1.7	3.8
SL1344_1802		30.8	59.2	1313.5	338.1
SL1344_1803		1	1.4	0	0.4
SL1344_1804		0.9	1.5	0	0.5
SL1344_1805		1.5	0.4	0.1	0.2
SL1344_1806		3.5	6.5	2.8	5.5
SraC	SraC	613.7	762.5	2010	1955.8
SdsR	SdsR	6054.7	44160.7	2264.9	2425.4
SL1344_1807		53.1	34.5	8	31.5
SL1344_1808		49.2	42.4	15.1	54.6
SL1344_1809	yobA	57.7	43.9	74.8	55.3
SL1344_1810	holE	73.6	54.6	3.5	23
SL1344_1811		31.6	68.4	18	28.4
SL1344_1812	exoX	41.3	41.5	11.2	34.2
SL1344_1813	opdB	24.9	40.9	14.5	26.6
STnc1690		368.7	161	348.4	450.9
SL1344_1814	yebE	22.6	32.6	120.5	44.1
SL1344_1815	yebF	182	328.1	406.8	125.5
SL1344_1816	yebG	49.2	58.2	866.3	128.6
SL1344_1817	purT	42.6	16.5	6.6	6
SL1344_1818	eda	70.5	58	12.2	20.6
SL1344_1819	edd	13.7	10.1	4.1	6.3
SL1344_1820	zwf	54.9	50.7	28.9	26.9
STnc200		161.1	135.4	178.5	157.2
SL1344_1821	hexR	18.2	19.6	10.1	16.7
SL1344_1822	pykA	53.6	42.9	16.8	29.9
SL1344_1823	msbB	35	55.3	43.1	33.7
SL1344_1824	yebA	34.7	32.5	4.5	13.4
SL1344_1825	znuA	26.8	21.3	7.5	13.3
SL1344_1826	znuC	17.5	15	11.3	13.3
SL1344_1827	znuB	14.2	14.3	2.1	12.3
SL1344_1828	ruvB	33.6	29.1	11	27.3
SL1344_1829	ruvA	53	44.3	54.2	60
SL1344_1830		3	8.4	2.4	9.7
SL1344_1830A		0.7	2.4	2.1	3.6
SL1344_1832	yebB	4.9	8.8	3.9	8.6
SL1344_1833	ruvC	125.4	33.4	7	14.9
SL1344_1834	yebC	157.5	84	15.9	25.8
SL1344_1835	ntpA	200.7	102.5	25.3	27.1
SL1344_1836	aspS	121	71.6	16.9	19.8
SL1344_1837	yecD	28.6	48.5	5.1	18.6
SL1344_1838	yecE	14.9	21.1	2.2	7.6
SL1344_1839	yecN	107.7	172.9	73.4	99.9
SL1344_1840	yecO	54	43.3	5.9	31.6
SL1344_1841	yecP	28	26.6	2.1	17.6
SL1344_1842	cutC	19.4	15.5	3.3	5.9
RyeF	RyeF	66.1	393	21.9	31.8
SL1344_1843	yecM	32	16.8	2.5	9.8
SL1344_1844	argS	49.6	27.9	8.7	13.1
SL1344_1845		2.5	3.3	1.2	1.7
SL1344_1846		8.5	7.4	1.9	4.9
SL1344_1847	flhE	9.3	14.7	7.6	8.3
SL1344_1848	flhAa	9.7	12.9	3.3	5
SL1344_1849	flhB	15.9	21.6	3.3	7
SL1344_1850	cheZ	13.5	54.6	24.5	139.8
SL1344_1851	cheY	16.4	81.4	58	193
SL1344_1852	cheB	6.3	38.9	26.2	152.6
SL1344_1853	cheR	4.9	39.9	72.1	165
SL1344_1854	cheM	5.5	75.7	242	292.2
SL1344_1855	cheW	24	159	138	999.5
SL1344_1856	cheA	7.4	59.5	33.1	268.3
SL1344_1857	motB	5.9	49.2	49.4	247
SL1344_1858	motA	5.8	67.4	75.1	344.8
SL1344_1859	flhC	123.7	116.5	257.8	464.7
SL1344_1860	flhD	152.7	86.6	26.1	123
SL1344_1861	yecG	49.4	63.8	138.4	50.8
SL1344_1862	otsA	40.8	132.3	13.9	43.7
SL1344_1863	otsB	43.3	148.4	23.2	61.4
SL1344_1864	araH	6.1	8	7.2	4.7
SL1344_1865	ftnB	28.9	49.5	4.7	30.5
SL1344_1866		8.4	14.5	5.4	10.4
SL1344_1867		17.4	21.8	15.7	10.1
SL1344_1868	ftn	433.3	793.5	69.8	76
SL1344_1869	yecH	4	1.7	7.9	1.8
SL1344_1870	tyrP	15.1	10.2	3.5	6.4
SL1344_1871	yecA	22.3	23.8	28.4	34.8
SL1344_1872		153.4	126	54.9	83.2
SL1344_1873		25.2	16.4	8.4	7.7
SL1344_1874		522.2	393.2	159.8	88.5
SL1344_1874A		4.2	4.3	0	3.4
STnc2180		1542	2447.9	153.1	1917.4
SL1344_1875	pgsA	70.4	66	38.4	87.6
SL1344_1876	uvrC	19.6	17.3	7	33.3
SL1344_1877	sirA	74.8	91.1	47	113.1
SL1344_1878	yecF	150.7	52.1	15.7	37
SL1344_1879	sdiA	7.4	11.4	123.3	172.6
SL1344_1880	yecC	27.6	25.6	8.6	32.1
SL1344_1881	yecS	23.1	22.9	7.5	26.4
SL1344_1882	dcyD	21.7	22.2	10.9	18.2
SL1344_1883	fliY	107.1	108.3	90.1	160.7
SL1344_1884	fliZ	30.6	56.9	193.3	267.9
SL1344_1885	fliA	69.6	99.2	165.7	302.8
SL1344_1886	tnpA_2b	0	0	0	0
SL1344_1887	fliB	11.3	17.8	12.1	14.9
SL1344_1888	fliC	62.6	577.9	1685	1611.7
SL1344_1889	fliD	37.9	117.4	78.5	368.7
SL1344_1890	fliS	48.5	94.5	51.6	315.7
SL1344_1891	fliT	25	58.4	25.6	197.2
SL1344_1892	amyA	12.5	25.4	3.7	8.8
SL1344_1893	yedD	67.9	42.7	13.9	20.1
SL1344_1894	yedE	10.4	3	2.6	2.5
SL1344_1895	yedF	22.1	11.1	18.6	6.1
SL1344_1896		1.9	4.8	1.6	6.5
SL1344_1897	fliE	8.7	57.7	8.4	23.4
SL1344_1898	fliF	5.1	20	8.3	12.1
SL1344_1899	fliG	7.6	25.8	25.5	21
SL1344_1900	fliH	5.8	21.8	11.5	15.7
SL1344_1901	fliI	4.5	18.2	10	13.4
SL1344_1902	fliJ	4.2	16.8	5.5	10.3
SL1344_1903	fliK	4.7	13.2	7.9	8.4
SL1344_1904	fliL	16.2	27.1	15.3	13.5
SL1344_1905	fliM	13	20.5	8.2	16
SL1344_1906	fliN	21	24.7	10.1	20.6
SL1344_1907	fliO	17.8	23.2	6.7	18.9
SL1344_1908	fliP	41.2	51.8	3.4	11.2
SL1344_1909	fliQ	9.4	11.7	2.4	4.9
SL1344_1910	fliR	6.2	8.9	1.8	4.6
SL1344_1911	rcsA	7.2	4.4	2.3	7.5
SL1344_1912	dsrB	125.4	279.3	136.4	152.7
SL1344_1913	yodD	84.9	486.5	102.4	201.1
DsrA	DsrA	1558.9	1932.5	2330.7	6406.8
SL1344_1914	mngB	9.3	22.3	1.2	6
SL1344_1915	gcpA	20.7	27.1	3.7	13.2
SL1344_1916		332.9	827.6	110.8	151
SL1344_1917	yedI	27.6	34.4	14.7	23.8
SL1344_1918	yedA	4.3	6	2.9	11.5
SL1344_1919	vsr	12.6	13.3	2.1	11.8
SL1344_1920	dcm	19	20.7	8	18
SL1344_1921	yedJ	8.1	8.1	2	4.7
SL1344_1922		8.2	23.3	17	27.5
RseX	RseX	7.5	9.4	15.3	14.5
SL1344_1923	ompS	7.5	7.5	5.9	11.6
SL1344_1924	cspB	14.8	22.2	52	161.6
SL1344_1925	umuC	6.1	8.6	14	11.6
SL1344_1926	umuD	8.2	10.1	86.1	18.8
SL1344_1927		6	2.5	1.1	1.9
SL1344_1927A		47.6	133	65	81.9
STnc1280		6628.3	2768.2	2561.3	2312.3
SL1344_1927B		207.7	266.2	129.1	138.8
SL1344_1928		676.8	591	90.3	163.9
SL1344_1929		13.2	29.8	10.3	56.3
SL1344_1930		5.4	11	3.5	30.6
SL1344_1931		4.2	11.1	3.2	29.5
SL1344_1932		6.4	13.1	5.6	40.4
SL1344_1933		11.9	28.1	8.8	61.3
SL1344_1934		5.3	14.6	5.3	41
SL1344_1935		8.2	15.7	3.2	39.8
SL1344_1936		8.9	16.3	5.1	37.2
SL1344_1937		8.4	16.8	5.6	45
SL1344_1938		12.7	24.1	7	66.2
SL1344_1939		17	36.3	10.3	111.7
SL1344_1940		27.7	70.5	43.8	196.1
SL1344_1941		11.5	24.9	7.2	87.5
SL1344_1942		7.4	20.1	4.4	68.5
SL1344_1943		7.2	15.1	4	49.5
SL1344_1944		10.5	18.5	3.4	59.2
SL1344_1945		15.5	37.5	11.2	104.3
SL1344_1946		13.1	30	5.9	85.9
SL1344_1947		12.4	26	6.4	93.3
SL1344_1948		10.1	24.9	4.8	71.4
SL1344_1949		6.8	17.6	4.2	45.8
SL1344_1950		7.4	20.5	5.4	51.6
SL1344_1951		12.4	38.2	7	75
SL1344_1952		13.2	43.8	7.2	76.3
SL1344_1953		32.3	108	39.6	184.2
SL1344_1954		11.5	38.1	4.5	64.8
SL1344_1955	rzpR	9.8	15.4	3.4	40.4
SL1344_1956		5.6	13.4	2.2	45.3
SL1344_1957		6.2	20.9	2.6	50.6
SL1344_1958		161.1	271.3	75.7	358.9
SL1344_1959		5.1	3.7	0.9	11
SL1344_1960		3	2.3	1.2	9.1
SL1344_1961		3.9	5.4	2.9	13.6
SL1344_1962		1.8	1.4	1.6	7.3
SL1344_1963		2.3	1.7	1.5	8.1
SL1344_1964		3.9	3.6	2.7	14.3
SL1344_1965		20.9	28	7.7	36.1
STnc1290		18809	7454.3	12024.3	11838.3
STnc1300		3838.1	3837.9	4694.6	5091.1
SL1344_1966		3.9	7.8	8	15.1
SL1344_1967		165.7	197.6	649.9	469.5
STnc1310		200.5	927.9	679.8	1109.3
SL1344_1968		73.9	112.2	147.4	394.1
SL1344_1969		12.2	11.3	8.1	40
SL1344_1970		1.8	3	1.5	7.4
SL1344_1971		3.3	2.1	2.5	5.7
SL1344_1972		2.8	3.3	1.8	5.7
SL1344_1973		6.6	7	2.6	10.7
SL1344_1974		6.8	5.9	1.9	6.9
SL1344_1975		6.7	4.8	2.6	12.6
SL1344_1976		9.7	14.4	4.4	14.2
SL1344_1977	yeeI	13.7	10.4	11.5	12.4
SL1344_1978		1.7	1.4	0.9	0.6
