Locus Tag	Name	InSPI2	InSPI2 LowMg2+	Peroxide shock (InSPI2)	Nitric oxide shock (InSPI2)
SL1344_3474	yhgG	75.6	20	65.5	107.2
SL1344_3475		14.9	22	6.5	17.6
SL1344_3476	bioH	26	28.1	17.1	23.9
SL1344_3477	comF	22.9	17.9	29.3	47.1
SL1344_3478	yhgI	157	189.2	204	224.4
SL1344_3479	gntT	10.8	3	16.2	7.2
SL1344_3480	malQ	13	22.7	3.8	11.7
SL1344_3481	malP	7.1	11.6	2.8	6.4
SL1344_3482	malT	20.1	11.1	14.2	11.3
SL1344_3483		37	45.2	221.1	60.1
SL1344_3484		99.9	137.7	748.7	309.2
SL1344_3485	rtcA	9.5	10.5	5.4	12.1
SL1344_3486	rtcB	11.5	11.9	14.5	13.7
SL1344_3487		5.3	3	7.1	2
SL1344_3488	rtcR	7.8	7.4	7	11.2
SL1344_3489	glpR	53.6	33.8	7.3	24.6
SL1344_3491	glpG	41.3	28.5	12.3	25.8
SL1344_3492	glpE	55.6	33.8	205.8	47.3
SL1344_3493	glpD	8.8	13.1	43	12.9
SL1344_3494		4.6	7	3	12.1
SL1344_3495		9.1	11.6	4.4	7.1
SL1344_3496		6	4.4	5.1	5.3
SL1344_3497		0.6	0.9	0.3	0.5
SL1344_3498		1.1	1.8	1.1	1.1
SL1344_3499		6.2	11.7	6.8	12.8
SL1344_3500		37.5	32.6	55.4	53.4
SL1344_3501	glgP	74.5	64.5	25.1	32.7
SL1344_3502	glgA	76.6	69.5	36.7	26.2
SL1344_3503	glgC	50.2	57.2	8.8	26.7
SL1344_3504	glgX	46	44.6	8.8	28.2
SL1344_3505	glgB	82.3	77.4	13.2	32.8
STnc4010		7.3	34	19.1	31
SL1344_3506	asd	314.6	82.5	93.2	131.1
SL1344_3507	gntU	8.8	4.9	2.3	5.5
SL1344_3508	gntK	4.4	1.8	11.6	4.8
SL1344_3509	gntR	26.4	28.4	29.3	26.1
SL1344_3510	yhhW	8	7	4.3	5.7
SL1344_3511	yhhX	19.7	18.4	7.7	14.8
RyhB-1	RyhB-1	27.5	27.9	17139	895.5
SL1344_3512	yhhY	25.1	17	9.3	18.9
SL1344_3513		1	1.4	1	1.7
SL1344_3514		1.6	1.3	0.8	1.9
SL1344_3515		0.8	1.2	0.4	1.5
STnc1830		43.2	59.9	66	142.5
SL1344_3516		3	2.1	2.5	4.1
SL1344_3517	ggt	19.4	19.8	4.6	12.3
SL1344_3518	yhhA	31.9	101.8	62.5	59.1
SL1344_3519	ugpQ	34.5	71.7	9.3	21.4
SL1344_3520	ugpC	7.4	29.1	1.3	5.9
SL1344_3521	ugpE	6.1	24.2	0.5	4.6
SL1344_3522	ugpA	6.4	25	0.8	5.1
SL1344_3523	ugpB	31.5	222	8.1	29.5
SL1344_3524	kil	11.1	16.5	10.3	10.3
SL1344_3525	phd	29.5	48.4	57.4	29.9
SL1344_3526	livF	27.9	12.9	12.5	24.4
SL1344_3527	livG	20.2	8.6	6.3	21.5
SL1344_3528	livM	25.1	10.1	11	19.4
SL1344_3529	livH	28.1	8.8	10.5	21.1
SL1344_3530	livK	39.5	15.1	33.8	36.4
sRNA12		11.9	39	11.2	34.8
SL1344_3531	yhhK	29.8	39.5	27	25.3
SL1344_3532	livJ	63.4	5.3	40.8	15
SL1344_3533	rpoH	190.2	316.2	106.8	139.3
SL1344_3534	ftsX	58	71.5	30.4	82.8
SL1344_3535	ftsE	58.5	48.6	18.7	48
SL1344_3536	ftsY	41.4	39.6	15.9	32.5
SL1344_3537	rsmD	20.4	14.2	7.9	15.6
SL1344_3538	yhhL	17.1	15.3	6	14.7
SL1344_3539	yhhM	13.5	6.2	5.6	11.6
SL1344_3540	yhhN	40.5	56.3	22.4	85.6
SL1344_3541	zntA	12.1	13.7	8.7	15.5
SL1344_3542	tcp	5.5	37.7	46.9	290.8
SL1344_3543	yhhP	73.1	114	26.2	70.4
SL1344_3544	yhhQ	22	16.6	2	16.4
SL1344_3545		214.5	154.6	136.9	78.1
SL1344_3546	yhhS	23.1	18.5	10.6	40.6
SL1344_3547	yhhT	10.4	28.7	4.2	14.9
SL1344_3548	acpT	38.7	39.6	21.3	29.8
SL1344_3549	nikR	58.3	46.1	9.9	47.8
SL1344_3550	yhhJ	3.6	4.2	2	13.9
SL1344_3551	yhiH	2.6	2.7	2.2	8.2
SL1344_3552	yhiI	4.9	6.5	7.3	16.4
STnc770		178.3	189.2	350.2	287.9
SL1344_3553	yhiN	19.5	12.9	6	16.8
SL1344_3554	pitA	40.3	19.2	6.5	10.8
SL1344_3555	uspB	196.8	240.5	336.5	270.9
SL1344_3556	uspA	353.5	266.2	455.5	491.2
STnc350		17.4	88.1	38.1	42.1
SL1344_3557	yhiP	2.8	4	3.4	3.1
SL1344_3558	yhiQ	26	18	43.3	38.9
SL1344_3559	prlC	40.9	32.2	105.7	56.8
SL1344_3560		133.7	196.2	35.1	26.3
SL1344_3561	yhiR	32	26.6	6.4	18.3
SL1344_3562	gor	85.5	75.7	39.4	55.5
SL1344_3563		8.7	9.1	3	13.2
SL1344_3564		4.1	5.4	3.3	9.8
SL1344_3565		1.7	1.5	0.9	3.4
SL1344_3566		12.6	9.8	22.9	28.9
SL1344_3567		21.7	28.2	16	26.7
SL1344_3568	treF	16.2	71.5	6.1	39.3
SL1344_3569		10.5	9.6	20.2	32.3
SL1344_3570		3.8	3.7	3.3	10.2
SL1344_3571	yhjB	22.8	21.8	3.6	6.7
STnc4020		132.6	43.2	15.8	151
SL1344_3572	yhjC	7.4	6.1	3.3	12
SL1344_3573	yhjD	20.2	21.7	2.8	19.3
SL1344_3574	yhjE	146.7	27.4	47.2	167.7
SL1344_3575	yhjG	16.5	55	8	52.7
SL1344_3576	yhjH	5.7	50.3	30.7	204.1
SL1344_3577	kdgK	10	10.4	6.5	9.4
SL1344_3578	yhjJ	22	36.1	4.9	17.6
SL1344_3579	dctA	12.9	9.6	5.9	8.1
SL1344_3580	yhjK	14.2	18.2	4.1	13.9
SL1344_3581	yhjL	26.1	44.2	12.9	22.7
SL1344_3582	bcsC	34	64.4	11.9	65.5
SL1344_3583	yhjN	25.1	30.1	4.9	35
SL1344_3584	bcsA	21.1	28	1.8	44.2
SL1344_3585	yhjQ	35.9	44.8	8	114.7
SL1344_3586	yhjR	63.6	96.5	24	197.8
SL1344_3587	yhjS	27.7	43.3	27.1	78.7
SL1344_3588	yhjT	21.5	30	13.7	50.5
SL1344_3589	yhjU	24.1	36.6	6.5	53
STnc710		10643.7	22860.4	6905.4	25133.5
STnc1430		335.8	175.2	359.8	253.8
SL1344_3590		24.6	6.8	0	6.7
SL1344_3591	yhjV	10.7	7.4	3.5	7.5
SL1344_3592	dppF	59.3	21.2	9.8	42.6
SL1344_3593	dppD	63.6	23.6	11.2	39.9
SL1344_3594	dppC	53.2	18.5	11	48
SL1344_3595	dppB	65.4	21.5	14.9	55.8
SL1344_3596	dppA	218.8	107.1	148.8	261.7
SL1344_3597		2.4	2.6	0.5	0.8
SL1344_3598		3.2	2.7	2.2	2
SL1344_3599		17.7	10.6	1.8	1.5
SL1344_3600	yhjW	13.4	23.6	9	18
SL1344_3601	lpfE	3.3	3.5	1.5	4.4
SL1344_3602	lpfD	5.3	4.2	0.8	7.3
SL1344_3604	lpfC	1.6	2.7	0.8	2
SL1344_3605	lpfB	1.1	1.4	0.5	3.3
SL1344_3606	lpfA	1.5	1.4	1.2	3.7
SL1344_3607	yhjY	23.3	78.9	9.7	42.5
SL1344_3608	tag	16.7	14.1	7.6	16.6
SL1344_3609	yiaC	17.7	15.9	9.7	19.9
SL1344_3610	bisC	30.4	23.9	9.4	26.4
SL1344_3611	yiaD	25.2	15.9	7.6	7.8
SL1344_3612	yiaE	14.6	19.1	19.5	35.2
SL1344_3613	yiaF	206.3	125.8	35.5	72.3
SL1344_3614	yiaG	238.9	834.9	68.3	382.1
SL1344_3615	cspA	172.5	53.9	87.6	224.1
SL1344_3616		18.9	17.8	16.6	44.6
STnc780		102.4	128.4	113.2	274.5
SL1344_3617		29.4	15.4	30.8	32.7
SL1344_3618		61.6	51	266.7	108
SL1344_3619	yafP	17.7	11.9	5.4	29.3
SL1344_3620	glyS	86	35.6	14.1	22.8
SL1344_3621	glyQ	92.2	44.5	17.3	32.6
SL1344_3622		50.7	97.1	13.2	67.7
SL1344_3623	yiaH	22.8	37.2	10.5	37.7
SL1344_3624	yiaB	4	5	2.3	7.6
SL1344_3625	xylB	4	4.8	2.5	5.9
SL1344_3626	xylA	5.1	3.3	1.9	4.5
SL1344_3627	xylR	3.8	3.9	2.5	8.5
SL1344_3628	bax	140.8	79.5	37.1	92.2
SL1344_3629	malS	1.7	2.3	0.4	2.9
SL1344_3630	avtA	90.8	6.8	7.9	8.8
SL1344_3631	ysaA	22.9	24.6	3.6	19.4
SL1344_3632	yiaJ	43.1	44.2	5.7	22.3
SL1344_3633	yiaK	0.7	2	0.3	1
SL1344_3634	yiaL	0.3	1.2	1.2	2.3
SL1344_3635		2	2.1	2	4
SL1344_3636	yiaM	0.2	0.7	0.2	0.4
SL1344_3637	yiaN	0.4	0.5	0	0.2
SL1344_3638	yiaO	0.3	0.1	0	0.6
SL1344_3639	lyxK	2.3	1.4	0.9	0.9
SL1344_3640	sgbH	0.1	0.3	0.1	0.3
SL1344_3641	sgbU	0.5	1	0.3	0.2
SL1344_3642	sgbE	1.1	0.9	1.8	1.1
SL1344_3643		2.3	1.9	2.4	3.9
SL1344_3644		1.9	2.4	1	1.9
SL1344_3645	aldB	12.3	44.5	3.7	6
SL1344_3646		12.4	20.1	4.6	8.8
SL1344_3647	selB	17.8	17.6	5.7	15.3
SL1344_3648	selA	23.5	16.9	17.3	13.8
SL1344_3649	yibF	63.7	95	19.2	41.8
SL1344_3650	mtlA	27.4	15.2	9.4	8.7
SL1344_3651	mtlD	42.4	27.4	8.1	12.7
SL1344_3652	mtlR	22.1	14.4	4	9
SL1344_3653		20.4	45.7	60.5	41.1
SL1344_3654	yibL	50.8	32.1	31.8	60.5
SL1344_3655		0.2	1	0.4	0.8
SL1344_3656	sadA	3	7.9	1.8	5.5
STnc380		79.4	312.5	194.2	107.2
SL1344_3657	lctP	5.7	4.6	1.8	5.5
SL1344_3658	lctR	4.1	3.4	0.7	4
SL1344_3659	lctD	5.7	5.4	2.3	3.2
SL1344_3660	yibK	14.6	15.9	1.7	5.5
SL1344_3661		21.6	22.7	5.4	16.9
SL1344_3662		1.2	1.4	1.1	1
SL1344_3663		3.7	4.1	3.2	8
SL1344_3664		4.5	9.1	7.4	9.3
SL1344_3665	cysE	73.2	65.3	16.3	47.6
SL1344_3666	gpsA	149.3	135.6	198.9	100.2
SL1344_3667	secB	290.5	237.3	162	116.7
SL1344_3668	grxC	245.3	187.8	40	77.2
SL1344_3669	yibN	276.5	164.7	34.5	83.6
SL1344_3670	pmgI	22.8	28.6	5.6	11.3
SL1344_3671	yibP	74.4	84.5	43.4	91.9
SL1344_3672	yigQ	18.7	12.3	0.8	9.6
SL1344_3673	yibD	1284.4	628.4	370.8	387.4
SL1344_3673A		68.9	65.7	28	27.6
SL1344_3674	tdh	37.4	57.9	16.6	30
SL1344_3675	kbl	18.9	32.7	4.6	12.5
SL1344_3676	rfaD	83.8	86.8	84.3	71.5
SL1344_3677	rfaF	45	43.1	17.7	32.7
SL1344_3678	rfaC	33.5	24.3	2.1	20
SL1344_3679	rfaL	56.6	37.7	6.8	45.4
SL1344_3680	rfaK	34.5	21.1	13.1	16.9
SL1344_3681	rfaZ	92.1	76.5	18.3	70.1
SL1344_3682	rfaY	62.8	33	4.1	38.2
SL1344_3683	rfaJ	68.6	48.1	13.4	45.5
SL1344_3684	rfaI	67.5	48.1	14	51
SL1344_3685	rfaB	53.1	37	9.3	37.7
SL1344_3686	yibR	79.1	56	10.5	57.8
SL1344_3687	rfaP	46.9	36.6	7.1	24.9
SL1344_3688	rfaG	43.3	28.2	7.1	17.9
SL1344_3689	rfaQ	42.4	21.9	5.1	16.9
SL1344_3690	kdtA	42.4	33.4	4.9	24.4
SL1344_3691	coaD	53.9	42.6	6.8	33.8
SL1344_3692	mutM	12.6	5.8	2.6	8.9
SL1344_3693	rpmG	2104.8	477.7	256.2	293.5
SL1344_3694	rpmB	2165.6	569	183.5	429.2
SL1344_3695	radC	19.2	15.7	4	20
SL1344_3696	dfp	48.3	38.8	16.8	31.4
SL1344_3697	dut	76.2	54.5	19.9	31.8
SL1344_3698	slmA	48.7	28.4	5.2	21
SL1344_3699	pyrE	42.7	36.3	2.4	8.7
SL1344_3700	rph	72.6	38.6	6.8	15.3
SL1344_3701	yicC	68.1	83.4	39.5	48.4
SL1344_3702		8.4	9.8	6.8	11.7
SL1344_3703		4	6.3	2	4.2
SL1344_3704		7.1	6.7	6.2	8.2
SL1344_3705	ligB	3.1	2.3	1.2	2.6
SL1344_3706	gmk	122.3	123.2	43.8	99.6
SL1344_3707	rpoZ	388	231.9	73.7	146.2
SL1344_3708	spoT	89.9	51.5	8.8	38.3
SL1344_3709	spoU	60.4	36.5	5.5	27
SL1344_3710	recG	24.4	14.5	2.5	9
SL1344_3711		21.7	15.7	5.8	13.6
SL1344_3712	gltS	22.8	20	7.5	15.1
SL1344_3713	yicE	69.2	11.7	6.9	2.4
SL1344_3714	yicH	33.5	35.3	26	66.4
SL1344_3715	yicI	1.4	1.4	0.8	0.9
SL1344_3716	yicJ	1.9	2.2	1.7	2.5
SL1344_3717		12.8	23.2	22.9	31.5
SL1344_3718	sugR	21.3	24.2	26.7	24.6
SL1344_3720	rhuM	14.3	18.5	10.7	21
SL1344_3722	rmbA	0.9	0.6	0.9	1.8
SL1344_3723	misL	3.9	3.4	3.3	4.8
SL1344_3724	fidL	15.1	36.1	5.1	32.8
SL1344_3725	marT	9.4	19.5	4.5	17.1
SL1344_3726	slsA	13.5	32.3	6.5	10.2
SL1344_3727	cigR	76.3	477.7	47.3	100.1
SL1344_3727A	mgtR	16	1557.8	3.9	6.1
SL1344_3728	mgtB	10.2	759.2	3.3	4.5
AmgR	AmgR	5.2	15.4	4.6	8.6
SL1344_3729	mgtC	33.1	1018.5	15.4	10.5
SL1344_3730	yicL	44.4	57.7	10.8	15.5
SL1344_3731		8.7	11.1	4.6	9.6
SL1344_3732		3.7	5.3	2.4	2.3
SL1344_3733		2.6	4.4	1.2	1.7
SL1344_3734		1.6	3	0.7	1.3
SL1344_3735		3	7.3	2.2	1.8
SL1344_3736		0.8	0.3	0.4	0.6
SL1344_3737		0.9	0.2	0.2	0.3
SL1344_3738		18.5	17.4	5.1	13.2
STnc4040		80.6	126.1	22.7	137.2
SL1344_3739		25.1	44.3	8.3	17.2
SL1344_3740		7	10.8	3.1	6.4
SL1344_3741	nepI	7.7	6.7	2.4	10.5
SL1344_3743		18.4	22.5	80.7	27.8
SL1344_3744		14.5	19.3	39.2	37.8
SL1344_3745		16.1	30.7	15.1	20.4
SL1344_3746		1.1	1.5	2	2.7
SL1344_3747		4.3	4.6	3.5	5.2
SL1344_3748		3.9	2.7	2.3	3.2
SL1344_3749		8.9	8.3	3.8	12.8
SL1344_3750		8.2	6.7	2.7	11.1
SL1344_3751		10.1	7.2	17.9	11
SL1344_3752	yicN	24.1	14.8	2.2	10.1
SL1344_3753	uhpT	3.4	3.1	1	4.1
SL1344_3754	uhpC	8.3	4.2	1.2	2
SL1344_3755	uhpB	12.8	4	1.1	1.6
SL1344_3756	uhpA	19.5	12.5	1.4	3.3
SL1344_3757		6.5	4.4	1.8	5.5
SL1344_3758		1.5	1.7	1.4	3.8
SL1344_3759		1.8	1.4	4	2.9
SL1344_3760		5.3	4.6	3.9	5.3
SL1344_3761	ilvN	26.2	10.1	114.8	299.9
SL1344_3762	ilvB	14.7	5.4	38.4	112.7
SL1344_3763	ivbL	2788.2	1116.9	3776.3	1856.7
IstR	"IstR-1,2"	193.5	552.4	950	534.6
SL1344_3765		1	0.7	0.9	2
SL1344_3766	emrD	2	2.7	0.5	2.1
SL1344_3767		23.5	36.5	11.9	29.2
SL1344_3768	dsdC	8.8	10.5	3.7	8.4
SL1344_3769	dsdX	2.3	2.7	0.8	1.3
SL1344_3770	dsdA	7.4	8.5	6.4	6.2
SL1344_3771	yidF	48.9	62.8	12.5	31.5
SL1344_3772	yidG	42.3	41.6	3.5	20
SL1344_3773	yidH	77.5	93.2	24.3	33.3
SL1344_3774	yidE	6.9	9.2	4.5	7.1
SL1344_3775	hslS	71.9	46.4	54.9	355.3
STnc2110		77.2	63.8	100.4	936.3
SL1344_3776	hslT	87.4	64.5	189.2	283.5
SL1344_3777	yidQ	41	76.6	23.2	30.7
SL1344_3778	yidR	13.2	14.1	5.1	12.2
SL1344_3779	ccmH1	0.8	0.9	0.1	0.6
SL1344_3780	ccmG1	0	0	0	0
SL1344_3781	ccmF1	0	0	0	0
SL1344_3782	ccmE1	0.1	0.1	0	0
SL1344_3782A	ccmD1	0	0	0	0
SL1344_3783	ccmC1	0	0	0	0
SL1344_3784	ccmB1	0	0	0	0
SL1344_3785	ccmA1	0.2	0.3	0.1	0.3
SL1344_3786	yhjA	1.8	1	2.3	2.5
SL1344_3787	torD	1.9	2.2	1.4	3.4
SL1344_3788	torA	1.6	1.4	0.8	1.8
SL1344_3789	torC	0.7	0.5	0.7	0.7
SL1344_3790	torR	28.8	26.4	33.3	25.2
SL1344_3791	torT	5	4.2	1.3	8.1
SL1344_3792	torS	5.8	6	1.6	6.7
SL1344_3793	dgoT	1.8	1.5	1	2.6
SL1344_3794	dgoD	2.4	2.1	1.6	1.4
SL1344_3795	dgoA	2.4	0.9	1.3	0.6
SL1344_3796	dgoK	4.7	2.5	4.1	2.6
SL1344_3797	dgoR	10.7	6.9	8.3	6.3
SL1344_3798	yidA	38.2	38.7	13.4	21.6
SL1344_3799		2	1.2	1.7	3.5
SL1344_3800		3	2.2	2.4	5
SL1344_3801		2.2	2.4	4.6	1.8
SL1344_3802	gyrB	71	38.7	15.9	28.9
SL1344_3803	recF	36.9	28.4	4.3	27.7
SL1344_3804	dnaN	65.5	50.9	4.9	29.7
SL1344_3805	dnaA	77.4	69.2	8	48.3
SL1344_3806	rpmH	3646.4	911.7	427	566.6
RNaseP	RNaseP	191	32	18.9	31.1
SL1344_3807	rnpA	0	0	0	0
SL1344_3808		71.6	12.8	3.2	10.4
SL1344_3809	yidC	92.7	16.3	12.2	12.2
STnc4250		276.9	77.9	151.6	87
SL1344_3810	thdF	12.3	8.9	1.1	3.5
STnc3170		86	418.1	187.9	48.5
SL1344_3811	intA	5.8	12.3	1.9	4.1
STnc400		38326.1	26143.1	102290.2	129574.6
SL1344_3812		38.3	18.6	2.2	65.8
SL1344_3813		28.7	12.8	1.3	39.4
SL1344_3814	yidY	2.9	3.4	2.3	3.3
SL1344_3815	yidZ	8.5	9.1	3.2	7.7
SL1344_3816	yieE	23.9	33.5	25.8	31.2
SL1344_3817	yieF	68.1	73.3	32.3	74.3
SL1344_3818	yieG	64.1	37.6	18.8	13.1
SL1344_3819	yieH	81.7	31.4	26.3	33.1
STnc1860		837.2	734.4	490.4	378.3
SL1344_3820	phoU	55.1	134.2	8.4	14.8
SL1344_3821	pstB	56.4	170.2	6.1	24.7
SL1344_3822	pstA	36.3	141.2	3.2	32
SL1344_3823	pstC	43	146.8	7.5	46.3
SL1344_3824	pstS	83.2	322	14.2	105.1
SL1344_3825		5.7	6.8	4.2	5.8
SL1344_3826		0.7	0.6	0.1	0.5
SL1344_3827		7.5	6.6	4.6	6
SL1344_3828	glmS	102.1	44.3	32.2	83.9
SL1344_3829	glmU	166.4	95.2	46	178.8
SL1344_3830		12.6	15.8	8.6	18.6
SL1344_3831	atpC	555.1	177.7	153.5	77.9
SL1344_3832	atpD	288.6	120.6	51.2	41.3
SL1344_3833	atpG	301	106.1	41.8	35.3
SL1344_3834	atpA	300.1	127.7	48.5	45.2
SL1344_3835	atpH	337.7	128.7	31.5	53.8
SL1344_3836	atpF	647.9	234	71.9	100.2
SL1344_3837	atpE	878.7	356.4	83.6	127.7
SL1344_3838	atpB	337.5	152.2	37.4	82.2
SL1344_3839	atpI	246.9	211	32.9	90
SL1344_3840	gidB	30.6	18.2	1.7	16.2
SL1344_3841	gidA	46.7	23.7	5.3	18.4
SL1344_3842	mioC	225.3	137.7	19	146.4
SL1344_3843	asnCb	21.3	24.8	28.3	47.4
SL1344_3844	asnA	182.4	82.8	36.8	920.8
SL1344_3845	yieM	18.8	26.5	1.2	13.7
SL1344_3846	yieN	32.4	57	19.5	42.1
SL1344_3847	kup	17.4	18.7	6.3	22.7
SL1344_3848	rbsD	14	13.4	22.9	16.5
SL1344_3849	rbsA	3.4	3.1	2.9	3.9
SL1344_3850	rbsC	9.1	7	2.4	6
SL1344_3851	rbsB	59.6	53.8	56.3	52.3
SL1344_3852	rbsK	16.6	10.6	1.9	11
SL1344_3853	rbsR	14.7	13.7	2.7	13.9
SL1344_3854	yieO	9.2	18.4	5.3	15.4
SL1344_3857	yieP	11.3	14	13.9	18.1
SL1344_3858	yifA	29.3	45.5	42.6	85
SL1344_3859	yifE	921.4	1124.6	132.6	440.7
SL1344_3860	comM	2.9	2.4	1	3.3
SL1344_3860A	ilvX	324.3	88.8	138.9	1854.9
SL1344_3861	ilvG	68.6	14.8	39	222.1
SL1344_3862	ilvM	237.8	48.6	79.7	438.4
SL1344_3863	ilvE	157.1	34.9	64.2	237.5
SL1344_3864	ilvD	94.6	21.2	36.2	205.4
SL1344_3865	ilvA	156.1	49.4	81.5	299.2
SL1344_3866		26.5	26.7	32	62.2
SL1344_3867		37.5	34.1	28.4	64
SL1344_3868	ilvY	10.1	10.9	9.6	7.3
SL1344_3869	ilvC	348.6	68.4	762.7	1422.4
SL1344_3870	ppiC	194.7	195.1	35.4	43.5
SL1344_3870A		11.1	12.1	17.8	23.9
SL1344_3871		21.1	12.4	17.2	18.6
SL1344_3872	rep	15.4	12	5	6.3
SL1344_3873	gppA	45.5	26.3	4.2	26.3
SL1344_3874	rhlB	96.6	68.6	16.2	88.1
SL1344_3875	trxA	801.2	543.1	285.1	499.8
SL1344_3876	rho	239.2	185	133	212.8
SL1344_3877	rfe	64.2	62.8	32.3	90.4
SL1344_3878	wzzE	127.7	200.4	39.4	120.9
SL1344_3879	rffE	70.3	72.8	11.4	50.7
SL1344_3880	rffD	73.5	53.9	10.1	28.9
SL1344_3881	rffG	45.2	32.5	3.8	16
SL1344_3882	rffH	50.6	42.4	2.8	19.7
SL1344_3883	rffC	34.6	30.4	2.8	11.4
SL1344_3884	rffA	48.8	45.5	5.4	18.5
SL1344_3885	wzxE	28.6	21.6	3.3	6.8
SL1344_3886		26.3	19.2	3.2	5.2
SL1344_3887	rffT	27	22.9	9.1	13.6
SL1344_3888	rffM	31.9	38.8	7.8	14.8
SL1344_3889	yifK	43	51.1	16.1	31.3
GlmZ	GlmZ	7290.3	10724.6	2851.7	2459
SL1344_3890	hemY	38.5	39.6	6.1	42.8
SL1344_3891	hemX	52.3	57.4	21.1	63.9
SL1344_3892	hemD	46.8	52.3	15.6	54.4
SL1344_3893	hemC	64	58.6	67.8	88.1
SL1344_3894	cyaA	104.6	124.6	28.7	142.3
SL1344_3895		28.3	28.7	6.7	23.9
SL1344_3896		2.4	3.3	2.8	6
SL1344_3897		2.1	6	3.5	6.2
SL1344_3898	cyaY	80.8	48.5	35.1	35.5
SL1344_3899		2.4	7.6	3	9.5
SL1344_3899A		1.4	1.4	1.2	1.1
SL1344_3900	yifL	75.8	55.5	105.1	101.2
SL1344_3901	dapF	64.1	46.5	22.9	49.8
SL1344_3902	yigA	37.4	24.3	3.6	21.7
SL1344_3903	xerC	33.8	18.8	1.4	28.6
SL1344_3904	yigB	27.4	15.3	3.5	17.9
SL1344_3905	uvrD	25.4	24.8	29.1	35.1
SL1344_3906	corA	33.1	121	7.9	19.5
SL1344_3907	yigF	6	9.2	12.2	11.3
SL1344_3908	yigG	3.7	7.2	0.8	7.6
SL1344_3909	rarD	18.2	20	68	42.5
SL1344_3910	yigI	15.2	10.6	22.8	40.4
SL1344_3911	pldA	39.1	57.5	50.1	52.5
SL1344_3912	recQ	34.4	26.7	7.4	18.4
SL1344_3913	rhtC	32.3	33.8	14.6	49.3
SL1344_3914	rhtB	18.7	10.1	6.6	13.9
SL1344_3915	pldB	46.6	59.7	17.8	35.2
SL1344_3916	yigL	33.1	37.3	6.5	28.6
SL1344_3917	yigM	35.6	27.7	9.1	32.3
SL1344_3918	metR	76.2	15.1	537.1	25.6
SL1344_3919	metE	380.7	15.2	410.3	28.4
SL1344_3920		6	4.2	2.6	3.8
SL1344_3921	dlhH	42.1	79.9	9.7	31
SL1344_3922	udp	52	123.3	13.1	45.9
SL1344_3923	yigN	12.5	10	18.7	16.4
SL1344_3924	ubiE	151.6	160.5	59.3	86.3
SL1344_3925	yigP	76.9	67.7	13.6	40.5
SL1344_3926	aarF	85.3	81.3	22.5	43.5
SL1344_3927	tatA	580.7	498.7	137.1	362.9
SL1344_3928	tatB	158.4	130.4	40.4	97.6
SL1344_3929	tatC	127.5	103.7	11.5	57.1
SL1344_3930	tatD	9.2	6.2	1	2.4
SL1344_3931	rfaH	79.7	86.7	17.5	58.2
SL1344_3932	yigC	94.7	86	29.6	85
SL1344_3933	fre	117.7	107	31.3	94.5
SL1344_3934		16.9	14	8	11.6
STnc790		35.3	29.4	94.1	81.1
SL1344_3935	fadA	3.2	2.5	4.1	3.7
SL1344_3936	fadB	3.3	2.1	5.9	4.2
SL1344_3937	pepQ	52.5	44.7	15.4	41
SL1344_3938	yigZ	45.2	46.5	15.5	51.9
SL1344_3939	trkH	33.6	41	7.6	38.7
SL1344_3940	hemG	47.2	41.3	5.5	31.4
SL1344_3941	mobB	17.3	30	10.7	38.1
SL1344_3942	mobA	21.6	33.3	37.6	47.1
SL1344_3943	yihD	102.1	96.5	148	100.1
SL1344_3944	rodA	81.3	56.3	37.3	65.2
SL1344_3945	dsbA	132.5	100	43.5	60.1
SL1344_3946	yihG	20.5	13	10.8	25.9
SL1344_3947	polA	24	23	19	23.8
Spf	Spf	19691.3	17137	26002.4	27491.4
SL1344_3948	engB	39.9	48.6	24.4	33.3
CsrC	CsrC	2185.7	2739.6	2974.3	3521.1
SL1344_3950	yihI	95.9	135.3	21.5	57.6
SL1344_3951	hemN	29.2	28.6	3.9	22.1
SL1344_3951A	yshB	545.8	740.3	629.1	357.9
SL1344_3952	glnG	38.4	5.2	7.4	17.4
SL1344_3953	glnL	52.9	6.3	22.8	21.5
STnc800		2792.4	215.1	3927.8	2866.5
SL1344_3954	glnA	412.3	23.3	273.2	71.1
SL1344_3955	typA	199.9	78.9	22.8	36.6
SL1344_3956		11.4	17.5	12.8	17.8
SL1344_3957		3.4	4.4	1.5	4
SL1344_3958		1.2	1.7	2.3	4
SL1344_3959		4.4	13.3	4.6	17
SL1344_3960		2.2	1.8	1.9	7
SL1344_3961		2.6	3.2	1.9	4
SL1344_3962	ompL	1	1.2	0.7	1.3
SL1344_3963	yihO	9.5	8.7	3.8	8.8
SL1344_3964	yihP	4.2	4	6.3	6.8
STnc3120		43.4	121.2	124.5	175.1
SL1344_3965	yihQ	2.8	3.5	3.7	3.9
SL1344_3966	yihR	1.1	1.3	0.7	1.1
SL1344_3967	yihS	0.7	0.8	0.7	0.8
SL1344_3968	yihT	1	0.9	0.6	0.8
SL1344_3969	yihU	0.1	0.3	0.4	0.6
SL1344_3970	yihV	3.3	3.9	1.9	3.9
SL1344_3971	yihW	28.2	37.6	39	39.2
SL1344_3972	yihX	130.8	89.4	25.1	31.6
SL1344_3973	rbn	81.9	61.8	26.9	39.8
SL1344_3974	yihZ	92.3	83.8	23.6	50.9
SL1344_3975	yiiD	71.7	55.6	6.4	28.4
